trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
298.8310104,299.3413556,R,None,None,1,,0,0
301.3408824,301.853987,Q,None,None,1,,1,0
303.8399221,304.3528571,M,None,None,1,,2,0
306.339054,306.8540789,Q,m,m,1,0.522747699,3,0
308.8389966,309.3530678,K,None,None,1,,4,0
311.3251732,311.8410473,H,None,None,1,,5,0
313.8232854,314.3204531,B,None,None,1,,6,0
316.3231623,316.8204677,F,None,None,1,,7,0
318.8228858,319.3204584,B,m,m,1,0.534064179,8,0
321.323491,321.8200425,F,m,m,1,0.593346287,9,0
323.8232949,324.3203697,X,None,None,1,,10,0
326.322632,326.8203355,H,None,None,1,,11,0
328.8197471,329.3203065,R,None,None,1,,12,0
331.3225063,331.8193665,K,None,None,1,,13,0
333.8207089,334.3202708,Q,None,None,1,,14,0
336.3224929,336.8202409,K,m,m,1,0.371834689,15,0
338.8211589,339.3202339,B,None,None,1,,16,0
341.320805,341.8197112,M,None,None,1,,17,0
343.8225592,344.3201357,X,None,None,1,,18,0
346.3220992,346.8199541,F,None,None,1,,19,0
673.520553,674.0322674,F,None,None,1,,0,1
676.0189703,676.5320947,Q,None,None,1,,1,1
678.5186476,679.0323324,M,None,None,1,,2,1
681.0183093,681.5322302,B,None,None,1,,3,1
683.5183317,684.0321351,X,None,None,1,,4,1
686.0182309,686.5317515,K,None,None,1,,5,1
688.5187266,689.032121,X,m,m,1,0.373757678,6,1
691.018378,691.5321597,R,None,None,1,,7,1
693.5190489,694.0313211,H,None,None,1,,8,1
696.0185088,696.5320804,R,m,m,1,0.587974303,9,1
698.5183713,699.0319507,Q,None,None,1,,10,1
701.0183109,701.5315758,H,None,None,1,,11,1
703.5183185,704.0319002,F,None,None,1,,12,1
706.0187477,706.531572,H,m,m,1,0.627775458,13,1
708.5179928,709.0314123,K,None,None,1,,14,1
711.0184831,711.5318016,B,None,None,1,,15,1
713.517832,714.0315879,M,None,None,1,,16,1
716.0327192,716.5312991,X,None,None,1,,17,1
718.5180177,719.0313515,M,m,m,1,1.418943317,18,1
721.017948,721.5316896,R,None,None,1,,19,1
1026.978997,1027.491051,F,None,None,1,,0,2
1029.472229,1029.970454,R,None,None,1,,1,2
1031.971216,1032.470478,H,None,None,1,,2,2
1034.471502,1034.97039,B,None,None,1,,3,2
1036.972594,1037.470454,H,m,m,1,0.442996876,4,2
1039.473213,1039.970409,B,m,m,1,0.712292725,5,2
1041.9725,1042.470261,M,None,None,1,,6,2
1044.470545,1044.970412,X,None,None,1,,7,2
1046.972473,1047.470105,K,None,None,1,,8,2
1049.490161,1049.99193,Q,None,None,1,,9,2
1051.987883,1052.486849,K,m,m,1,0.788157471,10,2
1054.489024,1054.986899,M,None,None,1,,11,2
1056.987122,1057.486789,F,None,None,1,,12,2
1059.487675,1059.9868,X,None,None,1,,13,2
1061.989,1062.486605,B,None,None,1,,14,2
1064.48774,1064.986638,H,None,None,1,,15,2
1066.987345,1067.486185,R,None,None,1,,16,2
1069.488747,1069.986694,K,None,None,1,,17,2
1071.987483,1072.486701,R,m,m,1,0.540422889,18,2
1074.489355,1074.986549,Q,None,None,1,,19,2
