trialStartTime,stimulusStartTime,stimulusCoords,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
237.0556564,238.2219383,-0.3,z,z,1,1.507237071,0,0
238.6048459,239.8084757,-0.1,x,x,1,1.54690371,1,0
240.1836531,241.4545126,0.3,period,period,1,1.594846224,2,0
241.8189447,243.1086818,0.1,comma,comma,1,1.586722808,3,0
243.4350242,244.5750945,-0.1,x,x,1,1.400548709,4,0
244.8737586,246.1417456,-0.3,z,z,1,1.522756513,5,0
246.4413533,247.6751267,0.3,period,period,1,1.537998657,6,0
248.0177606,249.3539583,0.3,period,period,1,1.652535271,7,0
249.7046442,251.0082072,-0.1,x,x,1,1.578661311,8,0
251.3167989,252.5751235,0.1,comma,comma,1,1.51438935,9,0
252.8719107,253.9087057,0.1,comma,comma,1,1.363219484,10,0
254.2748763,255.3547536,0.3,period,period,1,1.368246084,11,0
255.6854894,256.8875185,-0.3,z,z,1,1.466462952,12,0
257.1834232,258.341706,0.3,period,period,1,1.513454717,13,0
258.7370192,259.7749709,-0.1,x,x,1,1.336792591,14,0
260.1044901,261.3878517,-0.1,x,x,1,1.55039187,15,0
261.7058439,262.9539728,0.1,comma,comma,1,1.511934258,16,0
263.2522994,264.3083816,0.1,comma,comma,1,1.366310583,17,0
264.6503425,265.8878923,0.3,period,period,1,1.529217612,18,0
266.2166871,267.2875473,-0.3,z,z,1,1.359928684,19,0
267.6229504,268.9083419,-0.1,x,x,1,1.580573002,20,0
269.2383679,270.6544791,-0.3,z,z,1,1.733072861,21,0
271.0041401,272.2877684,0.3,period,period,1,1.572188351,22,0
272.6168099,273.8749466,-0.1,x,x,1,1.506416323,23,0
274.173363,275.2874713,-0.3,z,z,1,1.446863607,24,0
275.6527123,276.7879035,0.3,period,period,1,1.387324046,25,0
277.0735316,278.4748135,0.1,comma,comma,1,1.700489892,26,0
278.8039933,279.887192,0.1,comma,comma,1,1.465940688,27,0
280.3043442,281.5411403,-0.1,x,x,1,1.540601827,28,0
281.8853622,283.0082631,0.1,comma,period,0,1.439872375,29,0
283.3725947,284.4072484,-0.3,z,z,1,1.311134975,30,0
