trialStartTime,trialNumber,repNumber,stimulusStartTime,stimulusQuadrant,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime
804.6509725,0,0,804.8093585,1,K2,c,c,1,0.734526079
805.5768799,1,0,805.7073164,2,R9,c,c,1,1.236679602
806.9773768,2,0,807.1101576,3,M2,c,m,0,0.698599789
807.8442512,3,0,807.9748774,4,M5,m,m,1,0.896836508
808.891214,4,1,809.0259911,1,G2,c,c,1,0.566718985
809.6089925,5,1,809.742779,2,E7,m,m,1,0.515942462
810.275671,6,1,810.4111408,3,G9,m,m,1,1.206526138
811.6439848,7,1,811.776222,4,E8,c,c,1,0.429422886
812.2258736,8,2,812.3590604,1,M5,c,c,1,0.47560167
812.8591028,9,2,812.9928632,2,I9,m,m,1,0.53392522
813.5594337,10,2,813.6920793,3,E3,m,m,1,0.497490907
814.2089009,11,2,814.3423396,4,G8,c,c,1,0.567177528
814.9440141,12,3,815.0757567,1,U8,m,m,1,0.511645131
815.608952,13,3,815.7450442,2,U9,m,m,1,0.484466178
816.2597138,14,3,816.3933556,3,A9,m,c,0,0.810978553
817.2256967,15,3,817.3592409,4,A5,m,m,1,0.653081162
818.0440044,16,4,818.1761123,1,G4,c,c,1,0.417371813
818.611008,17,4,818.7450126,2,K7,c,c,1,0.408300333
819.1758003,18,4,819.3569141,3,K4,c,c,1,0.874358802
820.2591445,19,4,820.3932789,4,M3,m,m,1,0.497445161
820.9089049,20,5,821.044069,1,E6,m,m,1,0.535096222
821.6081463,21,5,821.7438582,2,R7,c,c,1,0.502281169
822.2748664,22,5,822.4109117,3,U8,c,c,1,0.545299577
822.9781545,23,5,823.1114308,4,M8,c,c,1,0.532614007
823.6751446,24,6,823.8090354,1,K8,c,c,1,0.446020108
824.2759884,25,6,824.4083022,2,A5,m,m,1,0.584962692
825.0091967,26,6,825.1438632,3,K7,m,m,1,0.722298881
825.8921822,27,6,826.0261715,4,E4,c,c,1,0.389892717
826.4444931,28,7,826.5868893,1,A3,m,m,1,0.602137452
827.2089511,29,7,827.3447279,2,M3,c,c,1,0.508282416
827.8755757,30,7,828.0090163,3,I4,c,c,1,0.740895602
828.7779429,31,7,828.9205745,4,A3,m,m,1,0.410317301
829.3603826,32,8,829.4931561,1,A3,m,m,1,0.455700508
829.9747227,33,8,830.1082015,2,E2,m,m,1,0.513654019
830.642375,34,8,830.7773154,3,R6,c,c,1,0.615439171
831.4089431,35,8,831.5424621,4,I7,m,m,1,0.534324839
832.1068287,36,9,832.2414254,1,I3,m,m,1,0.523388
832.7929175,37,9,832.9266852,2,R2,c,c,1,0.62912761
833.5790519,38,9,833.7078175,3,I4,c,c,1,0.582793347
834.3064633,39,9,834.4432282,4,R4,c,c,1,0.419359321
834.8929748,40,10,835.027153,1,U7,m,m,1,0.450488569
835.5110724,41,10,835.6400095,2,U7,m,m,1,0.433835362
836.1100947,42,10,836.2447499,3,G6,c,c,1,0.476822046
836.7423976,43,10,836.876266,4,K5,m,m,1,0.394269839
837.2922614,44,11,837.4261125,1,I8,m,m,1,0.527494954
837.9769614,45,11,838.1104096,2,U2,m,m,1,0.527013294
838.6584536,46,11,838.7928709,3,M5,m,m,1,0.52762469
839.3426094,47,11,839.4748982,4,G5,m,m,1,0.413555647
839.9080955,48,12,840.0437259,1,I2,m,m,1,0.662669641
840.7269195,49,12,840.8597135,2,A9,m,m,1,0.476649592
841.3616795,50,12,841.4920087,3,G3,m,m,1,0.494333199
842.0066688,51,12,842.1436954,4,K3,m,m,1,0.420601936
842.5920799,52,13,842.726243,1,R4,c,c,1,1.26602035
844.0079624,53,13,844.1423907,2,M9,c,c,1,0.426802196
844.5918391,54,13,844.7253728,3,I3,m,m,1,0.482796536
845.2434187,55,13,845.3770261,4,R8,c,c,1,0.420128801
845.8270249,56,14,845.95882,1,M6,c,c,1,0.373515968
846.358903,57,14,846.4929223,2,I2,m,m,1,0.457218571
846.9755411,58,14,847.1054143,3,U4,c,c,1,0.41567089
847.542081,59,14,847.6749177,4,M3,m,m,1,0.433140957
848.1434578,60,15,848.2769978,1,A7,m,m,1,0.519062714
848.8256636,61,15,848.9582562,2,K8,c,c,1,0.516715899
