timestamp,battery_level_muse,battery_voltage_muse,adc_voltage_muse,temperature_muse
1631290345091,1500,3025,-1,0
1631290355086,1500,3025,-1,0
1631290364966,1500,3022,-1,0
1631290375089,1500,3025,-1,0
1631290385347,1500,3022,-1,0
1631290395184,1500,3022,-1,0
1631290405116,1500,3025,-1,0
1631290415498,1500,3022,-1,0
1631290425197,1000,3016,-1,0
1631290435218,1500,3022,-1,0
1631290445500,1500,3025,-1,0
1631290455088,1000,2998,-1,0
1631290465040,1500,3022,-1,0
1631290485291,0,0,-1,0
1631290485292,1000,2994,-1,0
1631290495156,1500,3022,-1,0
1631290505673,1000,3018,-1,0
1631290515167,1500,3020,-1,0
1631290525075,1000,3018,-1,0
1631290535247,1000,3016,-1,0
1631290545113,1000,3018,-1,0
1631290555227,1000,3018,-1,0
1631290565143,1000,3018,-1,0
1631290585129,1000,3016,-1,0
1631290585129,0,0,-1,0
1631290595458,1500,3020,-1,0
1631290605158,1000,2992,-1,0
1631290615326,1000,3016,-1,0
1631290635210,0,0,-1,0
1631290635226,1000,3016,-1,0
1631290645685,1000,3016,-1,0
1631290655671,1000,3018,-1,0
1631290665264,1000,3014,-1,0
1631290675356,1000,3014,-1,0
1631290685293,1000,3011,-1,0
1631290695241,1000,3014,-1,0
1631290705610,1000,3014,-1,0
1631290715276,1000,3016,-1,0
1631290725311,1000,3014,-1,0
1631290735374,1000,3014,-1,0
1631290745327,1000,3014,-1,0
1631290755240,1000,3014,-1,0
1631290765358,1000,3003,-1,0
1631290775458,1000,3014,-1,0
1631290785286,1000,3014,-1,0
1631290795293,1000,3005,-1,0
1631290805328,1000,3003,-1,0
1631290815311,1000,3016,-1,0
1631290825395,1000,3011,-1,0
1631290835344,1000,3014,-1,0
1631290845329,1000,3009,-1,0
1631290855379,1000,3007,-1,0
1631290865427,1000,3014,-1,0
1631290875365,1000,2996,-1,0
1631290885407,1000,3009,-1,0
1631290895411,1000,3011,-1,0
1631290905412,1000,2985,-1,0
1631290915379,1000,3011,-1,0
1631290925373,1000,3009,-1,0
1631290935376,1000,3011,-1,0
1631290945377,1000,3007,-1,0
1631290955647,1000,3007,-1,0
1631290965450,1000,2987,-1,0
1631290975412,1000,3007,-1,0
1631290985477,1000,3007,-1,0
1631290995509,1000,2989,-1,0
1631291005449,1000,3007,-1,0
1631291015437,1000,3007,-1,0
1631291025453,1000,3011,-1,0
1631291035456,1000,3007,-1,0
1631291045461,1000,3007,-1,0
1631291055494,1000,2983,-1,0
1631291065493,1000,3007,-1,0
1631291075476,1000,3007,-1,0
1631291085511,1000,3007,-1,0
1631291095681,1000,3005,-1,0
1631291105512,1000,2981,-1,0
1631291115509,1000,3003,-1,0
1631291125528,1000,3007,-1,0
1631291145558,1000,2989,-1,0
1631291155539,1000,2998,-1,0
1631291165568,1000,3005,-1,0
1631291175559,1000,2981,-1,0
1631291185606,1000,3007,-1,0
1631291195582,1000,2989,-1,0
1631291205593,1000,2978,-1,0
1631291215609,1000,3005,-1,0
1631291225594,1000,3003,-1,0
1631291235594,1000,3005,-1,0
1631291245662,1000,2976,-1,0
1631291255623,1000,3007,-1,0
1631291265647,1000,2965,-1,0
1631291275646,1000,3005,-1,0
1631291285656,1000,3003,-1,0
1631291295681,1000,3003,-1,0
1631291305685,1000,3003,-1,0
1631291315645,1000,3005,-1,0
1631291325684,1000,3003,-1,0
1631291335693,1000,2998,-1,0
1631291345698,1000,3005,-1,0
1631291355705,1000,3003,-1,0
1631291365689,1000,3000,-1,0
1631291375732,1000,3003,-1,0
1631291385723,1000,3005,-1,0
1631291395733,1000,3003,-1,0
1631291405731,1000,3003,-1,0
