timestamp,hr,br,posture,hr_confidence,hrv,is_hr_unreliable,is_br_unreliable,is_hrv_unreliable
1631290337455,76,18.0,-175,100,76,0,0,0
1631290338455,77,18.0,-176,100,76,0,0,0
1631290339455,77,18.0,-176,100,76,0,0,0
1631290340455,75,18.0,-176,100,76,0,0,0
1631290341455,73,18.0,-176,100,76,0,0,0
1631290342455,72,18.0,-176,100,76,0,0,0
1631290343455,72,18.0,-176,100,76,0,0,0
1631290344455,74,18.0,-176,100,75,0,0,0
1631290345455,76,18.0,-176,100,75,0,0,0
1631290346455,77,17.0,-176,100,75,0,0,0
1631290347455,76,17.0,-176,100,74,0,0,0
1631290348455,75,17.0,-176,100,74,0,0,0
1631290349455,75,17.0,-176,100,74,0,0,0
1631290350455,75,17.0,-176,100,74,0,0,0
1631290351455,75,17.0,-176,100,74,0,0,0
1631290352455,73,17.0,-176,100,74,0,0,0
1631290353455,71,17.0,-176,100,74,0,0,0
1631290354455,69,17.0,-176,100,75,0,0,0
1631290355455,68,17.0,-176,100,75,0,0,0
1631290356455,69,16.0,-176,100,75,0,0,0
1631290357455,69,16.0,-176,100,76,0,0,0
1631290358455,69,16.0,-176,100,76,0,0,0
1631290359455,69,16.0,-176,100,76,0,0,0
1631290360455,69,15.0,-176,100,76,0,0,0
1631290361455,69,15.0,-176,100,77,0,0,0
1631290362455,69,15.0,-176,100,77,0,0,0
1631290363455,68,15.0,-176,100,77,0,0,0
1631290364455,69,15.0,-176,100,77,0,0,0
1631290365455,69,15.0,-176,100,78,0,0,0
1631290366455,68,14.0,-176,100,78,0,0,0
1631290367455,68,14.0,-176,100,78,0,0,0
1631290368455,68,14.0,-176,100,78,0,0,0
1631290369455,67,14.0,-176,100,79,0,0,0
1631290370455,66,14.0,-176,100,79,0,0,0
1631290371455,66,14.0,-176,100,80,0,0,0
1631290372455,66,14.0,-176,100,80,0,0,0
1631290373455,67,14.0,-176,100,80,0,0,0
1631290374455,69,14.0,-176,100,80,0,0,0
1631290375455,69,14.0,-176,100,80,0,0,0
1631290376455,68,14.0,-176,100,80,0,0,0
1631290377455,68,14.0,-176,100,80,0,0,0
1631290378455,67,14.0,-176,100,80,0,0,0
1631290379455,65,14.0,-176,100,80,0,0,0
1631290380455,65,14.0,-176,100,80,0,0,0
1631290381455,66,14.0,-176,100,81,0,0,0
1631290382455,65,15.0,-176,100,81,0,0,0
1631290383455,66,15.0,-176,100,81,0,0,0
1631290384455,67,15.0,-176,100,81,0,0,0
1631290385455,68,15.0,-176,100,82,0,0,0
1631290386455,68,16.0,-176,100,82,0,0,0
1631290387455,69,16.0,-176,100,81,0,0,0
1631290388455,70,16.0,-176,100,81,0,0,0
1631290389455,69,16.0,-176,100,81,0,0,0
1631290390455,69,16.0,-176,100,81,0,0,0
1631290391455,71,16.0,-176,100,80,0,0,0
1631290392455,73,16.0,-176,100,80,0,0,0
1631290393455,76,16.0,-177,100,80,0,0,0
1631290394455,77,17.0,-177,100,80,0,0,0
1631290395455,78,17.0,-177,100,80,0,0,0
1631290396455,80,17.0,-177,100,80,0,0,0
1631290397455,79,17.0,-177,100,80,0,0,0
1631290398455,78,17.0,-177,100,80,0,0,0
1631290399455,76,17.0,-177,100,80,0,0,0
1631290400455,74,17.0,-177,100,80,0,0,0
1631290401455,71,17.0,-177,100,80,0,0,0
1631290402455,69,17.0,-177,100,80,0,0,0
1631290403455,69,17.0,-177,100,80,0,0,0
1631290404455,70,16.0,-177,100,81,0,0,0
1631290405455,69,16.0,-177,100,81,0,0,0
1631290406455,71,16.0,-177,100,81,0,0,0
1631290407455,71,16.0,-177,100,81,0,0,0
1631290408455,71,16.0,-177,100,81,0,0,0
1631290409455,71,16.0,-177,100,81,0,0,0
1631290410455,70,16.0,-177,100,81,0,0,0
1631290411455,69,16.0,-177,100,81,0,0,0
1631290412455,67,16.0,-177,100,81,0,0,0
1631290413455,66,16.0,-177,100,82,0,0,0
1631290414455,64,17.0,-177,100,82,0,0,0
1631290415455,64,17.0,-177,100,82,0,0,0
1631290416455,64,17.0,-177,100,83,0,0,0
1631290417455,64,17.0,-177,100,83,0,0,0
1631290418455,65,17.0,-177,100,83,0,0,0
1631290419455,67,17.0,-177,100,82,0,0,0
1631290420455,68,17.0,-177,100,82,0,0,0
1631290421455,69,17.0,-177,100,82,0,0,0
1631290422455,72,17.0,-177,100,82,0,0,0
1631290423455,72,17.0,-177,100,82,0,0,0
1631290424455,71,18.0,-177,100,82,0,0,0
1631290425455,69,18.0,-177,100,82,0,0,0
1631290426455,68,18.0,-177,100,82,0,0,0
1631290427455,66,18.0,-177,100,82,0,0,0
1631290428455,64,18.0,-177,100,83,0,0,0
1631290429455,64,18.0,-177,100,83,0,0,0
1631290430455,64,18.0,-177,100,83,0,0,0
1631290431455,63,18.0,-177,100,83,0,0,0
1631290432455,63,18.0,-177,100,84,0,0,0
1631290433455,65,18.0,-177,100,84,0,0,0
1631290434455,65,18.0,-177,100,83,0,0,0
1631290435455,65,18.0,-177,100,83,0,0,0
1631290436455,67,18.0,-177,100,83,0,0,0
1631290437455,67,18.0,-177,100,83,0,0,0
1631290438455,67,18.0,-177,100,83,0,0,0
1631290439455,67,18.0,-177,100,83,0,0,0
1631290440455,68,18.0,-177,100,83,0,0,0
1631290441455,67,18.0,-177,100,83,0,0,0
1631290442455,67,18.0,-177,100,83,0,0,0
1631290443455,68,18.0,-177,100,83,0,0,0
1631290444455,67,18.0,-177,100,83,0,0,0
1631290445455,67,18.0,-177,100,83,0,0,0
1631290446455,68,18.0,-177,100,83,0,0,0
1631290447455,68,18.0,-177,100,83,0,0,0
1631290448455,68,18.0,-177,100,83,0,0,0
1631290449455,69,18.0,-177,100,83,0,0,0
1631290450455,69,18.0,-177,100,83,0,0,0
1631290451455,69,18.0,-177,100,83,0,0,0
1631290452455,69,18.0,-177,100,83,0,0,0
1631290453455,69,18.0,-177,100,82,0,0,0
1631290454455,69,18.0,-177,100,82,0,0,0
1631290455455,68,18.0,-177,100,82,0,0,0
1631290456455,68,18.0,-177,100,82,0,0,0
1631290457455,69,18.0,-177,100,82,0,0,0
1631290458455,68,18.0,-177,100,82,0,0,0
1631290459455,68,18.0,-177,100,82,0,0,0
1631290460455,69,18.0,-177,100,82,0,0,0
1631290461455,69,18.0,-177,100,81,0,0,0
1631290462455,69,18.0,-177,100,81,0,0,0
1631290463455,71,18.0,-177,100,80,0,0,0
1631290464455,73,18.0,-177,100,79,0,0,0
1631290465455,71,18.0,-177,100,78,0,0,0
1631290466455,69,18.0,-177,100,78,0,0,0
1631290467455,69,18.0,-177,100,77,0,0,0
1631290468455,68,18.0,-177,100,76,0,0,0
1631290469455,66,18.0,-177,100,76,0,0,0
1631290470455,66,18.0,-177,100,76,0,0,0
1631290471455,67,18.0,-177,100,75,0,0,0
1631290472455,66,18.0,-177,100,75,0,0,0
1631290473455,68,18.0,-177,100,75,0,0,0
1631290474455,69,17.0,-177,100,74,0,0,0
1631290475455,70,17.0,-177,100,74,0,0,0
1631290476455,70,17.0,-177,100,73,0,0,0
1631290477455,71,17.0,-177,100,72,0,0,0
1631290478455,71,17.0,-177,100,71,0,0,0
1631290479455,69,17.0,-177,100,70,0,0,0
1631290480455,68,17.0,-177,100,69,0,0,0
1631290481455,68,17.0,-177,100,68,0,0,0
1631290482455,68,17.0,-177,100,67,0,0,0
1631290483455,67,17.0,-177,100,67,0,0,0
1631290484455,67,17.0,-177,100,66,0,0,0
1631290485455,69,17.0,-177,100,65,0,0,0
1631290486455,68,17.0,-177,100,64,0,0,0
1631290487455,69,17.0,-177,100,64,0,0,0
1631290488455,70,17.0,-177,100,64,0,0,0
1631290489455,71,17.0,-177,100,64,0,0,0
