trialStartTime,trialNumber,repNumber,stimulusStartTime,stimulusQuadrant,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime
821.147815683973,0,0,821.3022541159298,1,K8,c,c,1,1.0914890409912914
822.419921806897,1,0,822.5541440789821,2,I2,m,m,1,0.7417190270498395
823.3205105839297,2,0,823.4547605189728,3,K4,c,c,1,1.311864004004747
824.7873077859404,3,0,824.9196859999793,4,M6,c,c,1,0.6849675299599767
825.6361375879496,4,1,825.7705975789577,1,R5,c,c,1,1.2179921800270677
827.0209342919989,5,1,827.155235079932,2,K9,c,c,1,0.6382857400458306
827.8209175699158,6,1,827.9561690709088,3,A4,c,c,1,1.2503062130417677
829.238788875984,7,1,829.3697896288941,4,R2,c,c,1,0.562703819014132
829.953811571002,8,2,830.0879767689621,1,R3,c,c,1,0.7095073719974607
830.8205879069865,9,2,830.9542755238945,2,R6,c,c,1,0.6111703580245376
831.587225936004,10,2,831.7214672109112,3,K4,c,c,1,0.7498783339979127
832.5051556068938,11,2,832.6354845809983,4,A3,m,m,1,0.6458299389341846
833.3036923469044,12,3,833.4382500479696,1,G9,c,c,1,0.8949936300050467
834.3541193519486,13,3,834.487460944918,2,I9,m,m,1,0.7747595949331298
835.2864979049191,14,3,835.4194061179878,3,I5,m,m,1,1.5468750520376489
836.9859642689116,15,3,837.1187920049997,4,K2,c,c,1,0.5626136539503932
837.7029133129399,16,4,837.8361804269953,1,E7,m,m,1,0.7718786200275645
838.6363630519481,17,4,838.7720504129538,2,G8,c,c,1,0.5969783670734614
839.4037797308993,18,4,839.5376034429064,3,G4,c,c,1,0.7094286179635674
840.2726756728953,19,4,840.4055498269154,4,K6,c,c,1,0.6596723670372739
841.0873628240079,20,5,841.2214918489335,1,E4,m,m,1,0.973522440996021
842.220805600984,21,5,842.3538392909104,2,U7,m,m,1,0.6209709739778191
843.0007092049345,22,5,843.136409898987,3,U8,c,c,1,0.772447302006185
843.9358324239729,23,5,844.0708955659065,4,M9,m,m,1,0.5549267039168626
844.6536582550034,24,6,844.78737184091,1,E3,m,m,1,1.2664818749763072
846.0704095049296,25,6,846.2022995279403,2,K5,c,c,1,0.5734664070187137
846.8021619739011,26,6,846.9370508939028,3,K8,c,c,1,1.4117239150218666
848.3668956329348,27,6,848.5008267489029,4,G6,c,c,1,0.5827586440136656
849.107206235989,28,7,849.2330401359359,1,A7,m,m,1,1.0336546549806371
850.2995773619041,29,7,850.4326723179547,2,A7,m,m,1,0.4158986819675192
850.8662961329101,30,7,851.0001279939897,3,U5,m,m,1,1.117291694972664
852.1342731969198,31,7,852.2681339179398,4,R6,c,c,1,0.4873405400430783
852.7871541469358,32,8,852.9208721889881,1,M7,c,c,1,1.975515048019588
854.9197960869642,33,8,855.0536681099329,2,R8,c,c,1,1.129375216900371
856.2033334498992,34,8,856.3372341239592,3,G2,c,c,1,0.646065306966193
857.0034169149585,35,8,857.1335975138936,4,G2,c,c,1,1.6836318229325116
858.836586129968,36,9,858.9724778009113,1,R3,c,c,1,1.4576928570168093
860.4536410629516,37,9,860.5880269649206,2,U5,m,m,1,0.5731311410199851
861.1869578259066,38,9,861.320430955966,3,R7,m,c,0,0.6195847019553185
861.9692009689752,39,9,862.105214945972,4,I6,c,c,1,1.068847618997097
863.2048837599577,40,10,863.3375565789174,1,E5,m,m,1,1.2964079310186207
864.6535202789819,41,10,864.7875267169438,2,U3,m,m,1,0.5872040539979935
865.4025606849464,42,10,865.538610340911,3,G4,c,c,1,0.78025430906564
