timestamp,green,ir,red
1629811227575,57558,57812,57794
1629811227585,87158,90589,90580
1629811227595,86969,123362,123357
1629811227605,86962,156138,156143
1629811227615,86942,188931,188945
1629811227625,86956,221699,221684
1629811227635,86948,254293,254480
1629811227645,86952,286893,287225
1629811227655,86972,319165,319858
1629811227665,86957,320415,352643
1629811227675,86974,320407,385234
1629811227685,86986,320442,400520
1629811227695,87002,320393,400465
1629811227705,87016,320376,400480
1629811227715,87030,320423,400438
1629811227725,87013,320393,400443
1629811227735,87021,320369,400427
1629811227745,87033,320384,400445
1629811227755,87045,320381,400401
1629811227765,87065,320409,400434
1629811227775,87070,320378,400432
1629811227785,87055,320416,400397
1629811227795,87102,320400,400389
1629811227805,87104,320478,400431
1629811227815,87110,320434,400427
1629811227825,87123,320461,400408
1629811227835,87143,320454,400425
1629811227845,87159,320497,400452
1629811227855,87178,320487,400399
1629811227865,87205,320496,400386
1629811227875,87218,320478,400416
1629811227885,87204,320523,400402
1629811227895,87230,320528,400420
1629811227905,87244,320481,400386
1629811227915,87224,320447,400350
1629811227925,87216,320420,400316
1629811227935,87207,320398,400334
1629811227945,87194,320315,400278
1629811227955,87183,320346,400263
1629811227965,87187,320286,400227
1629811227975,87153,320274,400205
1629811227985,87150,320270,400222
1629811227995,87141,320221,400191
1629811228005,87137,320182,400153
1629811228015,87122,320156,400133
1629811228025,87108,320163,400104
1629811228035,87090,320139,400079
1629811228045,87092,320112,400072
1629811228055,87088,320112,400057
1629811228065,87073,320094,400012
1629811228075,87073,320054,400028
1629811228085,87064,320077,400047
1629811228095,87068,320109,400039
1629811228105,87073,320033,400021
1629811228115,87064,320115,400028
1629811228125,87090,320108,399991
1629811228135,87094,320077,399996
1629811228145,87079,320091,400006
1629811228155,87103,320093,399967
1629811228165,87113,320076,399940
1629811228175,87119,320084,399942
1629811228185,87120,320083,399952
1629811228195,87133,320072,399922
1629811228205,87154,320104,399910
1629811228215,87157,320099,399924
1629811228225,87183,320114,399910
1629811228235,87187,320094,399956
1629811228245,87224,320138,399920
1629811228255,87230,320142,399942
1629811228265,87226,320156,399977
1629811228275,87269,320166,399960
1629811228285,87318,320163,399925
1629811228295,87311,320219,399934
1629811228305,87335,320146,399939
1629811228315,87349,320223,399961
1629811228325,87358,320219,399962
1629811228335,87380,320256,399988
1629811228345,87400,320313,399966
1629811228355,87418,320276,399994
1629811228365,87437,320293,399992
1629811228375,87458,320321,399979
1629811228385,87461,320276,399990
1629811228395,87455,320239,399963
1629811228405,87461,320226,399952
1629811228415,87441,320208,399912
1629811228425,87434,320190,399925
1629811228435,87417,320123,399899
1629811228445,87403,320155,399889
1629811228455,87383,320105,399866
1629811228465,87379,320100,399873
1629811228475,87364,320066,399857
1629811228485,87364,320065,399865
1629811228495,87365,320100,399879
1629811228505,87344,320018,399875
1629811228515,87340,320049,399802
1629811228525,87350,319985,399826
1629811228535,87337,319965,399795
1629811228545,87328,319886,399742
1629811228555,87348,319860,399694
1629811228565,87342,319831,399707
1629811228575,87383,319877,399802
1629811228585,87388,319917,399891
1629811228595,87426,319954,399957
1629811228605,87430,319976,399988
1629811228615,87456,320013,400081
1629811228625,87491,320093,400202
