timestamp,battery_level_muse,battery_voltage_muse,adc_voltage_muse,temperature_muse
1629810620235,3500,3117.0,-1.0,0.0
1629810630450,2500,3080.0,-1.0,0.0
1629810640376,3000,3113.0,-1.0,0.0
1629810650273,2500,3088.0,-1.0,0.0
1629810660281,2500,3095.0,-1.0,0.0
1629810670284,3000,3113.0,-1.0,0.0
1629810680286,3500,3117.0,-1.0,0.0
1629810690309,3500,3117.0,-1.0,0.0
1629810700383,3000,3113.0,-1.0,0.0
1629810710310,3000,3115.0,-1.0,0.0
1629810720363,3000,3113.0,-1.0,0.0
1629810730350,3500,3117.0,-1.0,0.0
1629810740335,3000,3115.0,-1.0,0.0
1629810750360,3000,3115.0,-1.0,0.0
1629810760366,3000,3108.0,-1.0,0.0
1629810770420,3000,3110.0,-1.0,0.0
1629810780458,2500,3088.0,-1.0,0.0
1629810790414,3000,3115.0,-1.0,0.0
1629810800440,3000,3113.0,-1.0,0.0
1629810830550,0,0.0,-1.0,0.0
1629810830550,0,0.0,-1.0,0.0
1629810840547,3000,3115.0,-1.0,0.0
1629810850604,3000,3115.0,-1.0,0.0
1629810860457,2500,3077.0,-1.0,0.0
1629810870510,3000,3110.0,-1.0,0.0
1629810880855,3000,3113.0,-1.0,0.0
1629810890514,3000,3110.0,-1.0,0.0
1629810900471,3000,3113.0,-1.0,0.0
1629810910606,3000,3115.0,-1.0,0.0
1629810920638,3000,3104.0,-1.0,0.0
1629810930504,3000,3113.0,-1.0,0.0
1629810940637,3000,3115.0,-1.0,0.0
1629810950538,3000,3113.0,-1.0,0.0
1629810961157,3000,3110.0,-1.0,0.0
1629810970647,3000,3104.0,-1.0,0.0
1629810980497,2500,3091.0,-1.0,0.0
1629810990521,3000,3110.0,-1.0,0.0
1629811000510,3000,3113.0,-1.0,0.0
1629811029343,3000,3113.0,-1.0,0.0
1629811039344,3000,3108.0,-1.0,0.0
1629811049388,3000,3110.0,-1.0,0.0
1629811059363,3000,3108.0,-1.0,0.0
1629811069373,3000,3113.0,-1.0,0.0
1629811079383,3000,3110.0,-1.0,0.0
1629811089432,3000,3110.0,-1.0,0.0
1629811099381,3000,3102.0,-1.0,0.0
1629811109484,3000,3108.0,-1.0,0.0
1629811119395,2500,3084.0,-1.0,0.0
1629811129440,3000,3104.0,-1.0,0.0
1629811139442,3000,3108.0,-1.0,0.0
1629811149475,3000,3113.0,-1.0,0.0
1629811159460,3000,3104.0,-1.0,0.0
1629811169444,5500,3196.0,-1.0,0.0
1629811179470,3000,3110.0,-1.0,0.0
1629811189450,3000,3108.0,-1.0,0.0
1629811199477,3000,3110.0,-1.0,0.0
1629811209467,3000,3106.0,-1.0,0.0
1629811219476,3000,3108.0,-1.0,0.0
1629811229559,3000,3106.0,-1.0,0.0
1629811239515,3000,3108.0,-1.0,0.0
1629811249490,3000,3108.0,-1.0,0.0
1629811259507,3000,3108.0,-1.0,0.0
1629811269542,3000,3097.0,-1.0,0.0
1629811279513,3000,3104.0,-1.0,0.0
1629811289563,3000,3102.0,-1.0,0.0
1629811299534,3000,3104.0,-1.0,0.0
1629811309568,3000,3106.0,-1.0,0.0
1629811319587,3000,3104.0,-1.0,0.0
1629811329582,3000,3104.0,-1.0,0.0
1629811339615,3000,3104.0,-1.0,0.0
1629811349629,3000,3104.0,-1.0,0.0
1629811359581,2500,3082.0,-1.0,0.0
1629811369595,3000,3106.0,-1.0,0.0
1629811379568,3000,3106.0,-1.0,0.0
1629811389610,3000,3108.0,-1.0,0.0
1629811399613,3000,3104.0,-1.0,0.0
1629811409579,2500,3082.0,-1.0,0.0
1629811419589,3000,3104.0,-1.0,0.0
1629811429705,3000,3106.0,-1.0,0.0
1629811439629,3000,3102.0,-1.0,0.0
1629811449685,2500,3088.0,-1.0,0.0
1629811459674,3000,3106.0,-1.0,0.0
1629811469710,3000,3104.0,-1.0,0.0
1629811479693,3000,3102.0,-1.0,0.0
1629811489701,3000,3104.0,-1.0,0.0
1629811499682,2500,3095.0,-1.0,0.0
1629811509677,3000,3102.0,-1.0,0.0
1629811519666,2500,3080.0,-1.0,0.0
1629811529694,3000,3097.0,-1.0,0.0
1629811539711,3000,3102.0,-1.0,0.0
1629811549732,3000,3099.0,-1.0,0.0
1629811559685,3000,3102.0,-1.0,0.0
1629811569721,3000,3099.0,-1.0,0.0
1629811579722,2000,3073.0,-1.0,0.0
1629811589763,2500,3095.0,-1.0,0.0
1629811599762,3000,3102.0,-1.0,0.0
1629811638671,3000,3099.0,-1.0,0.0
1629811648667,2500,3080.0,-1.0,0.0
1629811658689,3000,3099.0,-1.0,0.0
1629811668698,3000,3099.0,-1.0,0.0
1629811678694,3000,3097.0,-1.0,0.0
1629811688741,2500,3095.0,-1.0,0.0
1629811698695,2500,3095.0,-1.0,0.0
1629811708736,3000,3099.0,-1.0,0.0
1629811718728,3000,3099.0,-1.0,0.0
1629811728740,2500,3088.0,-1.0,0.0
1629811738762,3000,3099.0,-1.0,0.0
1629811748847,3000,3102.0,-1.0,0.0
