trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
301.3703371,301.880839,R,None,None,1,,0,0
303.880979,304.3837356,Q,None,None,1,,1,0
306.3678476,306.8829254,M,None,None,1,,2,0
308.8652935,309.3651161,Q,m,m,1,0.401367062,3,0
311.3655375,311.864882,K,None,None,1,,4,0
313.8671583,314.3829051,H,None,None,1,,5,0
316.3688814,316.8828109,B,None,None,1,,6,0
318.8665214,319.3668723,F,None,None,1,,7,0
321.3661572,321.8669853,B,m,m,1,0.398247841,8,0
323.8669088,324.3825255,F,m,m,1,0.46424508,9,0
326.383298,326.8836378,X,None,None,1,,10,0
328.8659475,329.3668913,H,None,None,1,,11,0
331.3663727,331.8825893,R,None,None,1,,12,0
333.8665183,334.3826751,K,None,None,1,,13,0
336.3664947,336.8820776,Q,None,None,1,,14,0
338.8663209,339.3825697,K,m,m,1,0.279410581,15,0
341.3664989,341.8825422,B,None,None,1,,16,0
343.8683787,344.3822546,M,None,None,1,,17,0
346.3652786,346.8660849,X,None,None,1,,18,0
348.8656443,349.3662729,F,None,None,1,,19,0
671.9513077,672.4622392,F,None,None,1,,0,1
674.4467098,674.9618277,Q,None,None,1,,1,1
676.9468438,677.4616551,M,None,None,1,,2,1
679.4466482,679.9620325,B,None,None,1,,3,1
681.9466142,682.4621908,X,None,None,1,,4,1
684.4465985,684.9617456,K,None,None,1,,5,1
686.9622432,687.4773855,X,m,m,1,0.365351884,6,1
689.4466355,689.9621238,R,None,None,1,,7,1
691.9466327,692.4615374,H,None,None,1,,8,1
694.4464982,694.9616082,R,m,m,1,0.584637089,9,1
696.9464606,697.4613182,Q,None,None,1,,10,1
699.4448202,699.9442649,H,None,None,1,,11,1
701.9446599,702.4443676,F,None,None,1,,12,1
704.4462496,704.9616977,H,m,m,1,0.381843336,13,1
706.9462298,707.4610849,K,None,None,1,,14,1
709.4461729,709.9611611,B,None,None,1,,15,1
711.9461252,712.4617466,M,None,None,1,,16,1
714.4461004,714.961596,X,None,None,1,,17,1
716.9461625,717.4613603,M,m,m,1,0.477322761,18,1
719.462542,719.9766142,R,None,None,1,,19,1
1115.285465,1115.796752,F,None,None,1,,0,2
1117.783977,1118.299057,R,None,None,1,,1,2
1120.284225,1120.798923,H,None,None,1,,2,2
1122.78084,1123.281782,B,None,None,1,,3,2
1125.282886,1125.798402,H,m,m,1,0.383379923,4,2
1127.783702,1128.281642,B,m,m,1,0.595961624,5,2
1130.283707,1130.79878,M,None,None,1,,6,2
1132.780991,1133.281597,X,None,None,1,,7,2
1135.283817,1135.79915,K,None,None,1,,8,2
1137.781926,1138.278328,Q,None,None,1,,9,2
1140.281621,1140.77849,K,m,m,1,0.393981809,10,2
1142.782099,1143.278375,M,None,None,1,,11,2
1145.281973,1145.778143,F,None,None,1,,12,2
1147.778398,1148.27741,X,None,None,1,,13,2
1150.277403,1150.777351,B,None,None,1,,14,2
1152.781187,1153.27786,H,None,None,1,,15,2
1155.280871,1155.778186,R,None,None,1,,16,2
1157.781627,1158.27783,K,None,None,1,,17,2
1160.2815,1160.778249,R,m,m,1,0.345440554,18,2
1162.782143,1163.278175,Q,None,None,1,,19,2
