timestamp,gx,gy,gz
1629894748584,-15.207500000000001,3.4475000000000002,20.247500000000002
1629894748594,-14.052500000000002,7.07,19.512500000000003
1629894748604,-12.8275,8.295,14.175
1629894748613,-12.075000000000001,8.5225,6.282500000000001
1629894748623,-10.780000000000001,9.7475,1.6625
1629894748632,-7.402500000000001,11.095,1.225
1629894748642,-2.4325,9.432500000000001,-2.1
1629894748652,3.2900000000000005,6.755000000000001,-11.637500000000001
1629894748661,8.225000000000001,7.525,-19.0575
1629894748671,11.655000000000001,11.200000000000001,-19.985000000000003
1629894748680,14.402500000000002,12.3725,-19.46
1629894748690,16.66,10.027500000000002,-22.5575
1629894748700,19.372500000000002,8.3825,-26.1275
1629894748709,21.927500000000002,10.955000000000002,-21.770000000000003
1629894748719,25.077500000000004,12.932500000000001,-13.370000000000001
1629894748728,29.242500000000003,9.432500000000001,-10.675
1629894748738,33.722500000000004,7.210000000000001,-5.880000000000001
1629894748748,37.642500000000005,7.245000000000001,2.5375
1629894748757,41.230000000000004,1.0150000000000001,2.4675000000000002
1629894748767,42.665000000000006,-7.647500000000001,-4.2875000000000005
1629894748776,41.9125,-11.97,-10.605
1629894748786,40.6,-12.512500000000001,-15.715000000000002
1629894748796,39.13,-10.2025,-18.812500000000004
1629894748805,38.150000000000006,-7.7525,-20.965000000000003
1629894748815,36.540000000000006,-5.862500000000001,-21.5775
1629894748824,34.720000000000006,-3.325,-21.595000000000002
1629894748834,32.3575,-1.1025,-22.277500000000003
1629894748844,29.207500000000003,0.9100000000000001,-22.96
1629894748853,25.725,3.6050000000000004,-23.520000000000003
1629894748863,22.172500000000003,5.985,-23.922500000000003
1629894748872,18.637500000000003,8.120000000000001,-24.150000000000002
1629894748882,15.365000000000002,9.502500000000001,-24.570000000000004
1629894733569,12.092500000000001,10.062500000000002,-25.917500000000004
1629894733579,8.8025,10.955000000000002,-26.845000000000002
1629894733589,5.897500000000001,12.040000000000001,-26.635
1629894733598,3.0975,13.335,-25.795
1629894733608,0.5775,14.6475,-24.622500000000002
1629894733617,-1.225,15.785000000000002,-23.205000000000002
1629894733627,-2.5375,16.835,-21.665000000000003
1629894733637,-3.5875000000000004,17.727500000000003,-20.160000000000004
1629894733646,-4.077500000000001,17.92,-19.1275
1629894733656,-4.62,17.605,-18.707500000000003
1629894733665,-5.32,16.992500000000003,-18.637500000000003
1629894733675,-6.055000000000001,16.5725,-19.005000000000003
1629894733685,-6.3875,16.310000000000002,-19.180000000000003
1629894733694,-6.6675,16.310000000000002,-19.302500000000002
1629894733704,-6.6675,16.012500000000003,-19.915000000000003
1629894733713,-6.4575000000000005,15.662500000000001,-20.37
1629894733723,-5.7225,14.980000000000002,-20.37
1629894733733,-4.4625,13.6675,-20.265
1629894733742,-2.7825,11.8825,-19.950000000000003
1629894733752,-1.0325000000000002,9.572500000000002,-19.355
1629894733761,0.28,6.86,-18.55
1629894733771,0.8225000000000001,5.652500000000001,-16.2225
1629894733781,0.9975,6.615,-11.865000000000002
1629894733790,0.8400000000000001,7.892500000000001,-7.735
1629894733800,-0.10500000000000001,6.86,-7.437500000000001
1629894733809,-1.8375000000000001,6.3875,-6.2475000000000005
1629894733819,-3.5875000000000004,8.190000000000001,-1.7675
1629894733829,-4.7250000000000005,8.82,1.8725000000000003
1629894733838,-6.0375000000000005,7.455000000000001,2.3625000000000003
1629894733848,-7.892500000000001,6.4575000000000005,2.4325
1629894733857,-9.485000000000001,8.0675,6.125000000000001
1629894733867,-9.957500000000001,10.797500000000001,13.475000000000001
1629894733877,-9.520000000000001,9.905000000000001,17.867500000000003
1629894733886,-10.22,4.2175,15.137500000000001
1629894733896,-13.090000000000002,0.052500000000000005,10.972500000000002
1629894733905,-16.4675,-0.4025,8.155000000000001
1629894733915,-19.46,-1.6450000000000002,4.340000000000001
1629894733925,-21.7175,-6.0375000000000005,-4.0425
1629894733934,-23.3275,-10.2025,-11.8825
1629894733944,-22.645000000000003,-11.445,-13.790000000000001
1629894733953,-17.535,-11.602500000000001,-9.152500000000002
1629894733963,-9.7475,-18.0075,-8.47
1629894733973,-0.7525000000000001,-29.137500000000003,-12.757500000000002
1629894733982,7.315,-37.03,-15.225000000000001
1629894733992,14.035000000000002,-44.135000000000005,-15.330000000000002
1629894734001,17.185000000000002,-49.752500000000005,-9.835
1629894734011,18.165000000000003,-50.837500000000006,-2.6425
1629894734021,18.9175,-48.8425,2.1525000000000003
1629894734030,18.742500000000003,-43.347500000000004,7.420000000000001
1629894734040,17.85,-34.720000000000006,13.23
1629894734049,16.3975,-28.35,16.4325
1629894734059,14.21,-23.782500000000002,16.66
1629894734069,11.48,-19.32,16.117500000000003
1629894734078,8.47,-15.557500000000001,16.03
1629894734088,6.090000000000001,-12.46,16.747500000000002
1629894734097,4.532500000000001,-9.485000000000001,18.375
1629894734107,3.6575,-7.315,20.317500000000003
1629894734117,2.9575000000000005,-5.775,21.927500000000002
1629894734126,1.6975000000000002,-5.3375,23.380000000000003
1629894734136,0.28,-5.425000000000001,23.5725
1629894734145,0.17500000000000002,-2.5200000000000005,23.415000000000003
1629894734155,0.5950000000000001,1.8025000000000002,24.3075
1629894734165,0.28,4.41,24.517500000000002
1629894734174,-0.9450000000000001,4.83,23.520000000000003
1629894734184,-2.4675000000000002,3.7450000000000006,20.895000000000003
1629894734193,-4.6025,1.3825,18.935000000000002
1629894734203,-6.090000000000001,0.47250000000000003,17.325000000000003
1629894734213,-6.510000000000001,1.7500000000000002,17.115000000000002
1629894734222,-6.8950000000000005,3.3600000000000003,18.2875
1629894734232,-7.5075,4.305000000000001,19.565
1629894734241,-8.540000000000001,3.7625,20.247500000000002
1629894734251,-9.940000000000001,2.4675000000000002,21.28
1629894734261,-11.1125,1.3650000000000002,22.19
1629894734270,-11.252500000000001,1.9775000000000003,23.520000000000003
1629894734280,-11.4975,2.1700000000000004,24.605000000000004
1629894734289,-11.48,1.4525000000000001,23.922500000000003
1629894734299,-11.672500000000001,0.525,22.89
1629894734309,-11.760000000000002,1.5050000000000001,24.097500000000004
1629894734318,-11.707500000000001,4.865,27.230000000000004
1629894734328,-11.375000000000002,7.157500000000001,26.075000000000003
1629894734337,-11.760000000000002,8.627500000000001,21.42
1629894734347,-13.387500000000001,13.527500000000002,19.9675
1629894734357,-14.350000000000001,21.770000000000003,23.310000000000002
1629894734366,-14.227500000000001,27.8425,24.85
1629894734376,-13.2475,30.292500000000004,22.137500000000003
1629894734385,-11.8825,34.1075,20.090000000000003
