timestamp,green,ir,red
1629894733223,57396,57801,57828
1629894733233,61545,90584,90610
1629894733243,61618,123363,123393
1629894733253,61690,156136,156167
1629894733263,61762,188913,188951
1629894733273,61856,221688,221743
1629894733283,61945,254301,254510
1629894733293,62016,287067,287101
1629894733303,62074,319664,319681
1629894733313,62151,335008,345970
1629894733323,62236,335167,346017
1629894733333,62293,335195,346116
1629894733343,62314,335248,346155
1629894733353,62305,335313,346179
1629894733363,62303,335247,346190
1629894733373,62218,335145,346171
1629894733383,62057,334848,346113
1629894733393,61820,334529,345967
1629894733403,61608,334206,345863
1629894733413,61446,334054,345720
1629894733423,61331,333857,345563
1629894733433,61278,333830,345507
1629894733443,61229,333736,345451
1629894733453,61176,333644,345435
1629894733463,61118,333559,345401
1629894733473,61077,333501,345413
1629894733483,61024,333462,345370
1629894733493,60995,333468,345346
1629894733503,60959,333453,345349
1629894733513,60945,333511,345404
1629894733523,60939,333582,345399
1629894733533,60944,333647,345419
1629894733543,60934,333687,345462
1629894733553,60934,333717,345480
1629894733563,60951,333773,345460
1629894733573,60948,333742,345484
1629894733583,60947,333795,345497
1629894733593,60934,333751,345428
1629894733603,60915,333714,345414
1629894733613,60886,333605,345391
1629894733623,60873,333618,345386
1629894733633,60858,333502,345327
1629894733643,60836,333494,345306
1629894733653,60837,333482,345248
1629894733663,60835,333446,345241
1629894733673,60840,333498,345269
1629894733683,60864,333479,345258
1629894733693,60873,333528,345262
1629894733703,60898,333550,345301
1629894733713,60937,333616,345296
1629894733723,60965,333719,345335
1629894733733,61024,333805,345339
1629894733743,61053,333877,345393
1629894733753,61121,333997,345406
1629894733763,61154,334073,345457
1629894733773,61222,334132,345465
1629894733783,61276,334227,345480
1629894733793,61343,334320,345532
1629894733803,61399,334437,345563
1629894733813,61471,334517,345607
1629894733823,61544,334616,345622
1629894733833,61619,334726,345664
1629894733843,61674,334782,345702
1629894733853,61733,334881,345754
1629894733863,61802,335059,345760
1629894733873,61887,335171,345809
1629894733883,62000,335222,345878
1629894733893,62073,335286,345925
1629894733903,62127,335264,345974
1629894733913,62205,335299,346037
1629894733923,62242,335295,346064
1629894733933,62272,335320,346103
1629894733943,62291,335339,346079
1629894733953,62306,335379,346071
1629894733963,62338,335456,346132
1629894733973,62354,335501,346216
1629894733983,62327,335572,346199
1629894733993,62217,335359,346176
1629894734003,61946,334847,345962
1629894734013,61658,334272,345723
1629894734023,61418,333802,345496
1629894734033,61200,333452,345320
1629894734043,61027,333221,345227
1629894734053,60875,333145,345225
1629894734063,60748,332969,345211
1629894734073,60620,332940,345167
1629894734083,60523,332828,345137
1629894734093,60439,332780,345104
1629894734103,60359,332701,345034
1629894734113,60293,332659,345013
1629894734123,60246,332546,344928
1629894734133,60197,332530,344870
1629894734143,60159,332444,344882
1629894734153,60134,332550,344850
1629894734163,60109,332562,344919
1629894734173,60096,332589,344916
1629894734183,60084,332636,344925
1629894734193,60067,332536,344861
1629894734203,60053,332565,344875
1629894734213,60061,332583,344862
1629894734223,60058,332587,344857
1629894734233,60041,332602,344850
1629894734243,60028,332606,344817
1629894734253,60024,332577,344798
1629894734263,60036,332576,344783
1629894734273,60037,332610,344771
1629894734283,60063,332624,344764
1629894734293,60092,332697,344782
1629894734303,60130,332707,344724
1629894734313,60213,332816,344770
1629894734323,60295,332897,344840
1629894734333,60369,332933,344839
1629894734343,60452,333012,344789
1629894734353,60559,333093,344835
1629894734363,60681,333232,344869
1629894734373,60787,333319,344921
1629894734383,60873,333413,344939
1629894734393,60984,333620,344955
1629894734403,61128,333753,345044
1629894734413,61242,333887,345139
1629894734423,61349,334001,345221
1629894734433,61425,334072,345265
1629894734443,61470,334156,345355
1629894734453,61479,334193,345464
