,timestamp,gx,gy,gz
6825,1629709001670,5.4132080078125,-1.09161376953125,3.013153076171875
6827,1629709001748,5.18890380859375,0.022430419921875,3.8580322265625
6828,1629709001748,5.18890380859375,-0.291595458984375,3.715972900390625
6826,1629709001748,4.9346923828125,-0.201873779296875,3.880462646484375
6829,1629709001827,6.0113525390625,0.964508056640625,3.0804443359375
6830,1629709001827,5.271148681640625,0.94207763671875,3.289794921875
6831,1629709001842,5.4132080078125,0.2392578125,3.768310546875
6832,1629709001858,6.811370849609375,1.697235107421875,3.170166015625
6834,1629709001858,6.71417236328125,1.1065673828125,2.82623291015625
6833,1629709001873,6.407623291015625,1.2261962890625,3.409423828125
6836,1629709001889,7.110443115234375,0.321502685546875,3.050537109375
6837,1629709001889,6.81884765625,0.418701171875,3.050537109375
6835,1629709001905,7.005767822265625,0.7177734375,2.729034423828125
6838,1629709001952,7.0281982421875,0.299072265625,3.671112060546875
6839,1629709001952,7.10296630859375,0.231781005859375,3.641204833984375
6840,1629709001952,6.960906982421875,0.157012939453125,3.18511962890625
6842,1629709002045,7.22259521484375,-0.261688232421875,3.686065673828125
6841,1629709002045,6.998291015625,-0.485992431640625,3.491668701171875
6843,1629709002056,7.035675048828125,-0.246734619140625,3.745880126953125
6844,1629709002097,6.497344970703125,-1.637420654296875,3.342132568359375
6845,1629709002097,6.2506103515625,-2.04864501953125,3.327178955078125
6846,1629709002097,6.796417236328125,-1.39068603515625,3.327178955078125
6847,1629709002159,5.420684814453125,-2.88604736328125,3.3795166015625
6848,1629709002159,5.091705322265625,-3.282318115234375,3.207550048828125
6849,1629709002159,5.6524658203125,-2.55706787109375,3.461761474609375
6852,1629709002190,5.30853271484375,-3.162689208984375,3.147735595703125
6850,1629709002206,4.85992431640625,-3.521575927734375,3.0804443359375
6851,1629709002206,5.1141357421875,-3.237457275390625,3.357086181640625
6855,1629709002253,5.06927490234375,-3.043060302734375,3.289794921875
6854,1629709002253,5.091705322265625,-2.9010009765625,3.715972900390625
6853,1629709002253,4.942169189453125,-3.2598876953125,2.953338623046875
6856,1629709002346,4.97955322265625,-2.459869384765625,3.775787353515625
6857,1629709002346,4.94964599609375,-1.936492919921875,4.26177978515625
6858,1629709002346,5.091705322265625,-1.727142333984375,3.87298583984375
6859,1629709002346,5.21881103515625,-1.98883056640625,4.164581298828125
6860,1629709002346,5.5328369140625,-2.100982666015625,3.66363525390625
6861,1629709002346,5.2337646484375,-2.28790283203125,3.51409912109375
6862,1629709002440,5.24871826171875,-1.742095947265625,4.844970703125
6863,1629709002440,4.9945068359375,-1.936492919921875,4.463653564453125
6864,1629709002440,5.301055908203125,-1.727142333984375,4.373931884765625
6866,1629709002471,5.12908935546875,-2.071075439453125,4.5458984375
6867,1629709002471,4.9346923828125,-2.2430419921875,4.2169189453125
6865,1629709002471,4.583282470703125,-2.115936279296875,4.35150146484375
6868,1629709002565,5.555267333984375,-2.9010009765625,3.63372802734375
6869,1629709002565,5.794525146484375,-2.88604736328125,3.760833740234375
6870,1629709002565,5.60760498046875,-2.579498291015625,4.1571044921875
6871,1629709002596,5.181427001953125,-3.596343994140625,3.686065673828125
6872,1629709002596,4.972076416015625,-3.48419189453125,3.880462646484375
6873,1629709002596,5.345916748046875,-3.3795166015625,3.70849609375
6874,1629709002690,5.09918212890625,-3.327178955078125,3.3795166015625
6875,1629709002690,5.15899658203125,-3.30474853515625,3.551483154296875
6876,1629709002690,5.15899658203125,-3.6785888671875,3.820648193359375
6879,1629709002753,5.330963134765625,-3.207550048828125,3.626251220703125
6877,1629709002753,5.51788330078125,-3.102874755859375,3.57391357421875
6878,1629709002753,5.644989013671875,-3.222503662109375,3.66363525390625
6883,1629709002831,5.2337646484375,-2.22808837890625,3.835601806640625
6884,1629709002831,5.42816162109375,-2.28790283203125,4.119720458984375
6880,1629709002832,5.57769775390625,-2.03369140625,3.84307861328125
6881,1629709002832,5.211334228515625,-2.624359130859375,3.75335693359375
6885,1629709002837,5.345916748046875,-2.22808837890625,3.940277099609375
6882,1629709002838,5.203857421875,-3.386993408203125,3.656158447265625
6889,1629709002927,5.330963134765625,-2.220611572265625,4.015045166015625
6888,1629709002927,5.06927490234375,-2.714080810546875,3.850555419921875
6886,1629709002942,5.345916748046875,-2.998199462890625,3.820648193359375
6890,1629709002958,5.21881103515625,-3.237457275390625,3.715972900390625
6887,1629709002958,4.987030029296875,-3.072967529296875,3.446807861328125
6891,1629709002958,5.24871826171875,-3.2000732421875,3.805694580078125
6896,1629709003020,4.837493896484375,-3.596343994140625,3.701019287109375
6895,1629709003036,5.1141357421875,-3.267364501953125,3.715972900390625
6892,1629709003036,5.03936767578125,-3.18511962890625,3.5589599609375
6893,1629709003052,4.77020263671875,-3.42437744140625,3.401947021484375
6894,1629709003052,4.867401123046875,-3.940277099609375,3.416900634765625
6897,1629709003052,4.94964599609375,-3.6785888671875,3.521575927734375
6900,1629709003114,4.8150634765625,-3.207550048828125,3.386993408203125
6898,1629709003130,4.942169189453125,-2.729034423828125,3.33465576171875
6899,1629709003130,4.77020263671875,-2.998199462890625,3.252410888671875
6902,1629709003192,4.972076416015625,-1.861724853515625,3.2000732421875
6901,1629709003208,5.076751708984375,-2.10845947265625,3.327178955078125
6903,1629709003208,5.121612548828125,-2.61688232421875,3.33465576171875
6906,1629709003255,5.345916748046875,-1.757049560546875,3.36456298828125
6904,1629709003255,5.084228515625,-1.92901611328125,3.132781982421875
6905,1629709003255,5.15899658203125,-1.996307373046875,3.2000732421875
6907,1629709003302,5.12908935546875,-1.24114990234375,3.611297607421875
6908,1629709003302,5.03936767578125,-1.12152099609375,3.342132568359375
6909,1629709003302,5.166473388671875,-1.398162841796875,3.0804443359375
6910,1629709003395,5.21881103515625,-1.607513427734375,3.22998046875
6911,1629709003395,5.211334228515625,-2.340240478515625,3.327178955078125
6912,1629709003395,5.24871826171875,-1.831817626953125,2.998199462890625
6915,1629709003442,5.21881103515625,-2.43743896484375,4.0972900390625
6913,1629709003442,5.151519775390625,-2.743988037109375,3.850555419921875
6914,1629709003442,5.211334228515625,-2.07855224609375,3.805694580078125
6916,1629709003474,4.807586669921875,-2.998199462890625,3.648681640625
6918,1629709003489,5.48797607421875,-3.087921142578125,3.33465576171875
6917,1629709003489,4.59075927734375,-3.1402587890625,3.745880126953125
6919,1629709003520,6.018829345703125,-3.386993408203125,3.656158447265625
6920,1629709003520,5.66741943359375,-3.805694580078125,4.074859619140625
6921,1629709003520,5.78704833984375,-3.7982177734375,3.78326416015625
6922,1629709003645,5.36834716796875,-3.15521240234375,3.895416259765625
6924,1629709003645,5.525360107421875,-3.2598876953125,3.850555419921875
6926,1629709003645,5.3533935546875,-3.147735595703125,4.104766845703125
6923,1629709003661,5.151519775390625,-1.966400146484375,4.0374755859375
6925,1629709003661,5.203857421875,-1.487884521484375,3.536529541015625
6927,1629709003677,5.241241455078125,-2.669219970703125,4.0673828125
6930,1629709003770,5.62255859375,-2.213134765625,4.015045166015625
6929,1629709003770,5.600128173828125,-1.614990234375,3.312225341796875
6928,1629709003770,5.90667724609375,-1.8841552734375,3.12530517578125
6931,1629709003802,5.2337646484375,-1.921539306640625,4.32159423828125
6932,1629709003817,5.301055908203125,-1.936492919921875,3.8580322265625
6933,1629709003881,5.57769775390625,-2.49725341796875,4.463653564453125
6934,1629709003881,5.443115234375,-2.691650390625,4.433746337890625
6935,1629709003881,5.323486328125,-2.332763671875,4.4561767578125
6936,1629709003913,5.764617919921875,-2.99072265625,4.0374755859375
6937,1629709003913,5.644989013671875,-2.818756103515625,3.910369873046875
6938,1629709003913,5.674896240234375,-2.6617431640625,4.0972900390625
6939,1629709003975,5.779571533203125,-3.21502685546875,4.007568359375
6940,1629709003975,5.8319091796875,-2.773895263671875,3.9776611328125
6941,1629709003975,5.9814453125,-3.30474853515625,3.93280029296875
6942,1629709004022,5.570220947265625,-3.18511962890625,4.2767333984375
6943,1629709004022,5.99639892578125,-3.237457275390625,3.686065673828125
6944,1629709004038,6.3702392578125,-3.386993408203125,3.70849609375
6945,1629709004100,6.08612060546875,-4.224395751953125,3.349609375
6946,1629709004100,5.615081787109375,-4.02252197265625,3.45428466796875
6947,1629709004100,6.23565673828125,-3.760833740234375,3.521575927734375
6948,1629709004116,4.8748779296875,-3.745880126953125,2.99072265625
6950,1629709004116,4.725341796875,-3.925323486328125,3.1103515625
6949,1629709004131,5.211334228515625,-3.940277099609375,3.327178955078125
6951,1629709004178,5.323486328125,-3.06549072265625,2.75146484375
6952,1629709004194,4.792633056640625,-3.102874755859375,3.1402587890625
6956,1629709004194,4.85992431640625,-2.758941650390625,3.312225341796875
6953,1629709004209,5.18890380859375,-2.87109375,3.0804443359375
6954,1629709004209,5.15899658203125,-2.444915771484375,3.0804443359375
6955,1629709004209,5.21881103515625,-3.2000732421875,2.803802490234375
6962,1629709004366,4.792633056640625,-2.3028564453125,3.596343994140625
6961,1629709004366,4.583282470703125,-2.444915771484375,3.237457275390625
6960,1629709004366,4.628143310546875,-2.31781005859375,3.297271728515625
6957,1629709004366,5.09918212890625,-2.086029052734375,3.117828369140625
6958,1629709004366,4.897308349609375,-2.340240478515625,2.923431396484375
6959,1629709004366,4.508514404296875,-2.669219970703125,3.058013916015625
6963,1629709004428,5.390777587890625,-1.697235107421875,2.67669677734375
6964,1629709004428,5.151519775390625,-1.7645263671875,2.6318359375
6965,1629709004428,4.9945068359375,-1.951446533203125,2.983245849609375
6966,1629709004459,4.897308349609375,-1.77947998046875,2.594451904296875
6967,1629709004459,4.65057373046875,-2.489776611328125,3.03558349609375
6968,1629709004459,4.957122802734375,-2.52716064453125,3.1402587890625
6974,1629709004569,5.39825439453125,-2.609405517578125,3.1402587890625
6973,1629709004569,5.21881103515625,-2.758941650390625,2.624359130859375
6970,1629709004584,5.390777587890625,-2.75146484375,2.99072265625
6971,1629709004600,4.605712890625,-2.998199462890625,2.370147705078125
6969,1629709004600,4.6356201171875,-2.609405517578125,2.684173583984375
6972,1629709004616,4.53094482421875,-3.6187744140625,2.85614013671875
6975,1629709004725,5.046844482421875,-4.32159423828125,2.400054931640625
6976,1629709004725,4.822540283203125,-4.02252197265625,2.355194091796875
6977,1629709004725,4.807586669921875,-3.925323486328125,2.49725341796875
6978,1629709004787,5.405731201171875,-3.768310546875,2.5421142578125
6979,1629709004787,5.27862548828125,-3.581390380859375,2.6318359375
6981,1629709004787,5.27862548828125,-3.66363525390625,2.370147705078125
6982,1629709004819,4.957122802734375,-3.790740966796875,2.97576904296875
6984,1629709004819,4.6356201171875,-3.760833740234375,3.7384033203125
6980,1629709004819,4.867401123046875,-3.058013916015625,3.850555419921875
6983,1629709004834,4.5758056640625,-2.669219970703125,3.895416259765625
6985,1629709004834,4.732818603515625,-3.162689208984375,3.401947021484375
6986,1629709004834,5.03936767578125,-3.170166015625,4.074859619140625
6987,1629709004881,4.85992431640625,-6.228179931640625,2.893524169921875
6988,1629709004881,4.42626953125,-4.74029541015625,3.117828369140625
6989,1629709004898,5.465545654296875,-7.43194580078125,2.70660400390625
6991,1629709004993,5.600128173828125,-7.79083251953125,2.639312744140625
6993,1629709004993,5.9814453125,-6.9085693359375,2.833709716796875
6994,1629709004993,5.93658447265625,-7.58148193359375,2.773895263671875
6995,1629709005009,5.60760498046875,-6.29547119140625,3.342132568359375
6990,1629709005009,5.345916748046875,-6.198272705078125,3.611297607421875
6992,1629709005009,4.628143310546875,-6.003875732421875,3.94775390625
6997,1629709005118,4.44122314453125,-4.94964599609375,4.732818603515625
6998,1629709005118,4.568328857421875,-5.48797607421875,4.747772216796875
6996,1629709005118,4.538421630859375,-5.839385986328125,4.74029541015625
6999,1629709005149,4.463653564453125,-4.538421630859375,4.209442138671875
7000,1629709005149,4.792633056640625,-4.66552734375,2.9010009765625
7001,1629709005149,4.628143310546875,-4.8150634765625,3.30474853515625
7002,1629709005227,6.407623291015625,-3.46923828125,2.011260986328125
7003,1629709005227,6.018829345703125,-4.32159423828125,2.041168212890625
7004,1629709005227,5.286102294921875,-4.777679443359375,2.265472412109375
7005,1629709005259,6.527252197265625,-3.409423828125,2.071075439453125
7006,1629709005274,6.676788330078125,-3.12530517578125,2.34771728515625
7007,1629709005274,6.32537841796875,-2.85614013671875,2.7813720703125
7008,1629709005352,6.063690185546875,-2.340240478515625,3.730926513671875
7009,1629709005352,5.988922119140625,-2.6318359375,3.162689208984375
7013,1629709005352,6.0711669921875,-2.235565185546875,4.246826171875
7012,1629709005384,6.198272705078125,-1.1663818359375,4.658050537109375
7010,1629709005384,6.302947998046875,-1.136474609375,4.837493896484375
7011,1629709005384,5.96649169921875,-1.60003662109375,4.29168701171875
7018,1629709005462,6.759033203125,-1.36077880859375,4.246826171875
7015,1629709005477,6.9085693359375,-0.0,3.521575927734375
7016,1629709005477,6.691741943359375,-1.016845703125,4.94964599609375
7014,1629709005493,5.72723388671875,-2.58697509765625,3.686065673828125
7017,1629709005493,6.871185302734375,-2.10845947265625,2.923431396484375
7019,1629709005509,7.237548828125,-1.966400146484375,3.237457275390625
7022,1629709005524,4.628143310546875,-0.97198486328125,4.433746337890625
7021,1629709005540,4.94964599609375,-1.4654541015625,4.044952392578125
7020,1629709005540,5.330963134765625,-2.16827392578125,3.820648193359375
7024,1629709005634,4.598236083984375,-0.19439697265625,4.5159912109375
7025,1629709005649,5.443115234375,0.3289794921875,3.656158447265625
7023,1629709005649,4.85992431640625,0.179443359375,4.448699951171875
7026,1629709005696,5.914154052734375,1.218719482421875,3.72344970703125
7027,1629709005696,5.5029296875,0.770111083984375,3.222503662109375
7028,1629709005712,5.5926513671875,0.55328369140625,3.51409912109375
7030,1629709005759,5.87677001953125,1.637420654296875,4.0673828125
7031,1629709005759,5.615081787109375,1.667327880859375,4.015045166015625
7029,1629709005774,5.211334228515625,1.31591796875,4.366455078125
7037,1629709005790,4.837493896484375,0.35888671875,4.68048095703125
7033,1629709005790,4.90478515625,-0.73272705078125,5.001983642578125
7036,1629709005790,4.8748779296875,0.829925537109375,4.523468017578125
7035,1629709005821,4.942169189453125,-2.49725341796875,6.0113525390625
7034,1629709005821,4.605712890625,-2.175750732421875,5.899200439453125
7032,1629709005821,4.71038818359375,-1.62994384765625,5.226287841796875
7038,1629709005915,5.1141357421875,-2.011260986328125,6.392669677734375
7039,1629709005915,4.9945068359375,-2.340240478515625,6.220703125
7040,1629709005915,5.211334228515625,-2.235565185546875,6.14593505859375
7041,1629709005949,5.375823974609375,-1.83929443359375,5.256195068359375
7042,1629709005949,5.061798095703125,-1.906585693359375,5.689849853515625
7043,1629709005965,5.749664306640625,-1.966400146484375,4.605712890625
7044,1629709006028,6.168365478515625,-2.9010009765625,4.104766845703125
7045,1629709006043,6.063690185546875,-2.52716064453125,4.493560791015625
7046,1629709006043,6.38519287109375,-3.058013916015625,3.99261474609375
7047,1629709006121,6.003875732421875,-3.372039794921875,4.0673828125
7049,1629709006137,5.60760498046875,-3.81317138671875,3.805694580078125
7048,1629709006137,5.076751708984375,-3.715972900390625,3.9776611328125
7053,1629709006199,4.702911376953125,-2.923431396484375,3.887939453125
7051,1629709006199,4.822540283203125,-3.5589599609375,4.1571044921875
7050,1629709006199,4.83001708984375,-2.04864501953125,3.940277099609375
7052,1629709006246,4.717864990234375,-1.375732421875,3.611297607421875
7054,1629709006246,4.254302978515625,-1.07666015625,3.3795166015625
7055,1629709006262,4.41131591796875,-0.770111083984375,3.51409912109375
7056,1629709006293,5.0244140625,-0.76263427734375,3.626251220703125
7058,1629709006293,4.9346923828125,-1.016845703125,3.69354248046875
7059,1629709006309,4.807586669921875,-0.904693603515625,3.102874755859375
7060,1629709006309,5.031890869140625,-1.592559814453125,3.043060302734375
7061,1629709006309,4.964599609375,-1.682281494140625,3.162689208984375
7062,1629709006356,4.673004150390625,-1.83929443359375,3.15521240234375
7063,1629709006371,4.658050537109375,-1.71966552734375,3.27484130859375
7064,1629709006371,4.71038818359375,-1.55517578125,2.930908203125
7067,1629709006465,4.725341796875,-1.831817626953125,2.639312744140625
7065,1629709006465,4.957122802734375,-1.697235107421875,2.564544677734375
7066,1629709006465,4.673004150390625,-1.734619140625,2.743988037109375
7068,1629709006496,4.964599609375,-2.3028564453125,2.115936279296875
7069,1629709006496,4.792633056640625,-2.0037841796875,2.34771728515625
7070,1629709006496,5.181427001953125,-2.52716064453125,2.6019287109375
7071,1629709006559,5.81695556640625,-2.145843505859375,2.572021484375
7072,1629709006559,5.689849853515625,-2.13836669921875,3.102874755859375
7073,1629709006606,4.8150634765625,-1.936492919921875,2.848663330078125
7074,1629709006606,4.78515625,-1.757049560546875,3.476715087890625
7075,1629709006606,4.90478515625,-1.79443359375,3.2598876953125
7081,1629709006699,5.091705322265625,-1.03179931640625,3.312225341796875
7080,1629709006699,5.1739501953125,-0.3887939453125,3.3795166015625
7079,1629709006699,5.36834716796875,0.216827392578125,3.282318115234375
7077,1629709006699,5.36834716796875,0.142059326171875,3.050537109375
7076,1629709006699,5.345916748046875,-0.052337646484375,2.848663330078125
7078,1629709006699,5.390777587890625,0.1495361328125,3.170166015625
7082,1629709006777,5.75714111328125,-0.22430419921875,3.03558349609375
7083,1629709006793,6.153411865234375,-0.85235595703125,3.00567626953125
7084,1629709006809,5.630035400390625,-1.906585693359375,3.0206298828125
7085,1629709006809,5.839385986328125,-1.31591796875,2.773895263671875
7086,1629709006824,5.091705322265625,-2.0635986328125,2.85614013671875
7089,1629709006906,5.226287841796875,-2.75146484375,3.050537109375
7087,1629709006921,5.286102294921875,-2.400054931640625,3.06549072265625
7091,1629709006921,5.48797607421875,-2.579498291015625,2.97576904296875
7092,1629709006937,5.57769775390625,-2.400054931640625,3.446807861328125
7090,1629709006937,5.345916748046875,-2.549591064453125,3.30474853515625
7088,1629709006937,5.48797607421875,-2.3028564453125,3.192596435546875
7093,1629709007031,5.644989013671875,-2.444915771484375,3.42437744140625
7094,1629709007031,5.959014892578125,-2.654266357421875,3.45428466796875
7095,1629709007031,5.704803466796875,-2.5421142578125,3.2598876953125
7097,1629709007109,6.5496826171875,-2.175750732421875,4.6356201171875
7096,1629709007124,6.53472900390625,-2.40753173828125,4.284210205078125
7098,1629709007124,6.1907958984375,-2.51220703125,3.611297607421875
7100,1629709007140,5.12908935546875,-3.2598876953125,4.3963623046875
7099,1629709007140,6.20574951171875,-2.609405517578125,4.3963623046875
7101,1629709007140,5.764617919921875,-3.043060302734375,4.314117431640625
7104,1629709007171,5.316009521484375,-3.028106689453125,4.5159912109375
7103,1629709007187,5.091705322265625,-3.192596435546875,4.867401123046875
7102,1629709007187,5.061798095703125,-3.289794921875,4.77020263671875
