,timestamp,is_touching
2203,1629709090832,1
2204,1629709090944,1
2205,1629709091023,1
2206,1629709091194,1
2207,1629709091257,1
2208,1629709091413,1
2209,1629709091460,1
2210,1629709091538,1
2211,1629709091647,1
2212,1629709091726,1
2213,1629709091882,1
2214,1629709091955,1
2216,1629709092166,1
2215,1629709092182,1
2217,1629709092244,1
2218,1629709092354,1
2219,1629709092510,1
2220,1629709092603,1
2221,1629709092635,1
2222,1629709092760,1
2223,1629709092853,1
2224,1629709093007,1
2225,1629709093090,1
2226,1629709093168,1
2227,1629709093246,1
2228,1629709093387,1
2229,1629709093465,1
2230,1629709093574,1
2231,1629709093699,1
2232,1629709093809,1
2233,1629709093902,1
2234,1629709093980,1
2235,1629709094105,1
2236,1629709094215,1
2237,1629709094324,1
2238,1629709094371,1
2239,1629709094496,1
2240,1629709094605,1
2241,1629709094715,1
2242,1629709094855,1
2243,1629709094918,1
2244,1629709095027,1
2245,1629709095121,1
2246,1629709095214,1
2247,1629709095293,1
2248,1629709095418,1
2249,1629709095527,1
2250,1629709095621,1
2251,1629709095730,1
2252,1629709095839,1
2253,1629709095902,1
2254,1629709096027,1
2255,1629709096167,1
2256,1629709096277,1
2257,1629709096339,1
2258,1629709096402,1
2259,1629709096495,1
2260,1629709096652,1
2261,1629709096730,1
2262,1629709096823,1
2263,1629709096949,1
2264,1629709097044,1
2265,1629709097154,1
2266,1629709097247,1
2267,1629709097357,1
2268,1629709097466,1
2269,1629709097544,1
2270,1629709097607,1
2271,1629709097685,1
2272,1629709097845,1
2273,1629709097955,1
2274,1629709098064,1
2275,1629709098204,1
2276,1629709098283,1
2277,1629709098361,1
2278,1629709098470,1
2279,1629709098595,1
2280,1629709098673,1
2281,1629709098782,1
2282,1629709098817,1
2283,1629709098942,1
2284,1629709099082,1
2285,1629709099145,1
2286,1629709099285,1
2287,1629709099395,1
2288,1629709099473,1
2289,1629709099551,1
2290,1629709099723,1
2291,1629709099772,1
2292,1629709099913,1
2293,1629709099975,1
2294,1629709100084,1
2295,1629709100147,1
2296,1629709100303,1
2297,1629709100366,1
2298,1629709100459,1
2299,1629709100585,1
2300,1629709100662,1
2301,1629709100818,1
2302,1629709100946,1
2303,1629709101040,1
2304,1629709101087,1
2305,1629709101212,1
2306,1629709101274,1
2307,1629709101399,1
2308,1629709101524,1
2309,1629709101602,1
2310,1629709101727,1
2311,1629709101824,1
2312,1629709101886,1
2313,1629709101995,1
2314,1629709102136,1
2315,1629709102276,1
2316,1629709102370,1
2317,1629709102401,1
2318,1629709102511,1
2319,1629709102589,1
2320,1629709102761,1
2321,1629709102839,1
2322,1629709102919,1
2323,1629709103029,1
2324,1629709103091,1
2325,1629709103248,1
2326,1629709103341,1
2327,1629709103482,1
2328,1629709103544,1
2329,1629709103654,1
2330,1629709103763,1
2331,1629709103794,1
2332,1629709103985,1
2333,1629709104032,1
2334,1629709104157,1
2335,1629709104251,1
2336,1629709104360,1
2337,1629709104454,1
2338,1629709104611,1
2339,1629709104657,1
2340,1629709104782,1
2341,1629709104860,1
2342,1629709104907,1
2343,1629709105063,1
2344,1629709105188,1
2345,1629709105282,1
2346,1629709105391,1
2347,1629709105469,1
2348,1629709105563,1
2349,1629709105657,1
2350,1629709105782,1
2351,1629709105875,1
2352,1629709105954,1
2353,1629709106063,1
2354,1629709106172,1
2355,1629709106266,1
2356,1629709106438,1
2357,1629709106500,1
2358,1629709106578,1
2359,1629709106672,1
2360,1629709106828,1
2361,1629709106875,1
2362,1629709106969,1
2363,1629709107156,1
2364,1629709107203,1
2365,1629709107281,1
2366,1629709107438,1
2367,1629709107500,1
2368,1629709107625,1
2369,1629709107703,1
2370,1629709107844,1
2371,1629709107924,1
2372,1629709108018,1
2373,1629709108096,1
2374,1629709108221,1
2375,1629709108315,1
2376,1629709108440,1
2377,1629709108487,1
2378,1629709108643,1
2379,1629709108721,1
2380,1629709108830,1
2381,1629709108927,1
2382,1629709108989,1
2384,1629709109177,1
2383,1629709109224,1
2385,1629709109317,1
2386,1629709109458,1
2387,1629709109505,1
2388,1629709109646,1
2389,1629709109724,1
2390,1629709109817,1
2391,1629709109895,1
2392,1629709110056,1
2393,1629709110150,1
2394,1629709110259,1
2395,1629709110337,1
2396,1629709110462,1
2397,1629709110509,1
2398,1629709110649,1
2399,1629709110743,1
2400,1629709110852,1
2401,1629709110915,1
2402,1629709111043,1
2403,1629709111121,1
2404,1629709111246,1
2405,1629709111371,1
2406,1629709111465,1
2407,1629709111543,1
2408,1629709111621,1
2409,1629709111746,1
2410,1629709111934,1
2411,1629709111965,1
2412,1629709112090,1
2413,1629709112168,1
2414,1629709112277,1
2415,1629709112355,1
2416,1629709112465,1
2417,1629709112590,1
2418,1629709112683,1
2419,1629709112746,1
2420,1629709112858,1
2421,1629709112952,1
2422,1629709113139,1
2423,1629709113155,1
2424,1629709113311,1
2425,1629709113421,1
2426,1629709113467,1
2427,1629709113592,1
2428,1629709113686,1
2429,1629709113796,1
2430,1629709113892,1
2431,1629709113970,1
2432,1629709114079,1
2433,1629709114189,1
2434,1629709114298,1
2435,1629709114423,1
2436,1629709114517,1
2437,1629709114595,1
2438,1629709114704,1
2439,1629709114798,1
2440,1629709114910,1
2441,1629709115003,1
2442,1629709115113,1
2443,1629709115207,1
2444,1629709115300,1
2445,1629709115425,1
2446,1629709115519,1
2448,1629709115660,1
2447,1629709115706,1
2449,1629709115847,1
2450,1629709115925,1
2451,1629709116008,1
2452,1629709116164,1
2453,1629709116242,1
2454,1629709116336,1
2455,1629709116461,1
2456,1629709116523,1
2457,1629709116617,1
2458,1629709116758,1
2459,1629709116851,1
2460,1629709116914,1
2461,1629709117042,1
2462,1629709117120,1
2463,1629709117261,1
2464,1629709117370,1
2465,1629709117495,1
2466,1629709117573,1
2467,1629709117699,1
2468,1629709117761,1
2469,1629709117839,1
2470,1629709117980,1
2471,1629709118124,1
2472,1629709118171,1
2473,1629709118218,1
2474,1629709118374,1
2475,1629709118484,1
2476,1629709118577,1
2477,1629709118687,1
2478,1629709118765,1
2479,1629709118878,1
2480,1629709118956,1
2481,1629709119049,1
2482,1629709119174,1
2483,1629709119299,1
2484,1629709119409,1
2485,1629709119456,1
2486,1629709119549,1
2487,1629709119659,1
2488,1629709119820,1
2489,1629709119882,1
2490,1629709120038,1
2491,1629709120117,1
2492,1629709120226,1
2493,1629709120273,1
2494,1629709120413,1
2495,1629709120491,1
2496,1629709120585,1
2497,1629709120679,1
2498,1629709120773,1
2499,1629709120900,1
2500,1629709121010,1
2501,1629709121119,1
2502,1629709121213,1
2503,1629709121291,1
2504,1629709121400,1
2505,1629709121494,1
2506,1629709121666,1
2507,1629709121713,1
2508,1629709121838,1
2509,1629709121900,1
2510,1629709122056,1
2511,1629709122134,1
2512,1629709122259,1
2513,1629709122353,1
2514,1629709122416,1
2515,1629709122541,1
2516,1629709122603,1
2517,1629709122697,1
2518,1629709122853,1
2519,1629709122962,1
2520,1629709123060,1
2521,1629709123123,1
2522,1629709123232,1
2523,1629709123310,1
2524,1629709123466,1
2525,1629709123560,1
2526,1629709123685,1
2527,1629709123716,1
2528,1629709123857,1
2529,1629709123982,1
2530,1629709124094,1
2531,1629709124156,1
2532,1629709124266,1
2533,1629709124359,1
2534,1629709124469,1
2535,1629709124594,1
2536,1629709124703,1
2537,1629709124832,1
2538,1629709124911,1
2539,1629709124942,1
2540,1629709125069,1
2541,1629709125148,1
2543,1629709125335,1
2542,1629709125351,1
2544,1629709125491,1
2545,1629709125554,1
2546,1629709125663,1
2547,1629709125772,1
2548,1629709125913,1
2549,1629709125960,1
2550,1629709126147,1
2551,1629709126210,1
2552,1629709126272,1
2553,1629709126366,1
2554,1629709126507,1
2555,1629709126616,1
2556,1629709126694,1
2557,1629709126803,1
2558,1629709126900,1
2559,1629709126994,1
2560,1629709127087,1
2561,1629709127244,1
2562,1629709127306,1
2564,1629709127431,1
2563,1629709127462,1
2565,1629709127587,1
2566,1629709127712,1
2567,1629709127837,1
2568,1629709127950,1
2569,1629709128044,1
2570,1629709128107,1
2571,1629709128200,1
2572,1629709128325,1
2573,1629709128419,1
2574,1629709128497,1
2575,1629709128638,1
2576,1629709128731,1
2577,1629709128809,1
2578,1629709128919,1
2579,1629709129044,1
2580,1629709129138,1
2581,1629709129231,1
2582,1629709129372,1
2583,1629709129403,1
2584,1629709129575,1
2585,1629709129653,1
2586,1629709129767,1
2587,1629709129797,1
2588,1629709129953,1
2589,1629709130000,1
2590,1629709130172,1
2591,1629709130219,1
2592,1629709130344,1
2593,1629709130469,1
2594,1629709130578,1
2595,1629709130625,1
2596,1629709130812,1
2597,1629709130890,1
2598,1629709130937,1
2599,1629709131062,1
2600,1629709131156,1
2601,1629709131265,1
2602,1629709131382,1
2603,1629709131478,1
2604,1629709131574,1
2605,1629709131657,1
2606,1629709131742,1
2607,1629709131887,1
2608,1629709132025,1
2609,1629709132123,1
2610,1629709132208,1
2611,1629709132256,1
2612,1629709132362,1
2613,1629709132464,1
2614,1629709132619,1
2615,1629709132658,1
2616,1629709132798,1
2617,1629709132874,1
2618,1629709132972,1
2619,1629709133062,1
2620,1629709133157,1
2621,1629709133301,1
2622,1629709133378,1
2623,1629709133484,1
2624,1629709133544,1
2625,1629709133688,1
2626,1629709133819,1
2627,1629709133903,1
2628,1629709133991,1
2629,1629709134103,1
2630,1629709134193,1
2631,1629709134293,1
2632,1629709134398,1
2633,1629709134523,1
2634,1629709134590,1
2635,1629709134686,1
2636,1629709134781,1
2637,1629709134859,1
2638,1629709134997,1
2639,1629709135108,1
2640,1629709135212,1
2641,1629709135285,1
2642,1629709135383,1
2643,1629709135469,1
2644,1629709135679,1
2645,1629709135742,1
2646,1629709135807,1
2647,1629709135943,1
2648,1629709135984,1
2649,1629709136105,1
2650,1629709136277,1
2651,1629709136345,1
2652,1629709136415,1
2653,1629709136580,1
2654,1629709136617,1
2655,1629709136763,1
2656,1629709136873,1
2657,1629709137001,1
2658,1629709137062,1
2659,1629709137154,1
2660,1629709137194,1
2661,1629709137357,1
2662,1629709137439,1
2663,1629709137564,1
2664,1629709137665,1
2665,1629709137809,1
2666,1629709137859,1
2667,1629709137924,1
2668,1629709138112,1
2669,1629709138181,1
2670,1629709138261,1
2671,1629709138325,1
2672,1629709138409,1
2673,1629709138536,1
2674,1629709138673,1
2675,1629709138779,1
2676,1629709138854,1
2677,1629709138975,1
2678,1629709139077,1
2679,1629709139118,1
2680,1629709139291,1
2681,1629709139378,1
2682,1629709139457,1
2683,1629709139576,1
2684,1629709139646,1
2685,1629709139788,1
2686,1629709139877,1
2687,1629709139990,1
2688,1629709140099,1
2689,1629709140172,1
2690,1629709140286,1
2691,1629709140359,1
2692,1629709140578,1
2693,1629709140612,1
2694,1629709140685,1
2695,1629709140756,1
2696,1629709140871,1
2697,1629709140992,1
