timestamp,battery_level_muse,battery_voltage_muse,adc_voltage_muse,temperature_muse
1629709007424,2000,3051,-1,0
1629709017376,2000,3051,-1,0
1629709027424,2000,3051,-1,0
1629709037458,2000,3049,-1,0
1629709047415,2000,3051,-1,0
1629709057433,2000,3051,-1,0
1629709067414,2000,3047,-1,0
1629709077426,2000,3051,-1,0
1629709087479,2000,3051,-1,0
1629709097482,2000,3049,-1,0
1629709107500,1000,3009,-1,0
1629709117495,2000,3049,-1,0
1629709127462,2000,3051,-1,0
1629709137481,2000,3047,-1,0
1629709147503,2000,3047,-1,0
1629709157491,2000,3047,-1,0
1629709167533,2000,3049,-1,0
1629709177507,2000,3047,-1,0
1629709187560,2000,3038,-1,0
1629709197534,2000,3049,-1,0
1629709207548,2000,3049,-1,0
1629709217545,2000,3049,-1,0
1629709227588,2000,3047,-1,0
1629709237593,2000,3047,-1,0
1629709247598,1500,3022,-1,0
1629709257554,2000,3047,-1,0
1629709267585,2000,3047,-1,0
1629709277603,2000,3049,-1,0
1629709287623,2000,3047,-1,0
1629709297579,1000,3011,-1,0
1629709307689,2000,3047,-1,0
1629709317655,2000,3049,-1,0
1629709327611,2000,3047,-1,0
1629709337617,2000,3047,-1,0
1629709347634,2000,3047,-1,0
1629709357631,2000,3044,-1,0
1629709367639,2000,3044,-1,0
1629709377666,2000,3044,-1,0
1629709931166,2000,3051,-1,0
1629709941129,2000,3051,-1,0
1629709951157,2000,3047,-1,0
1629709961150,2000,3049,-1,0
1629709971174,2000,3049,-1,0
1629709981145,2000,3042,-1,0
1629709991181,2000,3047,-1,0
1629710001178,2000,3044,-1,0
1629710011179,2000,3044,-1,0
1629710021199,2000,3044,-1,0
1629710031196,2000,3042,-1,0
1629710041205,2000,3042,-1,0
1629710051217,2000,3040,-1,0
1629710061215,2000,3042,-1,0
1629710071231,2000,3042,-1,0
1629710081225,2000,3044,-1,0
1629710091270,2000,3042,-1,0
1629710101231,2000,3040,-1,0
1629710111282,2000,3040,-1,0
1629710121274,2000,3040,-1,0
1629710131265,2000,3042,-1,0
1629710141262,2000,3040,-1,0
1629710151284,2000,3040,-1,0
1629710161278,2000,3042,-1,0
1629710171301,1500,3033,-1,0
1629710181287,1500,3029,-1,0
1629710191322,2000,3038,-1,0
1629710201325,2000,3038,-1,0
1629710211334,1500,3033,-1,0
1629710221339,1500,3033,-1,0
1629710231324,2000,3038,-1,0
1629710241341,2000,3038,-1,0
1629710251338,1000,3000,-1,0
1629710261363,1500,3036,-1,0
1629710271348,2000,3038,-1,0
1629710281376,1500,3033,-1,0
1629710291384,1500,3025,-1,0
1629710301413,1500,3031,-1,0
1629710311382,1500,3033,-1,0
1629710321390,2000,3040,-1,0
1629710331379,2000,3038,-1,0
1629710341407,2000,3038,-1,0
1629710351398,1500,3031,-1,0
1629710361448,2000,3040,-1,0
1629710371430,1500,3036,-1,0
1629710381473,1500,3033,-1,0
1629710391473,1500,3036,-1,0
1629710401491,1500,3033,-1,0
1629710411466,1500,3036,-1,0
1629710421440,1500,3031,-1,0
1629710431490,1500,3033,-1,0
1629710441488,1500,3036,-1,0
1629710451493,1500,3036,-1,0
1629710461476,1500,3033,-1,0
1629710471516,1500,3036,-1,0
1629710481529,1500,3020,-1,0
1629710491530,1500,3033,-1,0
1629710501538,1500,3029,-1,0
1629710511550,1500,3036,-1,0
1629710521531,1500,3031,-1,0
1629710531565,1500,3031,-1,0
1629710541547,1500,3033,-1,0
1629710551556,1500,3033,-1,0
1629710561575,1500,3031,-1,0
1629710571562,1500,3033,-1,0
1629710581565,1500,3027,-1,0
1629710591583,1000,3016,-1,0
1629710601589,1500,3029,-1,0
