trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
389.6236993,390.1216457,K,None,None,1,,0,0
392.1389332,392.6544792,R,None,None,1,,1,0
394.6275503,395.1424309,B,None,None,1,,2,0
397.131074,397.6420374,H,None,None,1,,3,0
399.6246784,400.1214983,B,m,m,1,0.795109134,4,0
402.12689,402.6422589,X,None,None,1,,5,0
404.6266413,405.1421291,F,None,None,1,,6,0
407.1300028,407.6421378,Q,None,None,1,,7,0
409.6263711,410.142116,M,None,None,1,,8,0
412.1249189,412.6216128,Q,m,m,1,0.348246515,9,0
414.624021,415.121495,H,None,None,1,,10,0
417.1241907,417.6210147,R,None,None,1,,11,0
419.6248091,420.1214453,Q,None,None,1,,12,0
422.1235382,422.621444,F,None,None,1,,13,0
424.6247045,425.1216792,B,None,None,1,,14,0
427.1244534,427.6213492,F,m,m,1,0.341107625,15,0
429.6242448,430.1206461,K,None,None,1,,16,0
432.1235342,432.6207506,X,None,None,1,,17,0
434.6240141,435.1212959,K,m,m,1,0.367184539,18,0
437.1230955,437.6212382,M,None,None,1,,19,0
950.7452253,951.2475816,B,None,None,1,,0,1
953.2509851,953.7476889,M,None,None,1,,1,1
955.7341265,956.2475665,F,None,None,1,,2,1
958.2336714,958.7476175,R,None,None,1,,3,1
960.7344558,961.2474909,H,None,None,1,,4,1
963.234271,963.7475119,R,m,m,1,0.372991355,5,1
965.7512383,966.2474355,K,None,None,1,,6,1
968.249641,968.7474058,Q,None,None,1,,7,1
970.7495661,971.2474025,X,None,None,1,,8,1
973.2495251,973.747452,M,None,None,1,,9,1
975.749493,976.2472392,Q,None,None,1,,10,1
978.2503101,978.7635195,M,m,m,1,0.434372666,11,1
980.7491549,981.2472459,K,None,None,1,,12,1
983.2501253,983.7471657,R,None,None,1,,13,1
985.7492871,986.2471101,X,None,None,1,,14,1
988.2499094,988.747142,B,None,None,1,,15,1
990.7496102,991.2460969,X,m,m,1,0.371610428,16,1
993.2462474,993.7462006,H,None,None,1,,17,1
995.7463876,996.2463852,F,None,None,1,,18,1
998.2479487,998.7468979,H,m,m,1,0.340904206,19,1
1583.3366,1583.8429,X,None,None,1,,0,2
1585.8422,1586.3557,M,None,None,1,,1,2
1588.3417,1588.8557,Q,None,None,1,,2,2
1590.8417,1591.3557,R,None,None,1,,3,2
1593.3421,1593.8558,B,None,None,1,,4,2
1595.8419,1596.3556,H,None,None,1,,5,2
1598.3417,1598.8555,B,m,m,1,0.7161,6,2
1600.8422,1601.3555,F,None,None,1,,7,2
1603.3446,1603.8551,K,None,None,1,,8,2
1605.842,1606.3554,Q,None,None,1,,9,2
1608.3422,1608.8552,K,m,m,1,0.3158,10,2
1610.8416,1611.3558,B,None,None,1,,11,2
1613.342,1613.8556,R,None,None,1,,12,2
1615.8419,1616.3554,X,None,None,1,,13,2
1618.3416,1618.8555,R,m,m,1,0.4504,14,2
1620.8414,1621.3554,H,None,None,1,,15,2
1623.3416,1623.8554,F,None,None,1,,16,2
1625.8419,1626.3546,H,m,m,1,0.573257968,17,2
1628.3412,1628.8552,M,None,None,1,,18,2
1630.842,1631.3552,K,None,None,1,,19,2
