trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
327.8157486739801,328.3191903709667,K,None,None,1,,0,0
330.32242163992487,330.8190936539322,R,None,None,1,,1,0
332.8219250299735,333.3191337479511,B,None,None,1,,2,0
335.3223843279993,335.81897277897224,H,None,None,1,,3,0
337.8212138300296,338.3190615929197,B,m,m,1,0.797928845975548,4,0
340.3221620399272,340.8190604909323,X,None,None,1,,5,0
342.8246146879392,343.33955625398085,F,None,None,1,,6,0
345.32151365396567,345.8184068959672,Q,None,None,1,,7,0
347.82119835098274,348.3183538069716,M,None,None,1,,8,0
350.3221658689436,350.81886041897815,Q,m,m,1,0.406821405980736,9,0
352.8208910099929,353.3187829619273,H,None,None,1,,10,0
355.3199169510044,355.8188029349549,R,None,None,1,,11,0
357.82218820997514,358.3187743999297,Q,None,None,1,,12,0
360.32186412694864,360.81874530401547,F,None,None,1,,13,0
362.8196324920282,363.3182657290017,B,None,None,1,,14,0
365.32063554401975,365.81861287297215,F,m,m,1,0.410271052038297,15,0
367.8197758309543,368.3187387259677,K,None,None,1,,16,0
370.332682111999,370.8390309190145,X,None,None,1,,17,0
372.8244053319795,373.3391101049492,K,m,None,0,,18,0
375.3207359840162,375.81859952793457,M,None,None,1,,19,0
700.7054684070172,701.2141262119403,B,None,None,1,,0,1
703.2173480159836,703.7141171089606,M,None,None,1,,1,1
705.7156175170094,706.2141415069345,F,None,None,1,,2,1
708.2161809629761,708.7141010839259,R,None,None,1,,3,1
710.7133190809982,711.2140399559867,H,None,None,1,,4,1
713.2147446509916,713.713513531955,R,m,m,1,0.4755230069858953,5,1
715.7162797020283,716.213889939012,K,None,None,1,,6,1
718.2159719329793,718.7139349469217,Q,None,None,1,,7,1
720.7159743870143,721.2139235449722,X,None,None,1,,8,1
723.2144447149476,723.7132526279893,M,None,None,1,,9,1
725.7168610729277,726.2138168970123,Q,None,None,1,,10,1
728.2183499130188,728.7138125590282,M,m,None,0,,11,1
730.7160516870208,731.2136658049421,K,None,None,1,,12,1
733.2159321099753,733.713746454916,R,None,None,1,,13,1
735.7146418020129,736.2137065159623,X,None,None,1,,14,1
738.2159115829272,738.7136875289725,B,None,None,1,,15,1
740.7158120400272,741.2136372309178,X,m,m,1,0.7688587619923055,16,1
743.2147013529902,743.7132071859669,H,None,None,1,,17,1
745.7164057699265,746.2136905719526,F,None,None,1,,18,1
748.2156860399991,748.7131839710055,H,m,m,1,0.4745063169393688,19,1
1089.974811151973,1090.4786077019526,X,None,None,1,,0,2
1092.4786800920265,1092.9921729789348,M,None,None,1,,1,2
1094.9786855470156,1095.492477071006,Q,None,None,1,,2,2
1097.4786203380208,1097.9921888610115,R,None,None,1,,3,2
1099.9785967129285,1100.4921629850287,B,None,None,1,,4,2
1102.4787836680189,1102.992222775007,H,None,None,1,,5,2
1104.978505289997,1105.492023514933,B,m,m,1,0.4086379309883341,6,2
1107.478292512009,1107.9920844240114,F,None,None,1,,7,2
1109.9788025929593,1110.4921395489946,K,None,None,1,,8,2
1112.4790168969191,1112.992071910994,Q,None,None,1,,9,2
1114.9792303750291,1115.4918850410031,K,m,m,1,1.091700090910308,10,2
1117.4786113930168,1117.991508182953,B,None,None,1,,11,2
1119.9770494640106,1120.4911635540193,R,None,None,1,,12,2
1122.4769859110238,1122.9909850839758,X,None,None,1,,13,2
1124.9780424459605,1125.4905121889897,R,m,m,1,0.7110358839854598,14,2
1127.4783588779392,1127.9917483419413,H,None,None,1,,15,2
1129.9780839140294,1130.491718066973,F,None,None,1,,16,2
1132.4782349129673,1132.9916820159417,H,m,m,1,0.612989610992372,17,2
1134.97715780593,1135.491651381948,M,None,None,1,,18,2
1137.4782678369666,1137.9917494049296,K,None,None,1,,19,2
