trialStartTime,trialNumber,repNumber,stimulusStartTime,stimulusQuadrant,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime
815.6709984380286,0,0,815.8116794999223,1,E8,m,m,1,1.2832948579452932
817.1121937480057,1,0,817.245607645018,2,E5,m,m,1,1.717326992074959
818.9809940250125,2,0,819.1160287449602,3,R7,m,m,1,1.9598157870350408
821.0980823439313,3,0,821.2318969549378,4,G6,c,c,1,0.9359942140290514
822.1985709599685,4,1,822.3313345409697,1,M7,c,c,1,1.8503282699966803
824.2163161899662,5,1,824.3475733660161,2,I4,m,m,1,1.1330625630216673
825.5031958959298,6,1,825.6307684389176,3,K2,c,c,1,1.492833820055239
827.1590246049454,7,1,827.2813584409887,4,G7,m,m,1,0.7542192449327558
828.0663466339465,8,2,828.1985695729963,1,U7,m,m,1,2.0160103749949485
830.2457729750313,9,2,830.3788307339419,2,E9,m,m,1,0.697513535968028
831.0975972189335,10,2,831.2322683879174,3,A7,m,m,1,1.3011268089758232
832.5648487729486,11,2,832.6976998639293,4,I3,m,m,1,0.7797135829459876
833.4975564429769,12,3,833.6301684399368,1,K2,c,c,1,1.91514143999666
835.5813231340144,13,3,835.71178421902,2,M3,c,c,1,0.9893614490283652
836.7313630779972,14,3,836.8641962999245,3,K7,m,m,1,0.6139158389996737
837.4977893009782,15,3,837.6302470199298,4,U2,c,c,1,0.5968812480568886
838.24748493894,16,4,838.3805653139716,1,R5,c,c,1,1.0064782759873196
839.4135299059562,17,4,839.5465408039745,2,U2,m,m,1,0.9333981639938428
840.5161384439562,18,4,840.6457083639689,3,E9,m,m,1,1.1524090690072626
841.8137601319468,19,4,841.9485511520179,4,U6,c,c,1,0.4623595289885998
842.4309850089485,20,5,842.5640980839962,1,U2,m,m,1,1.1028214759426191
843.698307233979,21,5,843.8321194290183,2,G6,c,c,1,0.6016530729830265
844.4685176259372,22,5,844.5985868299613,3,U9,m,m,1,1.4201383700128645
846.0469899369637,23,5,846.1805255180225,4,G6,c,c,1,0.8973208860261366
847.0982452679891,24,6,847.2315115180099,1,U9,m,m,1,0.6951898409752175
847.9475806129631,25,6,848.0830357070081,2,M4,c,c,1,0.8375555810052902
848.9469923409633,26,6,849.0810654299567,3,I3,m,m,1,0.983510166988708
850.0809604449896,27,6,850.2140989010222,4,E4,c,c,1,0.695408814935945
850.9312346270308,28,7,851.0646404200234,1,K5,c,c,1,1.8739830409176648
852.9653819609666,29,7,853.098532696953,2,M4,c,c,1,1.0398732860339803
854.1646906859241,30,7,854.2983742939541,3,R7,m,m,1,0.7519633250776678
855.0805324329995,31,7,855.2132690489525,4,R4,c,c,1,0.5900563150644302
855.8333153909771,32,8,855.9651529969415,1,I3,m,m,1,0.7232018659124151
856.7136519679334,33,8,856.8476591169601,2,M7,c,c,1,0.5425848179729655
857.4143322219606,34,8,857.5474826869322,3,A7,m,m,1,1.4938206480583176
859.0644336929545,35,8,859.1983364250045,4,G2,c,c,1,0.4068931810325011
859.6309816829162,36,9,859.7640610679518,1,R4,c,c,1,0.6680435020243749
860.4474641840206,37,9,860.5779708579648,2,A6,m,m,1,0.4931069989688694
861.0971146959346,38,9,861.230749950977,3,G6,c,c,1,0.8144246650626883
862.0645574099617,39,9,862.1974556349451,4,U7,m,m,1,0.5566241650376469
862.7790590319782,40,10,862.9160172769334,1,E2,m,m,1,0.7700970360310748
863.7133940169588,41,10,863.8588590399595,2,M3,c,c,1,0.4500843409914523
864.3309741639532,42,10,864.4650830059545,3,E4,c,c,1,0.696920715039596
865.18161212001,43,10,865.3148808119586,4,A8,c,c,1,0.5069832729641348
865.8463709949283,44,11,865.9801477759611,1,R4,c,c,1,3.5776059589115903
869.5832289139507,45,11,869.7132246809779,2,M9,c,c,1,0.9754803579999134
870.7144067100016,46,11,870.8501299070194,3,M4,c,c,1,0.8535477030090988
871.73057302495,47,11,871.8640432339162,4,G5,m,m,1,0.4385704279411584
872.333080836921,48,12,872.4632423509611,1,K3,c,c,1,0.5323320709867403
873.0128298240015,49,12,873.1457690079696,2,M6,c,c,1,0.5618448159657419
873.7298238219228,50,12,873.8639367169235,3,I2,c,c,1,0.638585434993729
874.5310596639756,51,12,874.665138392942,4,U6,c,c,1,0.4923365319846198
875.1830637379317,52,13,875.3141054529697,1,R2,c,c,1,0.7363356850109994
876.0799002220156,53,13,876.2106870879652,2,E7,m,m,1,0.5177393089979887
876.7457384229638,54,13,876.8803509660065,3,E7,m,m,1,0.4881110299611464
877.3966725739883,55,13,877.530030563008,4,E2,c,c,1,0.6523962410865352
