timestamp,battery_level_muse,battery_voltage_muse,adc_voltage_muse,temperature_muse
1630415920788,5500,3198,-1,0
1630415930706,5500,3192,-1,0
1630415940743,5500,3196,-1,0
1630415950746,5500,3201,-1,0
1630415960783,5500,3198,-1,0
1630415970775,5500,3194,-1,0
1630415980810,5500,3196,-1,0
1630415990777,5500,3196,-1,0
1630416000774,5500,3198,-1,0
1630416010800,5500,3196,-1,0
1630416020782,5500,3194,-1,0
1630416030804,5500,3196,-1,0
1630416040821,5000,3174,-1,0
1630416050848,5500,3194,-1,0
1630416060806,5500,3194,-1,0
1630416070830,5500,3192,-1,0
1630416080833,5500,3198,-1,0
1630416090834,5500,3196,-1,0
1630416100842,5500,3194,-1,0
1630416110866,5500,3196,-1,0
1630416120843,5500,3196,-1,0
1630416130891,5500,3190,-1,0
1630416140866,5500,3192,-1,0
1630416150896,5500,3194,-1,0
1630416160869,5500,3196,-1,0
1630416170886,5500,3194,-1,0
1630416180915,5000,3185,-1,0
1630416289231,5500,3194,-1,0
1630416299206,5500,3192,-1,0
1630416309282,5500,3194,-1,0
1630416319232,5000,3172,-1,0
1630416329254,5500,3196,-1,0
1630416339256,5500,3192,-1,0
1630416349275,5500,3192,-1,0
1630416359265,5500,3192,-1,0
1630416369272,5500,3192,-1,0
1630416379331,5000,3181,-1,0
1630416389279,5500,3192,-1,0
1630416399345,5500,3192,-1,0
1630416409307,5000,3181,-1,0
1630416419322,5500,3187,-1,0
1630416429344,5000,3170,-1,0
1630416439300,5500,3190,-1,0
1630416449326,5500,3190,-1,0
1630416459346,5500,3190,-1,0
1630416469340,4500,3163,-1,0
1630416479372,5000,3185,-1,0
1630416489328,5000,3172,-1,0
1630416499438,5500,3192,-1,0
1630416509369,5500,3190,-1,0
1630416519390,5500,3187,-1,0
1630416529371,5500,3190,-1,0
1630416539367,5500,3192,-1,0
1630416549427,5500,3192,-1,0
1630416559422,5000,3172,-1,0
1630416569422,5500,3192,-1,0
1630416579423,5500,3190,-1,0
1630416589446,5500,3190,-1,0
1630416599436,5500,3190,-1,0
1630416609402,5500,3190,-1,0
1630416619430,5500,3190,-1,0
1630416629442,5000,3185,-1,0
1630416639487,5500,3187,-1,0
1630416649476,5000,3185,-1,0
1630416659465,5500,3187,-1,0
1630416669480,5000,3179,-1,0
1630416679446,5000,3183,-1,0
1630416689500,5000,3183,-1,0
1630416699492,5500,3187,-1,0
1630416709468,5500,3187,-1,0
1630416719479,5500,3187,-1,0
1630416729482,5000,3183,-1,0
1630416739516,5000,3183,-1,0
1630416749559,5500,3187,-1,0
1630416759526,5500,3187,-1,0
1630416769631,5000,3181,-1,0
1630416779586,5000,3183,-1,0
1630416789707,5500,3187,-1,0
1630416870805,5000,3181,-1,0
1630416880794,5500,3187,-1,0
1630416890811,5000,3183,-1,0
1630416900847,5000,3183,-1,0
1630416910804,5000,3183,-1,0
1630416920802,5000,3183,-1,0
1630416930826,5000,3181,-1,0
1630416940841,5000,3181,-1,0
1630416950823,5000,3181,-1,0
1630416960837,5000,3183,-1,0
1630416970868,5000,3183,-1,0
1630416980856,5000,3179,-1,0
1630416990875,5000,3183,-1,0
1630417000852,5000,3179,-1,0
1630417010887,5000,3181,-1,0
1630417020880,5000,3179,-1,0
