timestamp,battery_level_muse,battery_voltage_muse,adc_voltage_muse,temperature_muse
1631118282899,0,0,-1.0,0.0
1631118282899,2000,3066,-1.0,0.0
1631118282903,0,0,-1.0,0.0
1631118282903,0,0,-1.0,0.0
1631118282903,0,0,-1.0,0.0
1631118282904,0,0,-1.0,0.0
1631118282904,0,0,-1.0,0.0
1631118292589,2000,3066,-1.0,0.0
1631118322792,2000,3066,-1.0,0.0
1631118322803,0,0,-1.0,0.0
1631118322804,0,0,-1.0,0.0
1631118332662,2000,3060,-1.0,0.0
1631118342752,2000,3066,-1.0,0.0
1631118423204,0,0,-1.0,0.0
1631118423204,2000,3064,-1.0,0.0
1631118423204,0,0,-1.0,0.0
1631118432363,2000,3060,-1.0,0.0
1631118443254,2000,3066,-1.0,0.0
1631118473036,0,0,-1.0,0.0
1631118473036,0,0,-1.0,0.0
1631118542597,0,0,-1.0,0.0
1631118542598,0,0,-1.0,0.0
1631118542598,0,0,-1.0,0.0
1631118542598,0,0,-1.0,0.0
1631118542600,0,0,-1.0,0.0
1631118542600,0,0,-1.0,0.0
1631118542601,2000,3058,-1.0,0.0
1631118553182,2000,3060,-1.0,0.0
1631118562831,2000,3038,-1.0,0.0
1631118572715,2000,3062,-1.0,0.0
1631118602567,0,0,-1.0,0.0
1631118602568,0,0,-1.0,0.0
1631118602569,2000,3060,-1.0,0.0
1631118622871,2000,3064,-1.0,0.0
1631118622876,0,0,-1.0,0.0
1631118653760,0,0,-1.0,0.0
1631118653773,2000,3060,-1.0,0.0
1631118653784,0,0,-1.0,0.0
1631118662878,2000,3038,-1.0,0.0
1631118672894,2000,3060,-1.0,0.0
1631118683040,2000,3058,-1.0,0.0
1631118692705,1500,3036,-1.0,0.0
1631118702780,2000,3058,-1.0,0.0
1631118722889,2000,3053,-1.0,0.0
1631118722889,0,0,-1.0,0.0
1631118743357,2000,3060,-1.0,0.0
1631118743368,0,0,-1.0,0.0
1631118752867,2000,3060,-1.0,0.0
1631118772901,2000,3060,-1.0,0.0
1631118772901,0,0,-1.0,0.0
1631118792729,2000,3058,-1.0,0.0
1631118792729,0,0,-1.0,0.0
1631118813203,0,0,-1.0,0.0
1631118813205,2000,3049,-1.0,0.0
1631118833086,2000,3058,-1.0,0.0
1631118833086,0,0,-1.0,0.0
1631118853304,2000,3058,-1.0,0.0
1631118853304,0,0,-1.0,0.0
1631118883185,0,0,-1.0,0.0
1631118883186,1500,3031,-1.0,0.0
1631118883186,0,0,-1.0,0.0
1631118923120,2000,3040,-1.0,0.0
1631118923120,0,0,-1.0,0.0
1631118923121,0,0,-1.0,0.0
1631118923122,0,0,-1.0,0.0
1631118963622,0,0,-1.0,0.0
1631118963622,0,0,-1.0,0.0
1631118963622,2000,3058,-1.0,0.0
