timestamp,battery_voltage,battery_level,device_temperature,bluetooth_link_quality,bluetooth_rssi,bluetooth_tx_power,worn_confidence,is_button_press,is_not_fitted_to_garment
1631118271450,3.998,66,26.9,254,0,12,00,0,0
1631118272450,3.998,66,26.9,254,0,12,00,0,0
1631118273450,3.998,66,26.9,135,0,12,00,0,0
1631118274450,3.998,66,26.9,254,-2,12,00,0,0
1631118275450,3.998,66,27.0,195,-2,12,00,0,0
1631118276450,3.998,66,27.0,215,0,12,00,0,0
1631118277450,3.998,66,27.0,195,-7,12,00,0,0
1631118278450,3.998,66,27.1,254,0,12,00,0,0
1631118279450,3.998,66,27.1,254,0,12,00,0,0
1631118280450,3.998,66,27.2,254,0,12,00,0,0
1631118281450,3.998,66,27.2,254,0,12,00,0,0
1631118282450,3.998,66,27.2,254,0,12,00,0,0
1631118283450,3.998,66,27.2,254,0,12,00,0,0
1631118284450,3.998,66,27.2,254,-1,12,00,0,0
1631118285450,3.998,66,27.2,254,0,12,00,0,0
1631118286450,3.998,66,27.2,254,-4,12,00,0,0
1631118287450,3.998,66,27.2,254,0,12,00,0,0
1631118288450,3.998,66,27.2,254,-11,12,00,0,0
1631118289450,3.998,66,27.3,254,-9,12,00,0,0
1631118290450,3.998,66,27.3,254,-10,12,00,0,0
1631118291450,3.998,66,27.4,254,0,12,00,0,0
1631118292450,3.998,66,27.4,254,0,12,00,0,0
1631118293450,3.998,66,27.4,254,-11,12,00,0,0
1631118294450,3.998,66,27.4,254,0,12,00,0,0
1631118295450,3.998,66,27.4,254,0,12,00,0,0
1631118296450,3.998,66,27.4,254,0,12,00,0,0
1631118297450,3.998,66,27.4,254,0,12,00,0,0
1631118298450,3.998,66,27.4,254,0,12,00,0,0
1631118299450,3.998,66,27.4,254,0,12,00,0,0
1631118300450,3.998,66,27.4,254,0,12,00,0,0
1631118301450,3.998,66,27.4,235,0,12,00,0,0
1631118302450,3.998,66,27.4,254,-9,12,00,0,0
1631118303450,3.998,66,27.4,195,-5,12,00,0,0
1631118304450,3.998,66,27.4,254,0,12,00,0,0
1631118305450,3.998,66,27.4,254,0,12,00,0,0
1631118306450,3.998,66,27.5,195,-2,12,00,0,0
1631118307450,3.998,66,27.6,254,-2,12,00,0,0
1631118308450,3.998,66,27.6,254,-33,12,00,0,0
1631118309450,3.998,66,27.6,254,0,12,00,0,0
1631118310450,3.997,66,27.6,254,0,12,00,0,0
1631118311450,3.997,66,27.6,254,-54,12,00,0,0
1631118312450,3.997,66,27.6,155,0,12,00,0,0
1631118313450,3.997,66,27.6,254,0,12,00,0,0
1631118314450,3.997,66,27.6,254,0,12,00,0,0
1631118315450,3.997,66,27.6,254,-1,12,00,0,0
1631118316450,3.997,66,27.6,254,0,12,00,0,0
1631118317450,3.997,66,27.6,254,0,12,00,0,0
1631118318450,3.997,66,27.7,254,0,12,00,0,0
1631118319450,3.997,66,27.7,254,0,12,00,0,0
1631118320450,3.997,66,27.7,254,0,12,00,0,0
1631118321450,3.997,66,27.8,254,0,12,00,0,0
1631118322450,3.997,66,27.8,254,0,12,00,0,0
1631118323450,3.997,66,27.8,254,-3,12,00,0,0
1631118324450,3.997,66,27.9,254,0,12,00,0,0
1631118325450,3.997,66,27.9,215,0,12,00,0,0
1631118326450,3.997,66,27.9,254,0,12,00,0,0
1631118327450,3.997,66,27.9,254,0,12,00,0,0
1631118328450,3.997,66,27.9,254,0,12,00,0,0
1631118329450,3.997,66,27.9,254,0,12,00,0,0
1631118330450,3.997,66,27.9,254,0,12,00,0,0
1631118331450,3.997,66,27.9,235,0,12,00,0,0
1631118332450,3.997,66,27.9,254,0,12,00,0,0
1631118333450,3.997,66,27.9,235,0,12,00,0,0
1631118334450,3.997,66,28.0,210,0,12,00,0,0
1631118335450,3.997,66,28.0,254,0,12,00,0,0
1631118336450,3.997,66,28.0,254,0,12,00,0,0
1631118337450,3.997,66,28.0,215,0,12,00,0,0
1631118338450,3.997,66,28.0,190,0,12,00,0,0
1631118339450,3.997,66,28.1,235,0,12,00,0,0
1631118340450,3.997,66,28.1,254,0,12,00,0,0
1631118341450,3.997,66,28.1,254,0,12,00,0,0
1631118342450,3.997,66,28.1,195,0,12,00,0,0
1631118343450,3.997,66,28.1,254,0,12,00,0,0
