trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
289.1203087340109,289.6252277500462,R,None,None,1,,0,0
291.6285797370365,292.1252764390083,Q,None,None,1,,1,0
294.1276064279955,294.6252626180649,M,None,None,1,,2,0
296.62607513798866,297.1251844629878,Q,m,m,1,1.4816600700141862,3,0
299.1276778180618,299.6251087479759,K,None,None,1,,4,0
301.62730515003204,302.12511923501734,H,None,None,1,,5,0
304.12778257904574,304.6245228340849,B,None,None,1,,6,0
306.6276142990682,307.12506034900434,F,None,None,1,,7,0
309.1278208739823,309.62496018898673,B,m,m,1,0.5075174979865551,8,0
311.62789878004696,312.12487890804186,F,m,m,1,1.465994535014033,9,0
314.1291859280318,314.6239902119851,X,None,None,1,,10,0
316.62592720706016,317.12488485407084,H,None,None,1,,11,0
319.1270577920368,319.62482917506713,R,None,None,1,,12,0
321.6271463780431,322.123284255038,K,None,None,1,,13,0
324.12704902898986,324.624751779018,Q,None,None,1,,14,0
326.62581072805915,327.12493088503834,K,m,m,1,0.659918079036288,15,0
329.1274013450602,329.6243669530377,B,None,m,0,1.4808786120265722,16,0
331.62579994497355,332.124802530976,M,None,None,1,,17,0
334.1285261390731,334.6247363530565,X,None,None,1,,18,0
336.627185177058,337.12469153199345,F,None,None,1,,19,0
679.7592799770646,680.2699778650422,F,None,None,1,,0,1
682.2726272389991,682.7700370720122,Q,None,None,1,,1,1
684.7739426919725,685.2699615920428,M,None,None,1,,2,1
687.2729349420406,687.7941311040195,B,None,None,1,,3,1
689.7568741320865,690.2699332199991,X,None,None,1,,4,1
692.2708495180123,692.7698943120195,K,None,None,1,,5,1
694.7726702949731,695.2698510610498,X,m,m,1,0.7520607250044122,6,1
697.2720507070189,697.7698465520516,R,None,None,1,,7,1
699.7717951630475,700.269771013991,H,None,None,1,,8,1
702.272636266076,702.7699345190777,R,m,m,1,0.411219164961949,9,1
704.772842528997,705.2697575390339,Q,None,None,1,,10,1
707.2765633399831,707.7901278929785,H,None,None,1,,11,1
709.7724480730249,710.268713611993,F,None,None,1,,12,1
712.2725342500489,712.7694589520106,H,m,m,1,0.4789070700062439,13,1
714.7718698940007,715.2695660609752,K,None,None,1,,14,1
717.2716569540789,717.7695749460254,B,None,None,1,,15,1
719.7724557790207,720.2694597140653,M,None,None,1,,16,1
722.2721802400192,722.7694912020816,X,None,None,1,,17,1
724.771473234985,725.2695256230654,M,m,m,1,0.9273552140221,18,1
727.272258636076,727.7689378140494,R,None,None,1,,19,1
1052.5418956070207,1053.0522196830716,F,None,None,1,,0,2
1055.0510691259988,1055.5649576430442,R,None,None,1,,1,2
1057.551234284998,1058.0650499750627,H,None,None,1,,2,2
1060.0513048120774,1060.56492126605,B,None,None,1,,3,2
1062.5508097320562,1063.0647683780408,H,m,m,1,0.5996847980422899,4,2
1065.0510751720285,1065.5648395280589,B,m,m,1,0.8670959579758346,5,2
1067.551372464979,1068.0648230580846,M,None,None,1,,6,2
1070.0510480270025,1070.5648273850093,X,None,None,1,,7,2
1072.55096019106,1073.0646572490225,K,None,None,1,,8,2
1075.0510937880026,1075.5646709239809,Q,None,None,1,,9,2
1077.5505045090104,1078.064735930995,K,m,m,1,0.4630112270824611,10,2
1080.051190659986,1080.56462758407,M,None,None,1,,11,2
1082.5512477749726,1083.0645913620249,F,None,None,1,,12,2
1085.0516943599796,1085.5650009900564,X,None,None,1,,13,2
1087.5510933580808,1088.064447178971,B,None,None,1,,14,2
1090.0507801860804,1090.5640459330752,H,None,None,1,,15,2
1092.550838959054,1093.0639232420365,R,None,None,1,,16,2
1095.0506093850126,1095.564408774022,K,None,None,1,,17,2
1097.5508383660344,1098.0643803359708,R,m,m,1,0.6745526209706441,18,2
1100.050587972975,1100.5643412680363,Q,None,None,1,,19,2
