trialStartTime,stimulusStartTime,stimulusCoords,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
219.09698965598363,220.27924698300194,-0.1,x,x,1,1.7026955450419337,0,0
220.8449825120624,222.18018551403657,0.1,comma,comma,1,1.7645724021131173,1,0
222.6449492870597,223.98002838506363,-0.3,z,z,1,1.8274873349582776,2,0
224.51118397701063,225.6597404180793,0.3,period,period,1,1.5301276260288432,3,0
226.07872970204332,227.4465669139754,-0.1,x,x,1,1.6556413570651785,4,0
227.77536000707187,229.02565476007294,0.3,period,period,1,1.6120128689799458,5,0
229.42189240898009,230.5590809470741,0.1,comma,comma,1,1.54920987598598,6,0
231.01130319503136,232.09237287007272,-0.1,x,x,1,1.4157354769995436,7,0
232.4747101580724,233.85949837905355,-0.3,z,z,1,1.7282480410067365,8,0
234.2450690730475,235.3586208979832,-0.1,x,x,1,1.5059953860472888,9,0
235.7900431510061,237.1131607630523,-0.3,z,z,1,1.6477458020672202,10,0
237.47827397903893,238.72591890499461,0.3,period,period,1,1.5914503069361672,11,0
239.1107012680732,240.34647810808383,0.3,period,period,1,1.5849200000520796,12,0
240.74616942403367,241.91310655302368,-0.1,x,x,1,1.4793819680344311,13,0
242.2574694900541,243.61313640500885,0.3,period,period,1,1.671012268983759,14,0
243.97837860998695,245.02564490004443,-0.3,z,z,1,1.4380617139395326,15,0
245.4573184660403,246.67974060308188,0.1,comma,comma,1,1.7763555770507082,16,0
247.27988675504457,248.55919635202736,-0.1,x,x,1,1.7867735429899767,17,0
249.1109075450804,250.19246150401887,0.1,comma,comma,1,1.508377640042454,18,0
250.6569606170524,251.7592273170594,0.1,comma,comma,1,1.4582542650168762,19,0
252.15541391004808,253.22553465003148,-0.3,z,z,1,1.4097795800771564,20,0
253.6090028010076,254.7455668289913,-0.3,z,z,1,1.5089537260355428,21,0
255.1570880999789,256.4453458840726,0.3,period,period,1,1.572861660970375,22,0
256.7749464689987,258.112872909056,-0.3,z,z,1,1.6650806759716943,23,0
258.47760691598523,259.79264058405533,-0.1,x,x,1,1.6753593559842557,24,0
260.1899986430072,261.359259220073,0.1,comma,comma,1,1.6467480990104375,25,0
261.87841222505085,263.2922688240651,0.1,comma,comma,1,1.7511441450333225,26,0
263.677367442986,265.09204346104525,-0.3,z,z,1,1.7528522100765258,27,0
265.474713720032,266.55895264504943,0.3,period,period,1,1.4976941159693524,28,0
267.0116958520375,268.24538907106034,0.3,period,period,1,1.6077789240516722,29,0
268.6566570380237,269.91290611599106,0.1,comma,comma,1,1.7297573550604284,30,0
270.4235783420736,271.65895850700326,-0.1,x,x,1,1.80175290198531,31,0
272.25660571304616,273.39220957807265,0.1,comma,comma,1,1.5484955729916692,32,0
273.83966086898,275.1254590920871,0.3,period,period,1,1.673357932944782,33,0
275.5578131530201,277.14605017506983,-0.3,z,z,1,1.8901438920293003,34,0
277.4889491769718,278.8917333150748,-0.1,x,x,1,1.8670159470057115,35,0
614.4371074390365,615.4370331900427,-0.1,x,x,1,1.3579335550311953,0,1
615.8359319199808,616.991455957992,-0.1,x,x,1,1.5989861040143296,1,1
617.4664747019997,618.737751564011,0.3,period,period,1,1.6284735879162326,2,1
619.1315181889804,620.437549127033,0.3,period,period,1,1.7023147420259193,3,1
620.8676747870632,621.9248538190732,-0.1,x,x,1,1.5081467380514368,4,1
622.4194843780715,623.7245719190687,0.3,period,period,1,1.6772585670696571,5,1
624.1356623150641,625.3245644679992,-0.3,z,z,1,1.549947274965234,6,1
625.7221597270109,626.8912365060532,0.1,comma,comma,1,1.6323077320121229,7,1
627.3888117980678,628.7577686160803,-0.3,z,z,1,1.7046220219926909,8,1
629.1375562450849,630.5042068790644,0.3,period,period,1,1.6938403979875147,9,1
630.8655734630302,632.1243646109942,-0.3,z,z,1,1.6458782859845087,10,1
632.5541087120073,633.736674424028,0.1,comma,x,0,1.673193315975368,11,1
634.2686713450821,None,-0.3,z,comma,0,0.0025699160760268,12,1
634.3089132009773,635.5236166829709,-0.3,z,z,1,1.685167401097715,13,1
636.0301625960274,637.504235098022,-0.1,x,x,1,1.838837468996644,14,1
637.9008756669937,639.1039138690103,-0.1,x,x,1,1.559146214975044,15,1
639.5018486090703,640.7235045130365,-0.3,z,z,1,1.5241137680131942,16,1
641.0713867390295,642.4031726809917,0.1,comma,comma,1,1.8114888570271432,17,1
642.92386325798,644.2234713040525,0.3,period,period,1,1.701942195999436,18,1
