trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
290.5485473839799,291.0504975570366,R,None,None,1,,0,0
293.05391171900555,293.5505859099794,Q,None,None,1,,1,0
295.5558436859865,296.0710652680136,M,None,None,1,,2,0
298.0526344400132,298.5504232160747,Q,m,m,1,0.3684725760249421,3,0
300.55320543504786,301.0504863690585,K,None,None,1,,4,0
303.0535952220671,303.5502660010243,H,None,None,1,,5,0
305.5528741440503,306.05036174308043,B,None,None,1,,6,0
308.05263623804785,308.55011978105176,F,None,None,1,,7,0
310.55225707404315,311.0493853680091,B,m,m,1,0.2739303939742967,8,0
313.0533858870622,313.5502679729834,F,m,m,1,1.5642421289812771,9,0
315.5534565059934,316.0502630129922,X,None,None,1,,10,0
318.05235479807016,318.5500869700918,H,None,None,1,,11,0
320.5523068540497,321.05019340501167,R,None,None,1,,12,0
323.0511367220897,323.55013082001824,K,None,None,1,,13,0
325.5522740239976,326.0501616370166,Q,None,None,1,,14,0
328.0522215490928,328.5483913089847,K,m,m,1,0.4344540500314906,15,0
330.5505076079862,331.0499918580754,B,None,None,1,,16,0
333.0509074269794,333.5501300540054,M,None,None,1,,17,0
335.5534435020527,336.0496283520479,X,None,None,1,,18,0
338.05198066704907,338.54936197202187,F,None,None,1,,19,0
694.5507389280247,695.0617469450226,F,None,None,1,,0,1
697.049398791045,697.5617651230423,Q,None,None,1,,1,1
699.5481376930838,700.0617386790691,M,None,None,1,,2,1
702.0644512760919,702.5617803300265,B,None,None,1,,3,1
704.562588957022,705.061712336028,X,None,None,1,,4,1
707.0638469330734,707.561149973073,K,None,None,1,,5,1
709.5635819979943,710.0610927459784,X,m,m,1,0.3405063929967582,6,1
712.0641986090923,712.5615289190318,R,None,None,1,,7,1
714.552598697017,715.0615373030305,H,None,None,1,,8,1
717.0475496870931,717.5614778670715,R,m,m,1,0.3787427429342642,9,1
719.5635782780591,720.0608420519857,Q,None,None,1,,10,1
722.0635162800318,722.5606400950346,H,None,None,1,,11,1
724.5635641610716,725.0613416120177,F,None,None,1,,12,1
727.0634079379961,727.560714352061,H,m,m,1,0.3396107180742547,13,1
729.5635051740101,730.060868393979,K,None,None,1,,14,1
732.0639902930707,732.561259431066,B,None,None,1,,15,1
734.5644585359842,735.0612235730514,M,None,None,1,,16,1
737.0602759920293,737.5608070919989,X,None,None,1,,17,1
739.5603422890417,740.0604156780755,M,m,m,1,0.3460357519797981,18,1
742.0640855600359,742.5606874050573,R,None,None,1,,19,1
1058.3000241020927,1058.810743810027,F,None,None,1,,0,2
1060.7933843979845,1061.2900976610836,R,None,None,1,,1,2
1063.2922878230456,1063.7900495340582,H,None,None,1,,2,2
1065.7929987889947,1066.2901233599987,B,None,None,1,,3,2
1068.2923319659894,1068.790080868057,H,m,m,1,0.2836587320780381,4,2
1070.7920318320394,1071.2900148810586,B,m,None,0,,5,2
1073.2921237900157,1073.7901400810806,M,None,None,1,,6,2
1075.790934851044,1076.2899790590163,X,None,None,1,,7,2
1078.2927456570324,1078.789916240028,K,None,None,1,,8,2
1080.792739585042,1081.289826338063,Q,None,None,1,,9,2
1083.2908351590158,1083.7898524530465,K,m,m,1,0.3035966929746791,10,2
1085.792125491076,1086.2897993620718,M,None,None,1,,11,2
1088.2929754760116,1088.7898575670552,F,None,None,1,,12,2
1090.792606326053,1091.2897815949982,X,None,None,1,,13,2
1093.2927270270884,1093.7897440980887,B,None,None,1,,14,2
1095.791861589998,1096.2896332280943,H,None,None,1,,15,2
1098.2909086910076,1098.7896576389903,R,None,None,1,,16,2
1100.7918812499847,1101.2896072100848,K,None,None,1,,17,2
1103.2915938840017,1103.789762938046,R,m,m,1,0.4109776180703193,18,2
1105.7924286350608,1106.2894143760204,Q,None,None,1,,19,2
