trialStartTime,trialNumber,repNumber,stimulusStartTime,stimulusQuadrant,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime
958.6925235820236,0,0,958.8285363520264,1,A9,m,m,1,4.0370214900467545
962.8942337359769,1,0,963.0298681110144,2,R7,c,c,1,4.046649922966026
967.1119605180576,2,0,967.2463317849906,3,G5,m,m,1,4.339373889029957
971.6104337440338,3,0,971.7493508129846,4,G6,c,m,0,1.3487524449592456
973.127322920016,4,1,973.2616942840395,1,G9,c,m,0,3.0151784219779074
976.3108220179564,5,1,976.4505952970358,2,U4,m,c,0,2.14024944009725
978.6099807119464,6,1,978.7460630759596,3,M8,c,m,0,1.1416353599634022
979.910936965025,7,1,980.0448315730318,4,I9,m,m,1,0.9928774600848556
981.060941554024,8,2,981.1936942009488,1,R8,c,c,1,0.6919246470788494
981.9118949179538,9,2,982.0427500490332,2,M4,c,m,0,0.8588260699762031
982.9274600710488,10,2,983.0601148509886,3,R4,c,None,0,
988.076370276045,11,2,988.212359498022,4,G3,m,c,0,0.4306814030278474
988.678788956022,12,3,988.8129394360584,1,G6,c,c,1,1.2185315929818898
990.0610745799496,13,3,990.1947900480592,2,A8,m,m,1,0.3206527670845389
990.5428801670204,14,3,990.6783829519992,3,U2,c,m,0,0.6681232319679111
991.376303454046,15,3,991.5095963299972,4,R8,c,c,1,0.4748374770861119
992.0119259960484,16,4,992.1447700719582,1,E6,m,c,0,1.246652905945666
993.4100447529928,17,4,993.5452861679952,2,R6,c,m,0,0.6241095900768414
994.1938951880438,18,4,994.3280746809904,3,G6,c,m,0,0.5022024529753253
994.861774257035,19,4,994.992956100963,4,E2,c,c,1,0.6283770860172808
995.6440678179496,20,5,995.7767386160558,1,U9,m,c,0,0.6215501829283312
996.4297296530568,21,5,996.5607296980452,2,M3,c,m,0,0.6414473810000345
997.2272700680188,22,5,997.3612069219816,3,U3,m,m,1,0.7100488400319591
998.0938308340264,23,5,998.2279951369856,4,K3,m,c,0,0.5811145800398663
998.846877929056,24,6,998.9758517260198,1,G6,c,c,1,1.037219361984171
1000.04271470604,25,6,1000.1773579949512,2,A4,m,m,1,4.04976084001828
1004.2434708940564,26,6,1004.3733939770608,3,I7,m,c,0,1.0322567560942844
1005.426824679016,27,6,1005.5625218979548,4,E7,m,c,0,0.7660714789526537
1006.3607357479632,28,7,1006.494269317016,1,R9,c,m,0,0.8762399200350046
1007.3938296569976,29,7,1007.5281990610528,2,I4,m,m,1,0.109408984077163
1007.6632427939912,30,7,1007.793281535036,3,K3,m,None,0,
1012.828017284046,31,7,1012.9607503389708,4,R8,c,c,1,4.001206915010698
1016.99322659499,32,8,1017.1259447589982,1,K6,c,None,0,
1022.141466394998,33,8,1022.2879868620076,2,G3,c,c,1,1.892655490897596
1024.2097519040108,34,8,1024.3442585220328,3,K7,m,m,1,0.3107470839750021
1024.676478422014,35,8,1024.8086332599632,4,A5,m,c,0,0.8684857890475541
1025.712401567027,36,9,1025.8438073650468,1,M4,c,m,0,0.8341594060184434
1026.7114925390342,37,9,1026.8423380079912,2,I3,m,c,0,2.472577587934211
1029.3421625039773,38,9,1029.4769926579902,3,E9,m,m,1,2.308765218011104
1031.80993502005,39,9,1031.9427467549683,4,A3,m,m,1,3.189989013946615
1035.1608621630585,40,10,1035.2936541190138,1,G8,c,c,1,0.1108616789570078
