trialStartTime,trialNumber,repNumber,stimulusStartTime,stimulusQuadrant,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime
886.0510901,0,0,886.1850253,1,M4,c,m,0,1.158633485
887.3702251,1,0,887.5063931,2,K7,c,c,1,1.087269519
888.6185068,2,0,888.7545709,3,R5,m,c,0,1.673981259
890.4522795,3,0,890.58771,4,A4,c,m,0,0.834810241
891.4532137,4,1,891.5865759,1,E8,m,m,1,0.920848326
892.537429,5,1,892.6693445,2,M8,c,c,1,0.716931919
893.4195172,6,1,893.5540801,3,M6,c,m,0,2.624169094
896.2027707,7,1,896.3798568,4,U5,m,c,0,2.299328451
898.7024232,8,2,898.8363624,1,R7,c,m,0,1.970819144
900.8364135,9,2,900.9714669,2,G5,c,c,1,0.842511777
901.8359889,10,2,901.9693923,3,E6,c,m,0,1.751595543
903.7504073,11,2,903.8862938,4,M2,c,m,0,1.432598904
905.3544248,12,3,905.4886781,1,U2,m,m,1,0.966292635
906.4872548,13,3,906.6182411,2,U4,m,m,1,0.427562464
907.0696421,14,3,907.2043659,3,I3,m,c,0,0.92640507
908.154176,15,3,908.2871289,4,G8,c,m,0,0.629563505
908.9537853,16,4,909.0870063,1,E9,m,m,1,0.861621684
909.9699016,17,4,910.1026471,2,A4,m,m,1,0.471914137
910.6028805,18,4,910.7359202,3,R3,m,c,0,1.063662468
911.8201328,19,4,911.9542014,4,R8,c,m,0,1.141335259
913.1193761,20,5,913.2516587,1,K8,c,c,1,1.044771661
914.3191752,21,5,914.4523149,2,G5,c,c,1,0.571179354
915.0501612,22,5,915.1851153,3,U8,c,m,0,1.319260965
916.5363072,23,5,916.6693602,4,R4,c,c,1,1.051921886
917.7539875,24,6,917.8853209,1,E2,m,m,1,2.659976428
920.5692365,25,6,920.7027547,2,A9,m,m,1,0.445379051
921.1693123,26,6,921.3027255,3,U2,c,c,1,3.634358232
924.9691426,27,6,925.10256,4,E6,c,m,0,2.365360404
927.4847166,28,7,927.6183504,1,I8,m,m,1,1.052587927
928.7026438,29,7,928.8360033,2,R9,c,m,0,1.665726395
930.5190401,30,7,930.6509083,3,R7,m,c,0,2.103789859
932.7866977,31,7,932.9202789,4,G2,c,m,0,3.657289064
936.6024806,32,8,936.7357042,1,A8,m,m,1,0.700765936
937.4533436,33,8,937.5857522,2,I8,m,m,1,0.468687995
938.0869673,34,8,938.2196406,3,I7,m,c,0,3.760676267
942.0021306,35,8,942.135572,4,U8,c,m,0,2.83763908
945.0016244,36,9,945.1207906,1,R8,c,c,1,2.106294201
947.2519041,37,9,947.3842282,2,U6,m,m,1,0.583797498
947.9842926,38,9,948.1180047,3,I4,c,m,0,2.607023608
950.7638781,39,9,950.8861902,4,I9,m,c,0,3.670600846
954.5844305,40,10,954.7201819,1,M9,c,c,1,1.408491546
956.1533716,41,10,956.2847591,2,I7,m,m,1,0.499015026
956.822379,42,10,956.950415,3,R4,c,m,0,1.143148563
958.1183288,43,10,958.2532313,4,G5,m,c,0,0.544307564
958.8208594,44,11,958.953685,1,G3,c,c,1,1.0118295
959.9854383,45,11,960.1181995,2,E9,m,m,1,1.331315217
961.4689704,46,11,961.6024015,3,G9,m,m,1,1.954085337
963.5849096,47,11,963.7189692,4,R5,m,m,1,2.446342379
966.1849855,48,12,966.3202025,1,A2,m,m,1,3.376012113
969.7177701,49,12,969.8496958,2,R8,c,c,1,0.608327178
970.4865956,50,12,970.6181324,3,K3,m,m,1,3.518807597
974.1689559,51,12,974.3026092,4,E2,c,m,0,2.202213736
976.5352947,52,13,976.6688044,1,E3,m,m,1,1.306914532
978.0028321,53,13,978.1353989,2,I2,m,m,1,0.431412102
978.5843698,54,13,978.7170152,3,A7,m,c,0,0.811607471
979.5532043,55,13,979.6857469,4,K8,c,m,0,0.648986048
980.3516665,56,14,980.4844577,1,E6,m,m,1,1.007381629
981.5197042,57,14,981.6511439,2,M9,c,c,1,0.640589737
982.318027,58,14,982.4538025,3,E4,c,m,0,1.112765512
983.5846176,59,14,983.7193414,4,U3,m,c,0,1.21122655
984.9532328,60,15,985.0846571,1,G4,c,c,1,1.160814431
986.2682513,61,15,986.4019601,2,M5,c,c,1,0.439474924
986.870848,62,15,987.0007174,3,E7,m,c,0,0.814637806
987.8345817,63,15,987.9685638,4,U4,c,m,0,0.579719181
988.5680202,64,16,988.700839,1,G8,c,c,1,0.889418686
989.6175198,65,16,989.7533868,2,R3,c,c,1,0.586898522
990.3702518,66,16,990.5020558,3,E8,c,m,0,3.47301871
994.0025757,67,16,994.1348176,4,G2,c,m,0,1.730272237
995.8864347,68,17,996.0154196,1,E6,m,m,1,1.165497359
997.2015107,69,17,997.3348977,2,E4,m,m,1,0.377024403
997.7349952,70,17,997.8684684,3,K9,m,c,0,0.636332946
998.5349704,71,17,998.6683117,4,U5,m,c,0,0.503445729
999.202798,72,18,999.3350506,1,I7,m,m,1,1.01478784
1000.388318,73,18,1000.518903,2,M9,c,c,1,0.544815227
1001.087304,74,18,1001.220973,3,E3,m,c,0,2.03972451
1003.284972,75,18,1003.419293,4,G5,m,c,0,0.536391309
1003.984466,76,19,1004.116343,1,A4,m,m,1,0.85423907
1005.001487,77,19,1005.134924,2,A5,m,m,1,0.423680114
1005.583873,78,19,1005.719491,3,R3,m,c,0,0.758040615
1006.50286,79,19,1006.635225,4,K4,c,m,0,0.556248916
1007.218871,80,20,1007.352756,1,I6,m,m,1,2.694011377
1010.067953,81,20,1010.201863,2,E9,m,m,1,0.400403775
1010.617825,82,20,1010.750094,3,R3,m,c,0,0.72319331
1011.501797,83,20,1011.635443,4,M2,c,m,0,0.583762036
1012.250888,84,21,1012.38161,1,I8,m,m,1,0.604559706
1013.017603,85,21,1013.152982,2,K6,c,c,1,0.553134199
1013.735376,86,21,1013.86751,3,U2,c,m,0,1.426652024
1015.317981,87,21,1015.450355,4,E3,m,c,0,0.612719532
1016.082032,88,22,1016.214077,1,M8,c,m,0,1.730046468
1017.968675,89,22,1018.101393,2,G4,c,c,1,1.283509651
1019.41992,90,22,1019.552714,3,G2,c,m,0,1.39312411
1020.967647,91,22,1021.101568,4,E9,m,c,0,0.622287996
1021.750429,92,23,1021.886086,1,G4,c,c,1,0.979755721
1022.883805,93,23,1023.018465,2,G7,c,c,1,0.34430266
1023.395774,94,23,1023.519289,3,G8,c,m,0,1.316390615
1024.86896,95,23,1025.001127,4,R8,c,m,0,0.712534355
1025.734374,96,24,1025.868006,1,U8,m,m,1,1.14064928
1027.034867,97,24,1027.167696,2,K2,c,c,1,0.643907511
1027.834144,98,24,1027.968006,3,R6,c,m,0,2.304476646
1030.30159,99,24,1030.434436,4,A8,c,m,0,0.687155147
1031.1501,100,25,1031.284102,1,I9,m,m,1,0.503328919
1031.829337,101,25,1031.952477,2,K5,c,c,1,0.629984935
1032.602037,102,25,1032.734544,3,A3,m,c,0,0.766841742
1033.517466,103,25,1033.651353,4,K7,m,c,0,0.489915633
1034.169998,104,26,1034.30088,1,E3,m,m,1,0.7393937
1035.068371,105,26,1035.201028,2,A3,m,m,1,0.461180175
1035.683896,106,26,1035.816186,3,U3,m,c,0,0.831021936
1036.668122,107,26,1036.800799,4,U4,c,m,0,0.588416589
1037.416715,108,27,1037.549749,1,K7,c,c,1,1.614401422
1039.184678,109,27,1039.317025,2,K6,c,c,1,0.469025624
1039.816272,110,27,1039.951959,3,E7,m,c,0,0.816154147
1040.784667,111,27,1040.915396,4,K7,m,c,0,1.023552363
1041.968694,112,28,1042.101361,1,I3,m,m,1,0.779683865
1042.900944,113,28,1043.034877,2,E8,m,m,1,0.455071253
