trialStartTime,trialNumber,repNumber,stimulusStartTime,stimulusQuadrant,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime
1170.982971,0,0,1171.122389,1,I5,m,c,0,3.244291109
1174.3912,1,0,1174.523168,2,R2,c,c,1,2.789320692
1177.343123,2,0,1177.476064,3,U9,m,m,1,2.612321488
1180.110076,3,0,1180.244031,4,U3,m,m,1,0.813222894
1181.076494,4,1,1181.211205,1,U6,m,m,1,1.223096234
1182.460281,5,1,1182.593558,2,K4,c,c,1,0.684707531
1183.311474,6,1,1183.445895,3,G5,m,c,0,1.074455515
1184.543582,7,1,1184.678043,4,E4,c,m,0,0.88914907
1185.605041,8,2,1185.724536,1,R3,c,c,1,1.755092562
1187.509952,9,2,1187.643927,2,I8,m,m,1,1.883097082
1189.559876,10,2,1189.695815,3,M4,c,c,1,1.645189393
1191.358898,11,2,1191.494319,4,A4,c,c,1,0.599587586
1192.128038,12,3,1192.258912,1,U4,m,m,1,1.720002048
1194.01246,13,3,1194.143442,2,G2,c,c,1,0.788384155
1194.959628,14,3,1195.094396,3,G3,m,m,1,2.131442987
1197.261434,15,3,1197.392041,4,U3,m,m,1,0.515660322
1197.937877,16,4,1198.061571,1,R6,c,c,1,1.232009082
1199.328299,17,4,1199.459878,2,E5,m,m,1,0.733678689
1200.228807,18,4,1200.357921,3,I5,m,m,1,1.518564704
1201.892957,19,4,1202.025796,4,U9,m,m,1,0.522613843
1202.576043,20,5,1202.708742,1,R3,c,c,1,2.32065725
1205.058671,21,5,1205.192453,2,A2,m,m,1,0.551856605
1205.776852,22,5,1205.910231,3,G2,c,c,1,1.101592577
1207.045236,23,5,1207.176921,4,R3,m,m,1,0.513334287
1207.709905,24,6,1207.84374,1,R7,c,c,1,2.942516795
1210.809768,25,6,1210.943765,2,A7,m,m,1,0.553352409
1211.525345,26,6,1211.659005,3,G6,c,c,1,1.13207086
1212.826408,27,6,1212.959273,4,K3,m,m,1,0.546822825
1213.525689,28,7,1213.659141,1,R6,c,c,1,0.936825683
1214.627714,29,7,1214.758323,2,K2,c,c,1,1.000560195
1215.794621,30,7,1215.926293,3,E4,c,c,1,1.006631931
1216.960697,31,7,1217.093382,4,G3,m,m,1,0.57844417
1217.691686,32,8,1217.827917,1,K6,c,c,1,0.874825005
1218.727691,33,8,1218.859344,2,A3,m,m,1,0.569426081
1219.458157,34,8,1219.59165,3,E7,m,c,0,0.801051659
1220.425911,35,8,1220.561306,4,M5,m,c,0,0.671405212
1221.261258,36,9,1221.395307,1,M3,c,c,1,1.667236205
1223.095279,37,9,1223.226967,2,R2,c,c,1,0.71156938
1223.95938,38,9,1224.094698,3,M9,m,m,1,1.316804493
1225.443044,39,9,1225.576205,4,K2,c,m,0,0.604311607
1226.210044,40,10,1226.343003,1,K7,c,c,1,1.240528496
1227.609975,41,10,1227.743735,2,R6,c,c,1,0.649584891
1228.425829,42,10,1228.558844,3,E6,c,c,1,1.074499582
1229.6586,43,10,1229.791979,4,K9,m,m,1,4.110158812
1233.926327,44,11,1234.06086,1,M9,c,c,1,2.540237106
1236.625391,45,11,1236.760159,2,G6,c,c,1,0.661898121
1237.442738,46,11,1237.576943,3,M9,m,m,1,1.275012416
1238.87598,47,11,1239.009099,4,U4,c,c,1,0.651811281
1239.694121,48,12,1239.825973,1,E3,m,m,1,1.215576663
1241.057435,49,12,1241.193161,2,M8,c,c,1,0.743616705
1241.958919,50,12,1242.092238,3,G3,m,m,1,1.155499487
1243.276443,51,12,1243.409697,4,A4,c,c,1,0.614064394
1244.060737,52,13,1244.191141,1,E4,m,c,0,2.706446979
1246.924587,53,13,1247.058974,2,I9,m,m,1,2.204560136
1249.291602,54,13,1249.428284,3,U5,m,c,0,0.964166172
1250.427513,55,13,1250.55808,4,E8,c,c,1,0.974283444
1251.557852,56,14,1251.694025,1,G3,c,c,1,0.84732276
1252.558463,57,14,1252.693978,2,U9,m,m,1,1.039423872
1253.757757,58,14,1253.894123,3,U7,m,m,1,1.454240262
1255.375718,59,14,1255.509202,4,G7,m,m,1,0.477036038
1256.009409,60,15,1256.142758,1,I3,m,m,1,0.866452901
1257.025293,61,15,1257.156664,2,R5,c,c,1,0.582460273
1257.759036,62,15,1257.894402,3,M5,m,m,1,0.920630467
1258.842467,63,15,1258.976873,4,A9,m,m,1,0.459174934
1259.459393,64,16,1259.593243,1,G9,c,c,1,0.877790102
1260.492167,65,16,1260.62643,2,E6,m,m,1,1.25052608
1261.909351,66,16,1262.04301,3,G4,c,c,1,2.355924328
1264.426849,67,16,1264.558321,4,E6,c,c,1,0.816591483
1265.39195,68,17,1265.526146,1,I9,m,m,1,0.753552486
1266.308975,69,17,1266.442513,2,K9,c,c,1,0.581428928
1267.060699,70,17,1267.193411,3,M7,m,m,1,0.658463767
1267.875439,71,17,1268.009151,4,I3,m,m,1,0.457556039
1268.492324,72,18,1268.624069,1,G9,c,c,1,0.97462066
1269.622854,73,18,1269.758412,2,I3,m,m,1,0.7511765
1270.52545,74,18,1270.660239,3,E6,c,c,1,0.930395561
1271.627173,75,18,1271.757336,4,U3,m,m,1,0.635146797
1272.427113,76,19,1272.558637,1,R5,c,c,1,1.357847115
1273.942072,77,19,1274.075746,2,K2,c,c,1,0.557830481
1274.657976,78,19,1274.793697,3,G9,m,m,1,2.292655609
1277.108937,79,19,1277.24324,4,K6,c,c,1,0.541103324
1277.810573,80,20,1277.942202,1,E8,m,c,0,0.970118303
1278.946557,81,20,1279.077516,2,G6,c,c,1,0.626651273
1279.725165,82,20,1279.860117,3,K3,m,c,0,0.761180861
1280.642571,83,20,1280.776998,4,I7,m,m,1,1.92223031
1282.725886,84,21,1282.859088,1,I8,m,m,1,1.155892466
1284.041573,85,21,1284.17613,2,K8,c,c,1,0.584373702
1284.79202,86,21,1284.92607,3,I8,c,c,1,1.566859258
1286.524676,87,21,1286.660337,4,M6,c,c,1,0.816479357
1287.508987,88,22,1287.642453,1,U9,m,m,1,1.482668163
1289.158466,89,22,1289.293501,2,M5,c,c,1,0.512322981
1289.836561,90,22,1289.96039,3,K4,c,c,1,1.748316991
1291.724822,91,22,1291.857487,4,U8,c,c,1,1.067277743
1292.96008,92,23,1293.093722,1,U9,m,m,1,1.06598855
1294.1908,93,23,1294.326953,2,E5,m,m,1,0.860644457
1295.210981,94,23,1295.342872,3,M4,c,c,1,0.824547126
