timestamp,cumulative_impulse_load,walking_step_count,running_step_count,bound_count,jump_count,minor_impact_count,major_impact_count,avg_force_dev_rate,avg_step_impulse,avg_step_period,last_jump_flight_time
1629795340446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795341446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795342446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795343446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795344446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795345446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795346446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795347446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795348446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795349446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795350446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795351446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795352446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795353446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795354446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795355446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795356446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795357446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795358446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795359446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795360446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795361446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795362446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795363446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795364446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795365446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795366446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795367446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795368446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795369446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795370446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795371446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795372446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795373446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795374446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795375446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795376446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795377446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795378446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795379446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795380446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795381446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795382446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795383446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795384446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795385446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795386446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795387446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795388446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795389446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795390446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795391446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795392446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795393446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795394446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795395446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795396446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795397446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795398446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795399446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795400446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795401446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795402446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795403446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795404446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795405446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795406446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795407446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795408446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795409446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795410446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795411446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795412446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795413446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795414446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795415446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795416446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795417446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795418446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795419446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795420446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795421446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795422446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795423446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795424446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795425446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795426446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795427446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795428446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795429446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795430446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795431446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795432446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795433446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795434446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795435446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795436446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795437446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795438446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795439446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795440446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795441446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795442446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795443446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795444446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795445446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795446446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795447446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795448446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795449446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795450446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795451446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795452446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795453446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795454446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795455446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795456446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795457446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795458446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795459446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795460446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795461446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795462446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795463446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795464446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795465446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795466446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795467446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795468446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795469446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795470446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
1629795471446,881,2,0,0,0,4,4,0.0,0.0,0.0,0.0
