trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
381.11522226501256,381.6186778161209,H,None,None,1,,0,0
383.6176420270931,384.1315239090473,F,None,None,1,,1,0
386.11760280211456,386.6315975051839,H,m,m,1,1.117817034944892,2,0
388.61805086699314,389.131517225178,X,None,None,1,,3,0
391.1182794380002,391.6315389859956,B,None,None,1,,4,0
393.6176338130608,394.1314283041284,X,m,m,1,1.457646624185145,5,0
396.1177998750936,396.6313776781317,R,None,None,1,,6,0
398.6175542820711,399.1313858630601,K,None,None,1,,7,0
401.12871920201,401.6308691170998,M,None,None,1,,8,0
403.6180473251734,404.1313274570275,Q,None,None,1,,9,0
406.1173382110428,406.6315676150844,M,m,m,1,2.102443441050127,10,0
408.6176871720236,409.1312607121654,X,None,None,1,,11,0
411.1171874911525,411.63045018306,Q,None,m,0,0.8804589980281889,12,0
413.6175163141452,414.1311391009949,K,None,None,1,,13,0
416.1171867691446,416.63116889214143,R,None,m,0,0.4708967339247465,14,0
418.6173178011086,419.13113659317605,H,None,None,1,,15,0
421.1172531351913,421.6310971651692,R,m,m,1,1.1758011661004275,16,0
423.61812882707454,424.13093896512873,F,None,None,1,,17,0
426.117824893212,426.6309987900313,M,None,m,0,0.8481606000568718,18,0
428.6284414161928,429.13093546801247,B,None,None,1,,19,0
812.3578806470614,812.8591309781186,K,None,None,1,,0,1
814.8448467820417,815.3581423501018,M,None,None,1,,1,1
817.3270559262019,817.825155956205,H,None,None,1,,2,1
819.8285161061212,820.3258086950518,F,None,None,1,,3,1
822.3294412400573,822.8251510132104,H,m,m,1,0.934337860904634,4,1
824.8256247350946,825.3252588449977,R,None,None,1,,5,1
827.3289754001889,827.8256342061795,X,None,None,1,,6,1
829.8287541151512,830.3251452092081,R,m,m,1,0.8948024830315262,7,1
832.3297177231871,832.8251759409904,B,None,None,1,,8,1
834.8283617109992,835.3255540360697,K,None,None,1,,9,1
837.3438275940716,837.8578756181523,Q,None,None,1,,10,1
839.8442487921566,840.3577318480238,K,m,m,1,1.0069488959852606,11,1
842.3438709571492,842.8587680282071,F,None,None,1,,12,1
844.8441616401542,845.3583501481917,B,None,None,1,,13,1
847.3275799420662,847.8252659582067,H,None,None,1,,14,1
849.8273456871975,850.3253791742027,B,m,m,1,1.3072718540206552,15,1
852.3280595811084,852.8252774241846,R,None,None,1,,16,1
854.827775499085,855.3253125501797,Q,None,None,1,,17,1
857.3283446130808,857.8252101240214,M,None,None,1,,18,1
859.8273792751133,860.3252294680569,X,None,None,1,,19,1
1301.367359062191,1301.873014192097,B,None,None,1,,0,2
1303.8558477370534,1304.3524554912,H,None,None,1,,1,2
1306.3546300299931,1306.8524677921089,K,None,None,1,,2,2
1308.8545042660553,1309.352485763142,F,None,None,1,,3,2
1311.3569546181243,1311.8523652940055,X,None,None,1,,4,2
1313.8544708050322,1314.3519398691133,F,m,m,1,0.7420538319274783,5,2
1316.353302351199,1316.8530117801856,Q,None,None,1,,6,2
1318.854518610984,1319.3524007361848,R,None,None,1,,7,2
1321.3544160712045,1321.85233436618,Q,m,m,1,0.7652674329001456,8,2
1323.853024588199,1324.352304526139,M,None,None,1,,9,2
1326.3549500370864,1326.852254339028,K,None,None,1,,10,2
1328.8548577770125,1329.3521347260105,R,None,None,1,,11,2
1331.3532140802126,1331.852186832111,K,m,m,1,0.6265509058721364,12,2
1333.8552155501677,1334.3520534890704,B,None,None,1,,13,2
1336.3551764010915,1336.8520835360978,M,None,None,1,,14,2
1338.8527457241437,1339.351965342183,B,m,m,1,0.6269046238157898,15,2
1341.3543489701117,1341.8519854280166,Q,None,None,1,,16,2
1343.8526337652002,1344.352068545064,F,None,None,1,,17,2
1346.352869396098,1346.8519288441166,H,None,None,1,,18,2
1348.8541324171238,1349.3518422620837,X,None,None,1,,19,2
