timestamp,battery_voltage,battery_level,device_temperature,bluetooth_link_quality,bluetooth_rssi,bluetooth_tx_power,worn_confidence,is_button_press,is_not_fitted_to_garment
1629376330439,4.074,79,26.5,254,2,7,00,0,0
1629376331439,4.074,79,26.5,254,3,7,00,0,0
1629376332439,4.074,79,26.5,254,5,7,00,0,0
1629376333439,4.074,79,26.5,254,2,7,00,0,0
1629376334439,4.074,79,26.5,254,0,12,00,0,0
1629376335439,4.074,79,26.5,254,5,7,00,0,0
1629376336439,4.074,79,26.5,254,0,7,00,0,0
1629376337439,4.074,79,26.5,254,0,7,00,0,0
1629376338439,4.074,79,26.5,254,3,7,00,0,0
1629376339439,4.074,79,26.5,254,0,7,00,0,0
1629376340439,4.074,79,26.5,254,0,7,00,0,0
1629376341439,4.074,79,26.5,254,3,7,00,0,0
1629376342439,4.074,79,26.5,254,0,7,00,0,0
1629376343439,4.074,79,26.5,254,3,7,00,0,0
1629376344439,4.074,79,26.5,254,1,7,00,0,0
1629376345439,4.074,79,26.5,254,0,7,00,0,0
1629376346439,4.074,79,26.5,254,3,7,00,0,0
1629376347439,4.074,79,26.5,254,0,7,00,0,0
1629376348439,4.074,79,26.5,254,0,7,00,0,0
1629376349439,4.074,79,26.5,254,2,7,00,0,0
1629376350439,4.074,79,26.5,254,0,7,00,0,0
1629376351439,4.074,79,26.5,254,1,7,00,0,0
1629376352439,4.074,79,26.5,254,5,7,00,0,0
1629376353439,4.074,79,26.5,254,2,7,00,0,0
1629376354439,4.074,79,26.5,254,0,7,00,0,0
1629376355439,4.074,79,26.5,254,2,7,00,0,0
1629376356439,4.074,79,26.5,254,0,7,00,0,0
1629376357439,4.074,79,26.5,254,1,7,00,0,0
1629376358439,4.074,79,26.5,254,0,7,00,0,0
1629376359439,4.074,79,26.5,254,0,7,00,0,0
1629376360439,4.074,79,26.5,254,2,7,00,0,0
1629376361439,4.074,79,26.5,254,4,7,00,0,0
1629376362439,4.074,79,26.5,254,0,7,00,0,0
1629376363439,4.074,79,26.5,254,0,7,00,0,0
1629376364439,4.074,79,26.5,254,0,7,00,0,0
1629376365439,4.074,79,26.5,254,2,7,00,0,0
1629376366439,4.074,79,26.5,254,3,7,00,0,0
1629376367439,4.074,79,26.5,254,0,7,00,0,0
1629376368439,4.074,79,26.5,254,2,7,00,0,0
1629376369439,4.074,79,26.5,254,0,7,00,0,0
1629376370439,4.074,79,26.5,254,0,7,00,0,0
