timestamp,eda
1629376903000,0.175542
1629376903250,0.17298
1629376903500,0.171698
1629376903750,0.175542
1629376904000,0.174261
1629376904250,0.174261
1629376904500,0.17298
1629376904750,0.166573
1629376905000,0.170417
1629376905250,0.17298
1629376905500,0.169136
1629376905750,0.175542
1629376906000,0.176824
1629376906250,0.171698
1629376906500,0.175542
1629376906750,0.175542
1629376907000,0.17298
1629376907250,0.176824
1629376907500,0.176824
1629376907750,0.165292
1629376908000,0.167854
1629376908250,0.169136
1629376908500,0.167854
1629376908750,0.170417
1629376909000,0.17298
1629376909250,0.169136
1629376909500,0.175542
1629376909750,0.176824
1629376910000,0.170417
1629376910250,0.171698
1629376910500,0.171698
1629376910750,0.169136
1629376911000,0.171698
1629376911250,0.170417
1629376911500,0.170417
1629376911750,0.171698
1629376912000,0.167854
1629376912250,0.170417
1629376912500,0.17298
1629376912750,0.169136
1629376913000,0.17298
1629376913250,0.174261
1629376913500,0.170417
1629376913750,0.17298
1629376914000,0.174261
1629376914250,0.170417
1629376914500,0.17298
1629376914750,0.174261
1629376915000,0.170417
1629376915250,0.17298
1629376915500,0.174261
1629376915750,0.170417
1629376916000,0.174261
1629376916250,0.171698
1629376916500,0.170417
1629376916750,0.174261
1629376917000,0.171698
1629376917250,0.171698
1629376917500,0.174261
1629376917750,0.171698
1629376918000,0.170417
1629376918250,0.171698
1629376918500,0.169136
1629376918750,0.170417
1629376919000,0.174261
1629376919250,0.170417
1629376919500,0.17298
1629376919750,0.174261
1629376920000,0.171698
1629376920250,0.176824
1629376920500,0.174261
1629376920750,0.170417
1629376921000,0.174261
1629376921250,0.174261
1629376921500,0.170417
1629376921750,0.174261
1629376922000,0.174261
1629376922250,0.170417
1629376922500,0.17298
1629376922750,0.174261
1629376923000,0.171698
1629376923250,0.17298
1629376923500,0.17298
1629376923750,0.170417
1629376924000,0.174261
1629376924250,0.171698
1629376924500,0.17298
1629376924750,0.17298
1629376925000,0.171698
1629376925250,0.171698
1629376925500,0.174261
1629376925750,0.171698
1629376926000,0.171698
1629376926250,0.175542
1629376926500,0.171698
1629376926750,0.174261
1629376927000,0.174261
1629376927250,0.167854
1629376927500,0.17298
1629376927750,0.175542
1629376928000,0.171698
1629376928250,0.17298
1629376928500,0.175542
1629376928750,0.171698
1629376929000,0.17298
1629376929250,0.17298
1629376929500,0.170417
1629376929750,0.174261
1629376930000,0.17298
1629376930250,0.171698
1629376930500,0.17298
1629376930750,0.17298
1629376931000,0.171698
1629376931250,0.174261
1629376931500,0.171698
1629376931750,0.170417
1629376932000,0.17298
1629376932250,0.171698
1629376932500,0.171698
1629376932750,0.17298
1629376933000,0.171698
1629376933250,0.17298
1629376933500,0.174261
1629376933750,0.171698
1629376934000,0.17298
1629376934250,0.175542
1629376934500,0.17298
1629376934750,0.17298
1629376935000,0.174261
1629376935250,0.170417
1629376935500,0.171698
1629376935750,0.174261
1629376936000,0.171698
1629376936250,0.171698
1629376936500,0.17298
1629376936750,0.17298
1629376937000,0.175542
1629376937250,0.174261
1629376937500,0.170417
1629376937750,0.175542
1629376938000,0.17298
1629376938250,0.171698
1629376938500,0.174261
1629376938750,0.17298
1629376939000,0.170417
1629376939250,0.17298
1629376939500,0.171698
1629376939750,0.170417
1629376940000,0.17298
1629376940250,0.171698
1629376940500,0.171698
1629376940750,0.174261
1629376941000,0.171698
1629376941250,0.171698
1629376941500,0.174261
1629376941750,0.17298
1629376942000,0.171698
1629376942250,0.17298
1629376942500,0.171698
1629376942750,0.17298
1629376943000,0.174261
1629376943250,0.171698
1629376943500,0.17298
1629376943750,0.174261
1629376944000,0.171698
1629376944250,0.170417
1629376944500,0.174261
1629376944750,0.171698
1629376945000,0.170417
1629376945250,0.174261
1629376945500,0.171698
1629376945750,0.171698
1629376946000,0.174261
1629376946250,0.170417
1629376946500,0.171698
1629376946750,0.174261
1629376947000,0.170417
1629376947250,0.17298
1629376947500,0.174261
1629376947750,0.171698
1629376948000,0.170417
1629376948250,0.174261
1629376948500,0.170417
1629376948750,0.174261
1629376949000,0.17298
1629376949250,0.170417
1629376949500,0.174261
1629376949750,0.174261
1629376950000,0.170417
1629376950250,0.17298
1629376950500,0.174261
1629376950750,0.170417
1629376951000,0.17298
1629376951250,0.17298
1629376951500,0.170417
1629376951750,0.175542
1629376952000,0.174261
1629376952250,0.169136
1629376952500,0.171698
1629376952750,0.174261
1629376953000,0.171698
1629376953250,0.171698
1629376953500,0.174261
1629376953750,0.170417
1629376954000,0.17298
1629376954250,0.174261
1629376954500,0.169136
1629376954750,0.171698
1629376955000,0.174261
1629376955250,0.170417
1629376955500,0.17298
1629376955750,0.17298
1629376956000,0.169136
1629376956250,0.169136
1629376956500,0.17298
1629376956750,0.170417
1629376957000,0.170417
1629376957250,0.17298
1629376957500,0.170417
1629376957750,0.170417
1629376958000,0.17298
1629376958250,0.170417
1629376958500,0.188356
1629376958750,0.174261
1629376959000,0.170417
1629376959250,0.17298
1629376959500,0.17298
1629376959750,0.170417
1629376960000,0.17298
1629376960250,0.174261
1629376960500,0.170417
1629376960750,0.17298
1629376961000,0.17298
1629376961250,0.170417
1629376961500,0.171698
1629376961750,0.171698
1629376962000,0.170417
1629376962250,0.171698
1629376962500,0.17298
1629376962750,0.170417
1629376963000,0.17298
1629376963250,0.170417
1629376963500,0.170417
1629376963750,0.17298
1629376964000,0.167854
1629376964250,0.166573
1629376964500,0.171698
1629376964750,0.169136
1629376965000,0.169136
1629376965250,0.171698
1629376965500,0.167854
1629376965750,0.171698
1629376966000,0.171698
1629376966250,0.167854
1629376966500,0.169136
1629376966750,0.171698
1629376967000,0.169136
1629376967250,0.171698
1629376967500,0.17298
1629376967750,0.169136
1629376968000,0.171698
1629376968250,0.174261
1629376968500,0.158885
1629376968750,0.171698
1629376969000,0.17298
1629376969250,0.170417
1629376969500,0.17298
1629376969750,0.17298
1629376970000,0.169136
1629376970250,0.17298
1629376970500,0.17298
1629376970750,0.17298
1629376971000,0.170417
1629376971250,0.17298
1629376971500,0.170417
1629376971750,0.171698
1629376972000,0.171698
1629376972250,0.169136
1629376972500,0.17298
1629376972750,0.174261
1629376973000,0.170417
1629376973250,0.17298
1629376973500,0.17298
1629376973750,0.170417
1629376974000,0.171698
1629376974250,0.17298
1629376974500,0.169136
1629376974750,0.171698
1629376975000,0.171698
1629376975250,0.169136
1629376975500,0.170417
1629376975750,0.17298
1629376976000,0.169136
1629376976250,0.17298
1629376976500,0.17298
1629376976750,0.169136
1629376977000,0.170417
1629376977250,0.17298
1629376977500,0.169136
1629376977750,0.188356
1629376978000,0.17298
1629376978250,0.169136
1629376978500,0.17298
1629376978750,0.17298
1629376979000,0.170417
1629376979250,0.171698
1629376979500,0.17298
1629376979750,0.169136
1629376980000,0.171698
1629376980250,0.171698
1629376980500,0.170417
1629376980750,0.174261
1629376981000,0.17298
1629376981250,0.171698
1629376981500,0.17298
1629376981750,0.140946
1629376982000,0.170417
1629376982250,0.17298
1629376982500,0.174261
1629376982750,0.170417
1629376983000,0.148634
1629376983250,0.174261
1629376983500,0.170417
1629376983750,0.171698
1629376984000,0.174261
1629376984250,0.169136
1629376984500,0.171698
1629376984750,0.17298
1629376985000,0.169136
1629376985250,0.171698
1629376985500,0.17298
1629376985750,0.171698
1629376986000,0.17298
1629376986250,0.17298
1629376986500,0.170417
1629376986750,0.17298
1629376987000,0.175542
1629376987250,0.170417
1629376987500,0.17298
1629376987750,0.174261
1629376988000,0.170417
1629376988250,0.17298
1629376988500,0.171698
1629376988750,0.170417
1629376989000,0.171698
1629376989250,0.170417
1629376989500,0.170417
1629376989750,0.171698
1629376990000,0.170417
1629376990250,0.169136
1629376990500,0.171698
1629376990750,0.170417
1629376991000,0.169136
1629376991250,0.17298
1629376991500,0.169136
1629376991750,0.167854
1629376992000,0.171698
1629376992250,0.171698
1629376992500,0.17298
1629376992750,0.171698
1629376993000,0.169136
1629376993250,0.169136
1629376993500,0.171698
1629376993750,0.170417
1629376994000,0.170417
1629376994250,0.188356
1629376994500,0.171698
1629376994750,0.171698
1629376995000,0.171698
1629376995250,0.169136
1629376995500,0.171698
1629376995750,0.17298
1629376996000,0.169136
1629376996250,0.169136
1629376996500,0.171698
1629376996750,0.170417
1629376997000,0.170417
1629376997250,0.171698
1629376997500,0.169136
1629376997750,0.170417
1629376998000,0.17298
1629376998250,0.170417
1629376998500,0.170417
1629376998750,0.171698
1629376999000,0.169136
1629376999250,0.171698
1629376999500,0.171698
1629376999750,0.169136
1629377000000,0.171698
1629377000250,0.17298
1629377000500,0.169136
1629377000750,0.170417
1629377001000,0.171698
1629377001250,0.169136
1629377001500,0.17298
1629377001750,0.17298
1629377002000,0.169136
1629377002250,0.171698
1629377002500,0.17298
1629377002750,0.169136
1629377003000,0.171698
1629377003250,0.17298
1629377003500,0.169136
1629377003750,0.17298
1629377004000,0.174261
1629377004250,0.169136
1629377004500,0.170417
1629377004750,0.171698
1629377005000,0.170417
1629377005250,0.170417
1629377005500,0.171698
1629377005750,0.169136
1629377006000,0.171698
1629377006250,0.17298
1629377006500,0.171698
1629377006750,0.174261
1629377007000,0.17298
1629377007250,0.170417
1629377007500,0.171698
1629377007750,0.17298
1629377008000,0.169136
1629377008250,0.17298
1629377008500,0.174261
1629377008750,0.170417
1629377009000,0.170417
1629377009250,0.17298
1629377009500,0.169136
1629377009750,0.170417
1629377010000,0.171698
1629377010250,0.169136
1629377010500,0.170417
1629377010750,0.171698
1629377011000,0.166573
1629377011250,0.170417
1629377011500,0.17298
1629377011750,0.170417
1629377012000,0.171698
1629377012250,0.17298
1629377012500,0.170417
1629377012750,0.171698
1629377013000,0.174261
1629377013250,0.170417
1629377013500,0.170417
1629377013750,0.17298
1629377014000,0.171698
1629377014250,0.171698
1629377014500,0.169136
1629377014750,0.169136
1629377015000,0.169136
1629377015250,0.170417
1629377015500,0.167854
1629377015750,0.169136
1629377016000,0.170417
1629377016250,0.165292
1629377016500,0.167854
1629377016750,0.169136
1629377017000,0.165292
1629377017250,0.167854
1629377017500,0.169136
1629377017750,0.165292
1629377018000,0.166573
1629377018250,0.169136
1629377018500,0.166573
1629377018750,0.169136
1629377019000,0.169136
1629377019250,0.16401
1629377019500,0.169136
1629377019750,0.170417
1629377020000,0.167854
1629377020250,0.167854
1629377020500,0.169136
1629377020750,0.167854
1629377021000,0.169136
1629377021250,0.170417
1629377021500,0.166573
1629377021750,0.167854
1629377022000,0.169136
1629377022250,0.167854
1629377022500,0.167854
1629377022750,0.169136
1629377023000,0.166573
1629377023250,0.166573
1629377023500,0.170417
1629377023750,0.167854
1629377024000,0.167854
1629377024250,0.169136
1629377024500,0.167854
1629377024750,0.166573
1629377025000,0.170417
1629377025250,0.167854
1629377025500,0.166573
1629377025750,0.170417
1629377026000,0.167854
1629377026250,0.166573
1629377026500,0.170417
1629377026750,0.167854
1629377027000,0.166573
1629377027250,0.170417
1629377027500,0.167854
1629377027750,0.167854
1629377028000,0.171698
1629377028250,0.167854
1629377028500,0.167854
1629377028750,0.170417
1629377029000,0.167854
1629377029250,0.167854
1629377029500,0.170417
1629377029750,0.167854
1629377030000,0.167854
1629377030250,0.170417
1629377030500,0.167854
1629377030750,0.169136
1629377031000,0.170417
1629377031250,0.167854
1629377031500,0.167854
1629377031750,0.169136
1629377032000,0.167854
1629377032250,0.169136
1629377032500,0.167854
1629377032750,0.167854
1629377033000,0.169136
1629377033250,0.167854
1629377033500,0.167854
1629377033750,0.170417
1629377034000,0.170417
1629377034250,0.167854
1629377034500,0.169136
1629377034750,0.171698
1629377035000,0.167854
1629377035250,0.170417
1629377035500,0.171698
1629377035750,0.167854
1629377036000,0.170417
1629377036250,0.171698
1629377036500,0.169136
1629377036750,0.170417
1629377037000,0.170417
1629377037250,0.167854
1629377037500,0.170417
1629377037750,0.170417
1629377038000,0.170417
1629377038250,0.170417
1629377038500,0.170417
1629377038750,0.169136
1629377039000,0.170417
1629377039250,0.170417
1629377039500,0.167854
1629377039750,0.170417
1629377040000,0.167854
1629377040250,0.166573
1629377040500,0.169136
1629377040750,0.166573
1629377041000,0.167854
1629377041250,0.171698
1629377041500,0.167854
1629377041750,0.169136
1629377042000,0.170417
1629377042250,0.167854
1629377042500,0.167854
1629377042750,0.167854
1629377043000,0.166573
1629377043250,0.166573
1629377043500,0.169136
1629377043750,0.166573
1629377044000,0.166573
1629377044250,0.167854
1629377044500,0.165292
1629377044750,0.16401
1629377045000,0.169136
1629377045250,0.170417
1629377045500,0.166573
1629377045750,0.171698
1629377046000,0.161448
1629377046250,0.170417
1629377046500,0.167854
1629377046750,0.167854
1629377047000,0.162729
1629377047250,0.165292
1629377047500,0.167854
1629377047750,0.16401
1629377048000,0.166573
1629377048250,0.167854
1629377048500,0.165292
1629377048750,0.169136
1629377049000,0.171698
1629377049250,0.166573
1629377049500,0.143509
1629377049750,0.13454
1629377050000,0.149916
1629377050250,0.152478
1629377050500,0.169136
1629377050750,0.166573
1629377051000,0.170417
1629377051250,0.170417
1629377051500,0.167854
1629377051750,0.169136
1629377052000,0.171698
1629377052250,0.175542
1629377052500,0.165292
1629377052750,0.16401
1629377053000,0.160166
1629377053250,0.165292
1629377053500,0.175542
1629377053750,0.17298
1629377054000,0.171698
1629377054250,0.170417
1629377054500,0.166573
1629377054750,0.169136
1629377055000,0.169136
1629377055250,0.165292
1629377055500,0.166573
1629377055750,0.167854
1629377056000,0.165292
1629377056250,0.166573
1629377056500,0.169136
1629377056750,0.165292
1629377057000,0.166573
1629377057250,0.167854
1629377057500,0.165292
1629377057750,0.167854
1629377058000,0.166573
1629377058250,0.162729
1629377058500,0.165292
1629377058750,0.162729
1629377059000,0.162729
1629377059250,0.169136
1629377059500,0.167854
1629377059750,0.165292
1629377060000,0.165292
1629377060250,0.166573
1629377060500,0.16401
1629377060750,0.165292
1629377061000,0.170417
1629377061250,0.165292
1629377061500,0.167854
1629377061750,0.170417
1629377062000,0.169136
1629377062250,0.169136
1629377062500,0.171698
1629377062750,0.167854
1629377063000,0.170417
1629377063250,0.171698
1629377063500,0.167854
1629377063750,0.169136
1629377064000,0.170417
1629377064250,0.166573
1629377064500,0.169136
1629377064750,0.169136
1629377065000,0.166573
1629377065250,0.170417
1629377065500,0.170417
1629377065750,0.167854
1629377066000,0.170417
1629377066250,0.171698
1629377066500,0.167854
1629377066750,0.169136
1629377067000,0.170417
1629377067250,0.169136
1629377067500,0.169136
1629377067750,0.171698
1629377068000,0.167854
1629377068250,0.170417
1629377068500,0.169136
1629377068750,0.167854
1629377069000,0.170417
1629377069250,0.171698
1629377069500,0.167854
1629377069750,0.170417
1629377070000,0.170417
1629377070250,0.167854
1629377070500,0.169136
1629377070750,0.171698
1629377071000,0.167854
1629377071250,0.170417
1629377071500,0.171698
1629377071750,0.167854
1629377072000,0.171698
1629377072250,0.171698
1629377072500,0.167854
1629377072750,0.170417
1629377073000,0.171698
1629377073250,0.167854
1629377073500,0.169136
1629377073750,0.167854
1629377074000,0.18323
1629377074250,0.169136
1629377074500,0.170417
1629377074750,0.169136
1629377075000,0.170417
1629377075250,0.170417
1629377075500,0.165292
1629377075750,0.165292
1629377076000,0.167854
1629377076250,0.16401
1629377076500,0.165292
1629377076750,0.16401
1629377077000,0.160166
1629377077250,0.162729
1629377077500,0.165292
1629377077750,0.166573
1629377078000,0.169136
1629377078250,0.169136
1629377078500,0.167854
1629377078750,0.169136
1629377079000,0.167854
1629377079250,0.167854
1629377079500,0.169136
1629377079750,0.171698
1629377080000,0.167854
1629377080250,0.167854
1629377080500,0.170417
1629377080750,0.169136
1629377081000,0.169136
1629377081250,0.17298
1629377081500,0.170417
1629377081750,0.170417
1629377082000,0.170417
1629377082250,0.170417
1629377082500,0.170417
1629377082750,0.167854
1629377083000,0.167854
1629377083250,0.167854
1629377083500,0.166573
1629377083750,0.169136
1629377084000,0.167854
1629377084250,0.170417
1629377084500,0.167854
1629377084750,0.169136
1629377085000,0.170417
1629377085250,0.169136
1629377085500,0.167854
1629377085750,0.171698
1629377086000,0.170417
1629377086250,0.167854
1629377086500,0.170417
1629377086750,0.170417
1629377087000,0.167854
1629377087250,0.170417
1629377087500,0.171698
1629377087750,0.167854
1629377088000,0.170417
1629377088250,0.170417
1629377088500,0.167854
1629377088750,0.170417
1629377089000,0.171698
1629377089250,0.166573
1629377089500,0.169136
1629377089750,0.169136
1629377090000,0.167854
1629377090250,0.167854
1629377090500,0.171698
1629377090750,0.167854
1629377091000,0.167854
1629377091250,0.171698
1629377091500,0.169136
1629377091750,0.167854
1629377092000,0.171698
1629377092250,0.167854
1629377092500,0.167854
1629377092750,0.170417
1629377093000,0.171698
1629377093250,0.162729
1629377093500,0.167854
1629377093750,0.169136
1629377094000,0.170417
1629377094250,0.170417
1629377094500,0.170417
1629377094750,0.167854
1629377095000,0.169136
1629377095250,0.170417
1629377095500,0.166573
1629377095750,0.170417
1629377096000,0.187074
1629377096250,0.167854
1629377096500,0.170417
1629377096750,0.170417
1629377097000,0.167854
1629377097250,0.169136
1629377097500,0.169136
1629377097750,0.167854
1629377098000,0.167854
1629377098250,0.170417
1629377098500,0.166573
1629377098750,0.167854
1629377099000,0.170417
1629377099250,0.169136
1629377099500,0.167854
1629377099750,0.171698
1629377100000,0.166573
1629377100250,0.169136
1629377100500,0.170417
1629377100750,0.169136
1629377101000,0.166573
1629377101250,0.170417
1629377101500,0.167854
1629377101750,0.166573
1629377102000,0.169136
1629377102250,0.171698
1629377102500,0.166573
1629377102750,0.171698
1629377103000,0.171698
1629377103250,0.169136
1629377103500,0.170417
1629377103750,0.171698
1629377104000,0.166573
1629377104250,0.170417
1629377104500,0.169136
1629377104750,0.169136
1629377105000,0.170417
1629377105250,0.171698
1629377105500,0.169136
1629377105750,0.169136
1629377106000,0.170417
1629377106250,0.169136
1629377106500,0.167854
1629377106750,0.171698
1629377107000,0.171698
1629377107250,0.170417
1629377107500,0.171698
1629377107750,0.171698
1629377108000,0.169136
1629377108250,0.170417
1629377108500,0.171698
1629377108750,0.167854
1629377109000,0.171698
1629377109250,0.171698
1629377109500,0.169136
1629377109750,0.170417
1629377110000,0.170417
1629377110250,0.166573
1629377110500,0.171698
1629377110750,0.170417
1629377111000,0.167854
1629377111250,0.167854
1629377111500,0.17298
1629377111750,0.167854
1629377112000,0.170417
1629377112250,0.170417
1629377112500,0.169136
1629377112750,0.167854
1629377113000,0.171698
1629377113250,0.169136
1629377113500,0.169136
1629377113750,0.170417
1629377114000,0.169136
1629377114250,0.167854
1629377114500,0.171698
1629377114750,0.167854
1629377115000,0.169136
1629377115250,0.170417
1629377115500,0.17298
1629377115750,0.167854
1629377116000,0.171698
1629377116250,0.171698
1629377116500,0.169136
1629377116750,0.170417
1629377117000,0.171698
1629377117250,0.167854
1629377117500,0.170417
1629377117750,0.171698
1629377118000,0.167854
1629377118250,0.169136
1629377118500,0.171698
1629377118750,0.169136
1629377119000,0.170417
1629377119250,0.171698
1629377119500,0.169136
1629377119750,0.169136
1629377120000,0.170417
1629377120250,0.169136
1629377120500,0.169136
1629377120750,0.171698
1629377121000,0.169136
1629377121250,0.169136
1629377121500,0.17298
1629377121750,0.17298
1629377122000,0.169136
1629377122250,0.17298
1629377122500,0.171698
1629377122750,0.169136
1629377123000,0.171698
1629377123250,0.17298
1629377123500,0.169136
1629377123750,0.17298
1629377124000,0.170417
1629377124250,0.169136
1629377124500,0.170417
1629377124750,0.17298
1629377125000,0.169136
1629377125250,0.171698
1629377125500,0.171698
1629377125750,0.169136
1629377126000,0.171698
1629377126250,0.17298
1629377126500,0.170417
1629377126750,0.171698
1629377127000,0.17298
1629377127250,0.169136
1629377127500,0.170417
1629377127750,0.171698
1629377128000,0.170417
1629377128250,0.169136
1629377128500,0.17298
1629377128750,0.169136
1629377129000,0.170417
1629377129250,0.171698
1629377129500,0.170417
1629377129750,0.171698
1629377130000,0.170417
1629377130250,0.169136
1629377130500,0.170417
1629377130750,0.171698
1629377131000,0.170417
1629377131250,0.171698
1629377131500,0.17298
1629377131750,0.169136
1629377132000,0.17298
1629377132250,0.17298
1629377132500,0.171698
1629377132750,0.170417
1629377133000,0.17298
1629377133250,0.169136
1629377133500,0.171698
1629377133750,0.171698
1629377134000,0.170417
1629377134250,0.169136
1629377134500,0.17298
1629377134750,0.167854
1629377135000,0.170417
1629377135250,0.17298
1629377135500,0.170417
1629377135750,0.169136
1629377136000,0.17298
1629377136250,0.169136
1629377136500,0.169136
1629377136750,0.171698
1629377137000,0.170417
1629377137250,0.169136
1629377137500,0.17298
1629377137750,0.171698
1629377138000,0.169136
1629377138250,0.171698
1629377138500,0.17298
1629377138750,0.170417
1629377139000,0.17298
1629377139250,0.171698
1629377139500,0.169136
1629377139750,0.171698
1629377140000,0.17298
1629377140250,0.170417
1629377140500,0.171698
