timestamp,hr,br,posture,hr_confidence,hrv,is_hr_unreliable,is_br_unreliable,is_hrv_unreliable
1629376330439,66,18.0,6,100,61,0,0,0
1629376331439,66,18.0,6,100,61,0,0,0
1629376332439,66,18.0,7,100,61,0,0,0
1629376333439,64,18.0,8,100,61,0,0,0
1629376334439,64,18.0,8,100,61,0,0,0
1629376335439,70,18.0,7,100,62,0,0,0
1629376336439,74,18.0,7,100,62,0,0,0
1629376337439,75,18.0,7,100,62,0,0,0
1629376338439,74,18.0,7,100,62,0,0,0
1629376339439,70,18.0,7,100,62,0,0,0
1629376340439,66,18.0,7,100,62,0,0,0
1629376341439,63,18.0,7,100,63,0,0,0
1629376342439,63,18.0,7,100,62,0,0,0
1629376343439,62,18.0,7,100,63,0,0,0
1629376344439,61,18.0,7,100,63,0,0,0
1629376345439,63,18.0,7,100,63,0,0,0
1629376346439,62,18.0,7,100,63,0,0,0
1629376347439,61,18.0,7,100,63,0,0,0
1629376348439,60,18.0,7,100,63,0,0,0
1629376349439,60,18.0,7,100,64,0,0,0
1629376350439,61,18.0,7,100,64,0,0,0
1629376351439,61,18.0,7,100,64,0,0,0
1629376352439,60,18.0,7,100,64,0,0,0
1629376353439,62,18.0,7,100,65,0,0,0
1629376354439,61,18.0,7,100,65,0,0,0
1629376355439,60,18.0,7,100,65,0,0,0
1629376356439,62,18.0,7,100,65,0,0,0
1629376357439,62,18.0,7,100,65,0,0,0
1629376358439,61,18.0,7,100,65,0,0,0
1629376359439,62,19.0,7,100,65,0,0,0
1629376360439,62,19.0,7,100,65,0,0,0
1629376361439,60,19.0,7,100,66,0,0,0
1629376362439,60,19.0,7,100,66,0,0,0
1629376363439,61,19.0,7,100,66,0,0,0
1629376364439,62,19.0,7,100,66,0,0,0
1629376365439,63,19.0,7,100,66,0,0,0
1629376366439,64,19.0,7,100,66,0,0,0
1629376367439,63,20.0,7,100,66,0,0,0
1629376368439,60,20.0,7,100,67,0,0,0
1629376369439,59,20.0,7,100,67,0,0,0
1629376370439,59,20.0,7,100,68,0,0,0
1629376371439,59,19.0,7,100,68,0,0,0
1629376372439,62,19.0,7,100,68,0,0,0
1629376373439,64,19.0,7,100,68,0,0,0
1629376374439,64,19.0,7,100,68,0,0,0
1629376375439,65,19.0,7,100,68,0,0,0
1629376376439,68,19.0,7,100,68,0,0,0
1629376377439,67,19.0,7,100,68,0,0,0
1629376378439,66,19.0,7,100,68,0,0,0
1629376379439,66,19.0,7,100,68,0,0,0
1629376380439,64,19.0,7,100,68,0,0,0
1629376381439,63,19.0,7,100,68,0,0,0
1629376382439,65,19.0,7,100,68,0,0,0
1629376383439,65,19.0,7,100,67,0,0,0
1629376384439,66,19.0,7,100,67,0,0,0
1629376385439,69,19.0,7,100,68,0,0,0
1629376386439,72,19.0,7,100,68,0,0,0
1629376387439,68,19.0,7,100,68,0,0,0
1629376388439,64,19.0,7,100,68,0,0,0
1629376389439,62,19.0,7,100,68,0,0,0
1629376390439,62,19.0,7,100,68,0,0,0
1629376391439,62,19.0,7,100,68,0,0,0
1629376392439,66,19.0,7,100,68,0,0,0
1629376393439,68,19.0,7,100,68,0,0,0
1629376394439,68,19.0,7,100,68,0,0,0
1629376395439,65,19.0,7,100,68,0,0,0
1629376396439,63,19.0,7,100,69,0,0,0
1629376397439,62,19.0,7,100,69,0,0,0
1629376398439,62,19.0,7,100,69,0,0,0
1629376399439,64,19.0,7,100,69,0,0,0
1629376400439,65,19.0,7,100,69,0,0,0
1629376401439,65,19.0,7,100,69,0,0,0
1629376402439,65,19.0,7,100,69,0,0,0
1629376403439,63,18.0,7,100,69,0,0,0
1629376404439,59,18.0,7,100,70,0,0,0
1629376405439,58,18.0,7,100,70,0,0,0
1629376406439,58,18.0,7,100,70,0,0,0
1629376407439,58,18.0,7,100,70,0,0,0
1629376408439,61,18.0,7,100,70,0,0,0
1629376409439,63,18.0,7,100,70,0,0,0
1629376410439,63,18.0,7,100,70,0,0,0
1629376411439,63,18.0,7,100,70,0,0,0
1629376412439,66,18.0,7,100,70,0,0,0
1629376413439,65,18.0,8,100,70,0,0,0
1629376414439,64,18.0,7,100,70,0,0,0
1629376415439,65,19.0,7,100,70,0,0,0
1629376416439,64,19.0,7,100,70,0,0,0
1629376417439,63,19.0,7,100,70,0,0,0
1629376418439,63,19.0,7,100,70,0,0,0
1629376419439,64,19.0,7,100,70,0,0,0
1629376420439,64,19.0,7,100,70,0,0,0
1629376421439,64,19.0,7,100,70,0,0,0
1629376422439,67,19.0,7,100,70,0,0,0
1629376423439,66,19.0,7,100,70,0,0,0
1629376424439,65,19.0,7,100,70,0,0,0
1629376425439,66,18.0,7,100,70,0,0,0
1629376426439,68,18.0,7,100,70,0,0,0
1629376427439,70,18.0,7,100,70,0,0,0
1629376428439,71,18.0,7,100,70,0,0,0
1629376429439,70,18.0,7,100,70,0,0,0
1629376430439,68,18.0,7,100,70,0,0,0
1629376431439,67,18.0,7,100,70,0,0,0
1629376432439,64,18.0,7,100,70,0,0,0
1629376433439,63,18.0,7,100,70,0,0,0
1629376434439,66,18.0,7,100,70,0,0,0
1629376435439,68,18.0,7,100,70,0,0,0
1629376436439,69,18.0,7,100,70,0,0,0
1629376437439,69,19.0,7,100,70,0,0,0
1629376438439,67,19.0,7,100,70,0,0,0
1629376439439,63,19.0,8,100,70,0,0,0
1629376440439,63,19.0,7,100,70,0,0,0
1629376441439,64,19.0,7,100,70,0,0,0
1629376442439,64,19.0,7,100,70,0,0,0
1629376443439,66,19.0,7,100,70,0,0,0
1629376444439,68,19.0,7,100,70,0,0,0
1629376445439,67,19.0,7,100,70,0,0,0
1629376446439,67,19.0,7,100,70,0,0,0
1629376447439,66,19.0,8,100,70,0,0,0
1629376448439,66,19.0,7,100,70,0,0,0
1629376449439,69,19.0,7,100,70,0,0,0
1629376450439,71,19.0,7,100,70,0,0,0
1629376451439,68,19.0,7,100,70,0,0,0
1629376452439,66,19.0,7,100,70,0,0,0
1629376453439,64,19.0,7,100,70,0,0,0
1629376454439,62,19.0,7,100,70,0,0,0
1629376455439,64,19.0,7,100,70,0,0,0
1629376456439,67,19.0,7,100,70,0,0,0
1629376457439,69,19.0,7,100,70,0,0,0
1629376458439,73,19.0,7,100,71,0,0,0
1629376459439,75,19.0,7,100,71,0,0,0
1629376460439,71,19.0,8,100,71,0,0,0
1629376461439,68,20.0,8,100,71,0,0,0
1629376462439,66,20.0,8,100,71,0,0,0
1629376463439,64,20.0,8,100,71,0,0,0
1629376464439,65,20.0,8,100,71,0,0,0
1629376465439,68,20.0,9,100,71,0,0,0
1629376466439,71,20.0,9,100,71,0,0,0
1629376467439,73,20.0,9,100,72,0,0,0
1629376468439,76,20.0,8,100,72,0,0,0
1629376469439,76,20.0,8,100,72,0,0,0
1629376470439,74,20.0,8,100,72,0,0,0
1629376471439,70,19.0,8,100,72,0,0,0
1629376472439,71,19.0,8,100,73,0,0,0
1629376473439,74,19.0,8,100,73,0,0,0
1629376474439,75,19.0,7,100,74,0,0,0
1629376475439,78,19.0,7,100,74,0,0,0
1629376476439,81,19.0,7,100,75,0,0,0
1629376477439,79,18.0,8,100,75,0,0,0
1629376478439,76,18.0,8,100,76,0,0,0
1629376479439,76,18.0,8,100,76,0,0,0
1629376480439,74,18.0,8,100,76,0,0,0
1629376481439,73,18.0,8,100,76,0,0,0
1629376482439,74,18.0,8,100,76,0,0,0
1629376483439,74,17.0,8,100,76,0,0,0
1629376484439,73,17.0,8,100,76,0,0,0
1629376485439,72,17.0,8,100,76,0,0,0
1629376486439,70,17.0,8,100,76,0,0,0
1629376487439,67,17.0,8,100,75,0,0,0
1629376488439,67,17.0,8,100,74,0,0,0
1629376489439,68,17.0,8,100,73,0,0,0
1629376490439,68,17.0,8,100,73,0,0,0
1629376491439,70,17.0,9,100,73,0,0,0
1629376492439,69,17.0,9,100,73,0,0,0
1629376493439,68,18.0,8,100,72,0,0,0
1629376494439,69,18.0,8,100,72,0,0,0
1629376495439,68,18.0,7,100,72,0,0,0
1629376496439,67,18.0,7,100,71,0,0,0
1629376497439,67,18.0,8,100,71,0,0,0
1629376498439,67,18.0,8,100,71,0,0,0
1629376499439,67,18.0,8,100,71,0,0,0
1629376500439,67,18.0,8,100,71,0,0,0
1629376501439,66,18.0,8,100,71,0,0,0
1629376502439,64,18.0,7,100,71,0,0,0
1629376503439,64,19.0,7,100,70,0,0,0
1629376504439,64,19.0,8,100,70,0,0,0
1629376505439,63,19.0,8,100,70,0,0,0
1629376506439,65,19.0,7,100,70,0,0,0
1629376507439,69,19.0,7,100,70,0,0,0
1629376508439,70,19.0,8,100,70,0,0,0
1629376509439,66,19.0,7,100,70,0,0,0
1629376510439,67,19.0,9,100,69,0,0,0
1629376511439,70,19.0,39,100,69,0,0,0
1629376512439,73,19.0,39,100,69,0,0,0
1629376513439,73,19.0,39,100,69,0,0,0
1629376514439,69,19.0,40,100,69,0,0,0
1629376515439,65,19.0,39,100,69,0,0,0
1629376516439,63,19.0,38,100,69,0,0,0
1629376517439,65,19.0,38,100,69,0,0,0
1629376518439,67,19.0,37,100,69,0,0,0
1629376519439,71,19.0,37,100,69,0,0,0
1629376520439,74,19.0,37,100,70,0,0,0
1629376521439,69,18.0,37,100,69,0,0,0
1629376522439,65,18.0,36,100,70,0,0,0
1629376523439,63,18.0,37,100,70,0,0,0
1629376524439,62,18.0,37,100,70,0,0,0
1629376525439,61,18.0,36,100,70,0,0,0
1629376526439,62,18.0,37,100,70,0,0,0
1629376527439,64,18.0,37,100,70,0,0,0
1629376528439,62,18.0,35,100,70,0,0,0
1629376529439,60,17.0,11,100,70,0,0,0
1629376530439,61,17.0,10,100,71,0,0,0
1629376531439,61,17.0,9,100,70,0,0,0
1629376532439,65,17.0,39,100,71,0,0,0
1629376533439,68,17.0,39,100,70,0,0,0
1629376534439,67,17.0,40,100,71,0,0,0
1629376535439,65,17.0,40,100,71,0,0,0
1629376536439,65,17.0,40,100,71,0,0,0
1629376537439,64,17.0,39,100,71,0,0,0
1629376538439,64,17.0,40,100,71,0,0,0
1629376539439,63,17.0,40,100,71,0,0,0
1629376540439,62,17.0,39,100,71,0,0,0
1629376541439,63,17.0,40,100,71,0,0,0
