timestamp,green,ir,red
1629808513052,48758,57809,57831
1629808513062,48383,90583,90614
1629808513072,48432,123363,123391
1629808513082,48476,156138,156170
1629808513092,48521,188912,188964
1629808513102,48545,221689,221725
1629808513112,48556,254290,254300
1629808513122,48542,287045,287080
1629808513132,48514,319496,319707
1629808513142,48465,329948,337042
1629808513152,48386,329792,336976
1629808513162,48320,329733,336922
1629808513172,48256,329689,336901
1629808513182,48206,329598,336888
1629808513192,48137,329589,336878
1629808513202,48107,329588,336856
1629808513212,48057,329522,336879
1629808513222,48027,329527,336879
1629808513232,47997,329523,336825
1629808513242,47976,329440,336810
1629808513252,47953,329508,336803
1629808513262,47937,329425,336798
1629808513272,47928,329433,336767
1629808513282,47915,329432,336733
1629808513292,47928,329423,336743
1629808513302,47915,329394,336703
1629808513312,47928,329407,336713
1629808513322,47933,329398,336655
1629808513332,47922,329323,336638
1629808513342,47945,329339,336633
1629808513352,47951,329289,336595
1629808513362,47957,329233,336592
1629808513372,47941,329255,336560
1629808513382,47952,329236,336542
1629808513392,47945,329259,336494
1629808513402,47953,329187,336475
1629808513412,47948,329190,336463
1629808513422,47940,329211,336455
1629808513432,47943,329127,336458
1629808513442,47950,329135,336422
1629808513452,47934,329155,336408
1629808513462,47944,329170,336419
1629808513472,47957,329174,336355
1629808513482,47960,329151,336387
1629808513492,47984,329184,336366
1629808513502,47986,329222,336374
1629808513512,47990,329217,336347
1629808513522,48010,329185,336372
1629808513532,48034,329202,336349
1629808513542,48045,329251,336363
1629808513552,48069,329261,336329
1629808513562,48094,329230,336376
1629808513572,48112,329267,336386
1629808513582,48140,329326,336348
1629808513592,48168,329343,336402
1629808513602,48203,329410,336436
1629808513612,48227,329444,336438
1629808513622,48258,329501,336425
1629808513632,48284,329518,336441
1629808513642,48313,329564,336433
1629808513652,48345,329568,336471
1629808513662,48377,329677,336445
1629808513672,48401,329618,336504
1629808513682,48440,329708,336499
1629808513692,48474,329721,336508
1629808513702,48501,329761,336507
1629808513712,48542,329750,336527
1629808513722,48566,329736,336530
1629808513732,48586,329749,336526
1629808513742,48586,329618,336475
1629808513752,48568,329556,336484
1629808513762,48523,329524,336447
1629808513772,48460,329411,336412
1629808513782,48405,329287,336421
1629808513792,48333,329220,336356
