trialStartTime,stimulusStartTime,stimulusCoords,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
304.5160508,305.7680412,-0.3,z,z,1,1.963480255,0,0
306.5221555,307.6558239,0.3,period,period,1,1.743240391,1,0
308.2961952,309.434437,-0.1,x,x,1,1.647171397,2,0
309.983686,311.0557783,0.3,period,period,1,1.531630309,3,0
311.5551562,312.8345783,0.3,period,period,1,1.848045637,4,0
313.4520803,314.6554814,-0.1,x,x,1,1.94402656,5,0
315.4316673,316.5021739,0.1,comma,comma,1,1.844353571,6,0
317.3181824,318.7221612,-0.3,z,z,1,1.9527249,7,0
319.3203668,320.6677332,-0.1,x,x,1,2.095568541,8,0
321.4532649,322.6679958,-0.1,x,x,1,1.855732599,9,0
323.3532137,324.8220676,0.3,period,period,1,2.02951055,10,0
325.4195997,326.6222074,0.3,period,period,1,1.868008169,11,0
327.3176292,328.5351776,0.3,period,period,1,1.850395003,12,0
329.221115,330.6554539,0.1,comma,comma,1,2.211501728,13,0
331.4644232,332.7221704,-0.1,x,x,1,1.940897504,14,0
333.4535305,334.4683356,-0.1,x,x,1,1.528742157,15,0
335.0175841,336.3015484,-0.3,z,z,1,1.841599234,16,0
336.8986736,338.0008145,0.1,comma,comma,1,1.793445683,17,0
338.7312099,340.1010149,-0.1,x,x,1,2.167783241,18,0
340.9294391,342.1015205,0.3,period,period,1,1.7275348,19,0
342.6984759,343.8551795,-0.3,z,z,1,1.567305202,20,0
344.2955207,345.6877457,0.1,comma,comma,1,2.195224413,21,0
346.5308876,348.0006978,0.1,comma,comma,1,2.048768147,22,0
348.6166798,349.8675645,-0.1,x,x,1,2.141915125,23,0
350.7973719,351.900505,0.3,period,period,1,1.65706953,24,0
352.4845366,353.6008763,-0.3,z,z,1,1.688809042,25,0
354.2175192,355.3883445,-0.3,z,z,1,1.769773164,26,0
356.0173077,357.1551149,0.3,period,period,1,1.541061569,27,0
357.5965583,358.8882901,0.1,comma,comma,1,1.997619998,28,0
359.6301,360.8677231,0.1,comma,comma,1,1.760998759,29,0
361.4305369,362.6549052,-0.3,z,z,1,1.789475276,30,0
363.2508885,364.5004222,-0.3,z,z,1,1.846057059,31,0
365.1310783,366.3670854,0.1,comma,comma,1,1.753781761,32,0
366.9159025,368.1674643,0.1,comma,comma,1,1.713850052,33,0
368.6654383,369.6676945,-0.3,z,z,1,1.573291967,34,0
370.2861884,371.6882089,-0.1,x,x,1,2.07043338,35,0
702.4391176,703.5958606,0.1,comma,comma,1,2.06872538,0,1
704.5444668,705.896286,0.1,comma,comma,1,1.87442056,1,1
706.4592228,707.9836813,0.1,comma,comma,1,2.068592449,2,1
708.5560932,709.7958758,0.1,comma,comma,1,1.762473212,3,1
710.4000743,711.5293295,0.3,period,period,1,1.63755912,4,1
712.0742944,713.1628615,0.3,period,period,1,1.613249558,5,1
713.7260575,715.1300668,0.1,comma,comma,1,2.001298155,6,1
715.7568319,717.1501384,0.3,period,period,1,1.882451243,7,1
717.6793754,718.9833872,-0.1,x,x,1,1.907968045,8,1
719.6255623,720.6965091,-0.1,x,x,1,1.815557062,9,1
721.484246,722.6624575,0.3,period,period,1,1.789960281,10,1
723.3146708,724.5166172,-0.3,z,z,1,1.727252055,11,1
725.0819791,726.2294666,-0.1,x,x,1,1.664088624,12,1
726.7781753,728.0296296,-0.1,x,x,1,1.752680356,13,1
728.5796617,729.683219,-0.1,x,x,1,1.675274579,14,1
730.2919839,731.5157017,0.1,comma,comma,1,1.792706057,15,1
732.1266032,733.2833878,0.3,period,period,1,1.521958637,16,1
733.6789795,734.9628175,0.3,period,period,1,1.746731756,17,1
735.4570478,736.7293255,-0.3,z,z,1,1.774310201,18,1
737.2809839,738.4962251,0.3,period,period,1,1.887528423,19,1
