timestamp,battery_voltage,battery_level,device_temperature,bluetooth_link_quality,bluetooth_rssi,bluetooth_tx_power,worn_confidence,is_button_press,is_not_fitted_to_garment
1629370423437,4.127,87,27.5,254,0,12,00,0,0
1629370424437,4.127,87,27.5,195,-7,12,00,0,0
1629370425437,4.127,87,27.5,254,0,12,00,0,0
1629370426437,4.127,87,27.5,254,0,12,00,0,0
1629370427437,4.127,87,27.5,215,0,12,00,0,0
1629370428437,4.127,87,27.5,254,-4,12,00,0,0
1629370429437,4.127,87,27.5,254,-1,12,00,0,0
1629370430437,4.127,87,27.5,254,0,12,00,0,0
1629370431437,4.127,87,27.5,254,-2,12,00,0,0
1629370432437,4.127,87,27.5,235,0,12,00,0,0
1629370433437,4.127,87,27.5,254,0,12,00,0,0
1629370434437,4.127,87,27.5,254,0,12,00,0,0
1629370435437,4.127,87,27.5,254,-1,12,00,0,0
1629370436437,4.127,87,27.5,254,0,12,00,0,0
1629370437437,4.127,87,27.5,254,-2,12,00,0,0
1629370438437,4.127,87,27.5,254,-1,12,00,0,0
1629370439437,4.127,87,27.5,235,0,12,00,0,0
1629370440437,4.127,87,27.5,235,0,12,00,0,0
1629370441437,4.127,87,27.5,135,0,12,00,0,0
1629370442437,4.127,87,27.6,155,0,12,00,0,0
1629370443437,4.127,87,27.6,235,-6,12,00,0,0
1629370444437,4.126,87,27.6,254,0,12,00,0,0
1629370445437,4.126,87,27.6,254,-8,12,00,0,0
1629370446437,4.126,87,27.6,254,0,12,00,0,0
1629370447437,4.126,87,27.6,254,0,12,00,0,0
1629370448437,4.126,87,27.6,215,0,12,00,0,0
1629370449437,4.126,87,27.6,254,0,12,00,0,0
1629370450437,4.126,87,27.6,254,0,12,00,0,0
1629370451437,4.126,87,27.6,215,0,12,00,0,0
1629370452437,4.126,87,27.6,155,-4,12,00,0,0
1629370453437,4.126,87,27.6,195,-2,12,00,0,0
1629370454437,4.126,87,27.6,215,0,12,00,0,0
1629370455437,4.126,87,27.6,254,0,12,00,0,0
1629370456437,4.126,87,27.6,254,0,12,00,0,0
1629370457437,4.126,87,27.6,254,0,12,00,0,0
1629370458437,4.126,87,27.7,254,0,12,00,0,0
1629370459437,4.126,87,27.7,235,-8,12,00,0,0
1629370460437,4.126,87,27.7,195,-8,12,00,0,0
1629370461437,4.126,87,27.7,254,0,12,00,0,0
1629370462437,4.126,87,27.7,254,0,12,00,0,0
1629370463437,4.126,87,27.7,254,0,12,00,0,0
1629370464437,4.126,87,27.8,235,-4,12,00,0,0
1629370465437,4.126,87,27.8,215,-1,12,00,0,0
1629370466437,4.126,87,27.8,254,0,12,00,0,0
1629370467437,4.126,87,27.8,254,0,12,00,0,0
1629370468437,4.126,87,27.8,170,-1,12,00,0,0
1629370469437,4.126,87,27.8,235,-1,12,00,0,0
1629370470437,4.126,87,27.9,235,0,12,00,0,0
1629370471437,4.126,87,27.9,175,0,12,00,0,0
1629370472437,4.126,87,27.9,150,0,12,00,0,0
1629370473437,4.126,87,27.9,235,0,12,00,0,0
1629370474437,4.126,87,27.9,254,-1,12,00,0,0
1629370475437,4.126,87,27.9,235,0,12,00,0,0
1629370476437,4.126,87,27.9,254,-1,12,00,0,0
1629370477437,4.126,87,27.9,235,0,12,00,0,0
1629370478437,4.126,87,27.9,254,0,12,00,0,0
1629370479437,4.126,87,28.0,254,0,12,00,0,0
1629370480437,4.126,87,28.0,195,0,12,00,0,0
1629370481437,4.126,87,28.0,254,0,12,00,0,0
1629370482437,4.126,87,28.0,254,0,12,00,0,0
1629370483437,4.126,87,28.0,175,0,12,00,0,0
1629370484437,4.126,87,28.1,175,0,12,00,0,0
1629370485437,4.126,87,28.1,254,0,12,00,0,0
1629370486437,4.126,87,28.2,254,0,12,00,0,0
1629370487437,4.126,87,28.2,235,0,12,00,0,0
1629370488437,4.126,87,28.2,254,0,12,00,0,0
1629370489437,4.126,87,28.2,254,0,12,00,0,0
1629370490437,4.126,87,28.2,254,0,12,00,0,0
1629370491437,4.126,87,28.2,254,0,12,00,0,0
1629370492437,4.126,87,28.2,254,-2,12,00,0,0
1629370493437,4.126,87,28.2,254,0,12,00,0,0
1629370494437,4.126,87,28.3,254,0,12,00,0,0
1629370495437,4.126,87,28.3,254,0,12,00,0,0
1629370496437,4.126,87,28.3,254,0,12,00,0,0
1629370497437,4.126,87,28.3,254,-1,12,00,0,0
1629370498437,4.126,87,28.4,235,0,12,00,0,0
1629370499437,4.126,87,28.4,215,0,12,00,0,0
1629370500437,4.126,87,28.4,254,0,12,00,0,0
1629370501437,4.126,87,28.4,254,0,12,00,0,0
1629370502437,4.126,87,28.4,254,0,12,00,0,0
1629370503437,4.126,87,28.4,110,0,12,00,0,0
1629370504437,4.126,87,28.4,215,-2,12,00,0,0
1629370505437,4.126,87,28.4,254,0,12,00,0,0
1629370506437,4.126,87,28.5,235,-1,12,00,0,0
1629370507437,4.126,87,28.5,254,0,12,00,0,0
1629370508437,4.126,87,28.5,254,0,12,00,0,0
1629370509437,4.126,87,28.5,235,0,12,00,0,0
1629370510437,4.126,87,28.5,235,0,12,00,0,0
1629370511437,4.126,87,28.5,235,0,12,00,0,0
1629370512437,4.126,87,28.5,215,0,12,00,0,0
1629370513437,4.126,87,28.5,254,0,12,00,0,0
1629370514437,4.126,87,28.5,254,0,12,00,0,0
1629370515437,4.126,87,28.5,254,-1,12,00,0,0
1629370516437,4.126,87,28.5,254,0,12,00,0,0
1629370517437,4.126,87,28.5,215,-3,12,00,0,0
1629370518437,4.126,87,28.6,254,0,12,00,0,0
1629370519437,4.126,87,28.6,235,0,12,00,0,0
1629370520437,4.126,87,28.6,215,0,12,00,0,0
1629370521437,4.126,87,28.6,254,0,12,00,0,0
1629370522437,4.126,87,28.6,254,-2,12,00,0,0
1629370523437,4.126,87,28.6,254,-1,12,00,0,0
1629370524437,4.126,87,28.7,254,0,12,00,0,0
1629370525437,4.126,87,28.8,254,0,12,00,0,0
1629370526437,4.126,87,28.8,235,-2,12,00,0,0
1629370527437,4.126,87,28.8,215,0,12,00,0,0
1629370528437,4.126,87,28.8,235,0,12,00,0,0
1629370529437,4.126,87,28.8,235,0,12,00,0,0
1629370530437,4.126,87,28.8,254,-2,12,00,0,0
1629370531437,4.126,87,28.8,235,0,12,00,0,0
1629370532437,4.126,87,28.9,215,0,12,00,0,0
1629370533437,4.126,87,28.9,235,-2,12,00,0,0
1629370534437,4.126,87,28.9,254,-3,12,00,0,0
1629370535437,4.126,87,28.9,254,-2,12,00,0,0
1629370536437,4.126,87,28.9,254,0,12,00,0,0
1629370537437,4.126,87,28.9,235,-1,12,00,0,0
1629370538437,4.126,87,28.9,254,0,12,00,0,0
1629370539437,4.126,87,28.9,254,0,12,00,0,0
1629370540437,4.126,87,28.9,254,0,12,00,0,0
1629370541437,4.126,87,28.9,254,0,12,00,0,0
1629370542437,4.126,87,28.9,254,0,12,00,0,0
1629370543437,4.126,87,28.9,254,0,12,00,0,0
1629370544437,4.126,87,28.9,254,0,12,00,0,0
1629370545437,4.126,87,28.9,254,-2,12,00,0,0
1629370546437,4.126,87,28.9,254,0,12,00,0,0
1629370547437,4.126,87,28.9,215,0,12,00,0,0
1629370548437,4.126,87,28.9,254,0,12,00,0,0
1629370549437,4.126,87,28.9,254,0,12,00,0,0
1629370550437,4.126,87,29.0,175,0,12,00,0,0
1629370551437,4.126,87,29.0,175,-1,12,00,0,0
1629370552437,4.126,87,29.0,254,0,12,00,0,0
1629370553437,4.126,87,29.0,254,0,12,00,0,0
1629370554437,4.126,87,29.0,254,0,12,00,0,0
1629370555437,4.126,87,29.0,235,0,12,00,0,0
1629370556437,4.126,87,29.0,254,-2,12,00,0,0
1629370557437,4.126,87,29.0,254,0,12,00,0,0
1629370558437,4.126,87,29.1,175,-3,12,00,0,0
1629370559437,4.126,87,29.1,215,-1,12,00,0,0
1629370560437,4.126,87,29.1,254,0,12,00,0,0
1629370561437,4.126,87,29.1,215,0,12,00,0,0
1629370562437,4.126,87,29.1,254,-1,12,00,0,0
1629370563437,4.126,87,29.1,235,-1,12,00,0,0
1629370564437,4.126,87,29.1,254,0,12,00,0,0
1629370565437,4.126,87,29.1,75,-1,12,00,0,0
1629370566437,4.126,87,29.2,254,0,12,00,0,0
1629370567437,4.126,87,29.2,215,-1,12,00,0,0
1629370568437,4.126,87,29.2,254,0,12,00,0,0
1629370569437,4.126,87,29.2,254,0,12,00,0,0
1629370570437,4.126,87,29.2,254,0,12,00,0,0
1629370571437,4.126,87,29.2,135,0,12,00,0,0
1629370572437,4.126,87,29.2,254,-1,12,00,0,0
1629370573437,4.126,87,29.2,254,-1,12,00,0,0
1629370574437,4.126,87,29.2,135,0,12,00,0,0
1629370575437,4.126,87,29.2,254,0,12,00,0,0
1629370576437,4.126,87,29.2,215,0,12,00,0,0
1629370577437,4.126,87,29.3,254,0,12,00,0,0
1629370578437,4.126,87,29.3,254,0,12,00,0,0
1629370579437,4.126,87,29.4,254,0,12,00,0,0
1629370580437,4.126,87,29.4,254,0,12,00,0,0
1629370581437,4.126,87,29.4,254,0,12,00,0,0
1629370582437,4.126,87,29.4,254,-1,12,00,0,0
1629370583437,4.126,87,29.4,254,0,12,00,0,0
1629370584437,4.126,87,29.4,254,0,12,00,0,0
1629370585437,4.126,87,29.4,254,-2,12,00,0,0
1629370586437,4.126,87,29.4,254,-1,12,00,0,0
1629370587437,4.126,87,29.4,254,0,12,00,0,0
1629370588437,4.126,87,29.4,254,-1,12,00,0,0
1629370589437,4.126,87,29.4,175,0,12,00,0,0
1629370590437,4.126,87,29.5,254,0,12,00,0,0
1629370591437,4.126,87,29.5,215,0,12,00,0,0
1629370592437,4.126,87,29.5,254,-1,12,00,0,0
1629370593437,4.126,87,29.5,254,-4,12,00,0,0
1629370594437,4.126,87,29.5,254,-2,12,00,0,0
1629370595437,4.126,87,29.5,235,-2,12,00,0,0
1629370596437,4.126,87,29.5,254,0,12,00,0,0
1629370597437,4.126,87,29.5,254,0,12,00,0,0
1629370598437,4.126,87,29.5,254,-1,12,00,0,0
1629370599437,4.126,87,29.5,254,0,12,00,0,0
1629370600437,4.126,87,29.5,235,-5,12,00,0,0
1629370601437,4.126,87,29.5,254,0,12,00,0,0
1629370602437,4.126,87,29.5,235,0,12,00,0,0
1629370603437,4.126,87,29.5,254,0,12,00,0,0
1629370604437,4.126,87,29.5,254,0,12,00,0,0
1629370605437,4.126,87,29.5,254,0,12,00,0,0
1629370606437,4.126,87,29.5,254,0,12,00,0,0
1629370607437,4.126,87,29.5,254,0,12,00,0,0
1629370608437,4.126,87,29.5,254,0,12,00,0,0
1629370609437,4.126,87,29.5,254,-2,12,00,0,0
1629370610437,4.126,87,29.5,254,0,12,00,0,0
1629370611437,4.126,87,29.6,254,0,12,00,0,0
1629370612437,4.126,87,29.6,254,0,12,00,0,0
1629370613437,4.126,87,29.6,254,0,12,00,0,0
1629370614437,4.126,87,29.6,115,-3,12,00,0,0
1629370615437,4.126,87,29.6,254,0,12,00,0,0
1629370616437,4.126,87,29.6,195,-17,12,00,0,0
1629370617437,4.125,87,29.6,254,-8,12,00,0,0
