timestamp,green,ir,red
1631021159146,30512,253267,191331
1631021159156,30523,253234,191354
1631021159166,30532,253236,191364
1631021159176,30539,253277,191356
1631021159186,30550,253251,191367
1631021159196,30561,253278,191399
1631021159206,30577,253319,191390
1631021159216,30582,253326,191397
1631021159226,30602,253342,191420
1631021159236,30603,253351,191421
1631021159246,30620,253344,191425
1631021159256,30628,253339,191419
1631021159266,30617,253319,191379
1631021159276,30600,253328,191378
1631021159286,30588,253279,191367
1631021159296,30575,253260,191388
1631021159306,30556,253177,191364
1631021159316,30544,253181,191371
1631021159326,30535,253171,191336
1631021159336,30521,253150,191367
1631021159346,30506,253174,191359
1631021159356,30500,253139,191353
1631021159366,30497,253139,191366
1631021159376,30484,253173,191373
1631021159386,30488,253103,191369
1631021159396,30470,253108,191358
1631021159406,30468,253087,191328
1631021159416,30458,253104,191359
1631021159426,30446,253067,191347
1631021159436,30430,253073,191348
1631021159446,30427,253074,191363
1631021159456,30416,253100,191341
1631021159466,30415,253063,191365
1631021159476,30409,253077,191368
1631021159486,30411,253095,191393
1631021159496,30414,253118,191388
1631021159506,30423,253104,191386
1631021159516,30422,253090,191396
1631021159526,30425,253106,191404
1631021159536,30422,253085,191406
1631021159546,30424,253120,191444
1631021159556,30427,253125,191419
1631021159566,30423,253127,191412
1631021159576,30445,253127,191455
1631021159586,30432,253142,191440
1631021159596,30434,253142,191467
1631021159606,30441,253143,191441
1631021159616,30441,253150,191476
1631021159626,30450,253194,191449
1631021159636,30464,253161,191502
1631021159646,30463,253188,191498
1631021159656,30471,253223,191502
1631021159666,30476,253190,191479
1631021159676,30482,253225,191515
1631021159686,30483,253220,191508
1631021159696,30490,253230,191515
1631021159706,30504,253236,191555
1631021159716,30517,253203,191554
1631021159726,30516,253313,191580
1631021159736,30522,253307,191573
1631021159746,30526,253311,191596
1631021159756,30545,253358,191606
1631021159766,30560,253323,191615
1631021159776,30569,253365,191636
1631021159786,30577,253361,191625
1631021159796,30587,253413,191629
1631021159806,30594,253403,191632
1631021159816,30606,253388,191634
1631021159826,30616,253405,191660
1631021159836,30623,253433,191673
1631021159846,30627,253434,191647
1631021159856,30641,253437,191676
1631021159866,30645,253438,191676
1631021159876,30654,253474,191681
1631021159886,30665,253482,191695
1631021159896,30672,253458,191651
1631021159906,30685,253507,191690
