timestamp,TP9,AF7,AF8,TP10
1631021159159,0.795142650604248,0.3703551888465881,-0.0143496310338377,0.406695693731308
1631021159302,0.795142650604248,0.3703551888465881,-0.0143496310338377,0.406695693731308
1631021159365,0.795142650604248,0.3703551888465881,-0.0143496310338377,0.406695693731308
1631021159427,0.795142650604248,0.3539988994598388,-0.0088842548429965,0.3936332464218139
1631021159536,0.7708755731582642,0.3397603332996368,-0.0113315302878618,0.384206086397171
1631021159646,0.7344937920570374,0.3249065577983856,-0.0148752983659505,0.3774996101856231
1631021159786,0.6952098608016968,0.3134282529354095,-0.0086572812870144,0.3801676034927368
1631021159880,0.662726104259491,0.2823125123977661,0.008402019739151,0.3930770456790924
1631021159989,0.6374140381813049,0.2496791779994964,0.0228316225111484,0.4045316576957702
1631021160052,0.6374140381813049,0.2124258279800415,0.0186981502920389,0.4045316576957702
1631021160177,0.6374140381813049,0.1775057315826416,0.0186981502920389,0.4045316576957702
1631021160255,0.6374140381813049,0.1580743938684463,0.0186981502920389,0.4045316576957702
1631021160380,0.6374140381813049,0.1579281985759735,0.0186981502920389,0.4045316576957702
1631021160489,0.6374140381813049,0.1602504551410675,0.0186981502920389,0.4045316576957702
1631021160567,0.8312410712242126,0.1872256994247436,-0.2256179898977279,0.518938422203064
1631021160661,0.8003763556480408,0.2050864845514297,-0.2596349716186523,0.5160446166992188
1631021160755,0.7768481373786926,0.2151536345481872,-0.2854337096214294,0.4987300336360931
1631021160880,0.760819673538208,0.2210860401391983,-0.2951391935348511,0.479250431060791
1631021161052,0.7500892877578735,0.2251621931791305,-0.2950282096862793,0.4647300839424133
1631021161099,0.7425145506858826,0.2265570610761642,-0.2969200611114502,0.4533664286136627
1631021161192,0.7368183135986328,0.2225891649723053,-0.3049825131893158,0.4413453638553619
1631021161317,0.7314072847366333,0.2143037766218185,-0.3137556910514831,0.4271104633808136
1631021161364,0.7251143455505371,0.2159917056560516,-0.3137556910514831,0.4132374227046966
1631021161458,0.7251143455505371,0.2268874794244766,-0.3137556910514831,0.4017204046249389
1631021161598,0.7251143455505371,0.2446453720331192,-0.3137556910514831,0.4017204046249389
1631021161708,0.7251143455505371,0.2591541409492492,-0.3137556910514831,0.4017204046249389
1631021161817,0.7041053175926208,0.2629657089710235,-0.3273088335990906,0.4039910733699798
1631021161942,0.6819380521774292,0.256725549697876,-0.3475386500358581,0.3936714231967926
1631021162005,0.6662982702255249,0.2477855086326599,-0.3665415644645691,0.3690234124660492
1631021162083,0.6604171991348267,0.2403852939605713,-0.3735252022743225,0.3373755812644958
1631021162211,0.6620517373085022,0.233003094792366,-0.3646566271781921,0.3111626207828522
1631021162320,0.6663739085197449,0.2272595912218094,-0.3503761887550354,0.2968491911888122
1631021162398,0.6696146726608276,0.2225101590156555,-0.348387748003006,0.2893261909484863
1631021162523,0.670393168926239,0.2201823592185974,-0.348387748003006,0.2768854796886444
1631021162586,0.6159535050392151,0.2192519754171371,-0.348387748003006,0.2395874559879303
1631021162664,0.5628086924552917,0.2273288816213607,-0.348387748003006,0.2013584375381469
1631021162820,0.5321989059448242,0.2417668253183365,-0.348387748003006,0.1847102344036102
1631021162945,0.5402205586433411,0.2528914511203766,-0.0500604026019573,0.190139502286911
1631021163086,0.5919957756996155,0.2573808133602142,-0.0361510403454303,0.2020258903503418
1631021163132,0.631948709487915,0.2611015439033508,-0.0212337914854288,0.2152262479066848
1631021163189,0.6546985507011414,0.2718963027000427,-0.0106839369982481,0.2197078466415405
1631021163291,0.6612555980682373,0.2885392904281616,-0.0045608547516167,0.2219617515802383
1631021163447,0.6582141518592834,0.3026931881904602,-0.0003163940855301,0.2286309897899627
1631021163525,0.6550641655921936,0.3084593117237091,0.0036480554845184,0.2432533055543899
1631021163634,0.6550641655921936,0.3062756955623626,0.0036480554845184,0.2432533055543899
1631021163712,0.6550641655921936,0.3062756955623626,0.0036480554845184,0.2432533055543899
1631021163811,0.6550641655921936,0.3062756955623626,0.0036480554845184,0.2432533055543899
1631021163904,0.6550641655921936,0.3062756955623626,0.0036480554845184,0.2432533055543899
1631021164076,0.6550641655921936,0.3115186393260956,0.0036480554845184,0.2432533055543899
1631021164180,0.6756681203842163,0.3186310231685638,0.0083461785688996,0.2512116730213165
1631021164245,0.6961910724639893,0.3248492777347564,0.0158611815422773,0.2646933495998382
1631021164331,0.7115346789360046,0.3322091996669769,0.0265119206160306,0.2765252292156219
1631021164416,0.71761155128479,0.3423196375370025,0.0360860489308834,0.281438797712326
1631021164735,0.6875823736190796,0.346564769744873,0.0384863391518592,0.2821692228317261
1631021164766,0.6875823736190796,0.3251560926437378,0.0384863391518592,0.2821692228317261
1631021164868,0.6875823736190796,0.2740717232227325,0.0384863391518592,0.2821692228317261
1631021164941,0.6875823736190796,0.2268857061862945,0.0384863391518592,0.2821692228317261
1631021165027,0.6875823736190796,0.2105279117822647,0.0384863391518592,0.2821692228317261
1631021165172,0.7507787942886353,0.2191919386386871,-0.1340587735176086,0.2724899053573608
1631021165272,0.7784080505371094,0.2589030265808105,-0.1328900605440139,0.2293689548969268
1631021165406,0.7891767024993896,0.2887305021286011,-0.1369896382093429,0.1963684111833572
1631021165463,0.784559428691864,0.3040251433849334,-0.1504225879907608,0.1785681843757629
1631021165569,0.7730624079704285,0.3068293035030365,-0.1715762913227081,0.1699730455875396
1631021165632,0.7622733116149902,0.3029110729694366,-0.194074809551239,0.1614500135183334
1631021165743,0.7559792995452881,0.2982135415077209,-0.2080426216125488,0.1507611274719238
1631021165896,0.7543522119522095,0.295623630285263,-0.2033095061779022,0.1418563276529312
1631021165985,0.7541271448135376,0.2931030690670013,-0.1792112588882446,0.140298530459404
1631021166066,0.7518726587295532,0.2893089652061462,-0.1488914787769317,0.1456130146980285
1631021166188,0.7476933598518372,0.2864182293415069,-0.127015933394432,0.1527663320302963
1631021166260,0.746004581451416,0.2859120368957519,-0.1203649267554283,0.1601645052433014
1631021166345,0.7529336214065552,0.2896479964256286,-0.1283317804336547,0.1487751007080078
