timestamp,cumulative_impulse_load,walking_step_count,running_step_count,bound_count,jump_count,minor_impact_count,major_impact_count,avg_force_dev_rate,avg_step_impulse,avg_step_period,last_jump_flight_time
1631021159447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021160447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021161447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021162447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021163447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021164447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021165447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021166447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021167447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021168447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021169447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021170447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021171447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021172447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021173447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021174447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021175447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021176447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021177447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021178447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021179447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021180447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021181447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021182447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021183447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021184447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021185447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021186447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021187447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021188447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021189447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021190447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021191447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021192447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021193447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021194447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021195447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021196447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021197447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021198447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021199447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021200447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021201447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021202447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021203447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021204447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021205447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021206447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021207447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021208447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021209447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021210447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021211447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021212447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021213447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021214447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021215447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021216447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021217447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021218447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021219447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021220447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021221447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021222447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021223447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
1631021224447,278,1,0,0,0,4,1,0.0,0.0,0.0,0.0
