trialStartTime,trialNumber,repNumber,stimulusStartTime,stimulusQuadrant,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime
785.4750755492132,0,0,785.6323838711251,1,I5,m,m,1,1.084579598158598
786.7492117621005,1,0,786.8831480091903,2,E5,m,m,1,0.8417733358219266
787.7494723710697,2,0,787.8830218710937,3,A7,m,m,1,1.4459113150369376
789.348542212043,3,0,789.4845672321972,4,I3,m,m,1,0.7542642718181014
790.2650388921611,4,1,790.3999361100141,1,R2,c,c,1,0.9638152939733118
791.3805647040717,5,1,791.5165846091695,2,U5,m,m,1,0.7811168450862169
792.3144140951335,6,1,792.4497122662142,3,E6,c,c,1,1.3508912958204746
793.8319271330256,7,1,793.9646946641151,4,U8,c,c,1,1.934903659857809
795.9313268170226,8,2,796.0645205460023,1,U9,m,m,1,1.5770127959549427
797.6645839931443,9,2,797.7990954150446,2,E8,m,m,1,0.877330131130293
798.6978598511778,10,2,798.8312468680087,3,M8,c,c,1,1.5511651430279016
800.4141375671607,11,2,800.5472053310368,4,E9,m,m,1,0.6911605761852115
801.264156862162,12,3,801.3987831880804,1,I7,m,m,1,1.3796862279996276
802.8185363910161,13,3,802.9513805750757,2,M4,c,c,1,0.7038497098255903
803.681927409023,14,3,803.813128401991,3,M2,c,c,1,1.345095925964415
805.1972241289914,15,3,805.3163326971699,4,A8,c,c,1,0.7118311999365687
806.0479187720921,16,4,806.1821407091338,1,G3,c,c,1,1.1569161829538643
807.3653323671315,17,4,807.4979845061898,2,I2,m,m,1,0.6920345809776336
808.2144851831254,18,4,808.3440668131225,3,R9,m,m,1,1.612941589904949
809.9822973001283,19,4,810.1150746601634,4,A4,c,c,1,0.8118187109939754
810.9483155240305,20,5,811.0789877681527,1,I2,m,m,1,1.224867454962805
812.3315634410828,21,5,812.464167131111,2,A2,m,m,1,0.7066300539299846
813.1977363370825,22,5,813.3320272041019,3,M6,c,c,1,2.0847654140088707
815.4472540570423,23,5,815.5804185022134,4,E5,m,m,1,0.7414268800057471
816.34597055614,24,6,816.478068248136,1,M2,c,c,1,1.263552952092141
817.76369716716,25,6,817.8965496742167,2,R7,c,c,1,0.8810431680176407
818.8119740940165,26,6,818.9445258721244,3,E2,c,c,1,2.2710298190359026
821.2453427000437,27,6,821.3776994121727,4,A2,c,c,1,0.6907203758601099
822.0969166820869,28,7,822.2301370920613,1,K8,c,c,1,1.53727942192927
823.7998505441938,29,7,823.9303386881948,2,I5,m,m,1,0.7000810620374978
824.6467231290881,30,7,824.7802464170381,3,M3,m,m,1,1.0579903479665518
825.8648805101402,31,7,825.9985818110872,4,R3,m,m,1,0.6207026531919837
826.6459219211247,32,8,826.7811539180111,1,I7,m,m,1,1.1330655380152166
827.9465520239901,33,8,828.0803855450358,2,M6,c,c,1,0.7669189111329615
828.8809863461647,34,8,829.0130504660774,3,R6,c,c,1,1.5992184199858457
830.649715334177,35,8,830.7796119141858,4,R8,c,c,1,0.6574289239943027
831.4641965432093,36,9,831.5976587061305,1,K9,c,c,1,1.0584463621489704
832.6828434190247,37,9,832.8117547610309,2,U6,m,m,1,0.75329400296323
833.597693588119,38,9,833.7302922999952,3,U6,c,c,1,1.4406500419136137
