timestamp,duration
1630573700278,3480
1630573703758,3440
1630573707198,3640
1630573710838,3200
1630573714038,4760
1630573718798,3600
1630573722398,3840
1630573726238,4080
1630573730318,3920
1630573734238,3960
1630573738198,3880
1630573742078,4040
1630573746118,3680
1630573749798,6640
1630573756438,3360
1630573759798,4080
1630573763878,6160
1630573770038,6480
1630573776518,4520
1630573781038,3560
1630573784598,5360
1630573789958,3440
1630573793398,2640
1630573796038,2360
1630573798398,5400
1630573803798,5080
1630573808878,3760
1630573812638,3320
1630573815958,1640
1630573817598,2760
1630573820358,1960
1630573822318,2320
1630573824638,4400
1630573829038,3600
1630573832638,4520
1630573837158,3360
1630573840518,3040
1630573843558,4440
1630573847998,4280
1630573852278,2680
1630573854958,2880
1630573857838,2800
1630573860638,2320
1630573862958,3560
1630573866518,3480
1630573869998,2600
1630573872598,2840
1630573875438,2520
1630573877958,2000
1630573879958,4240
1630573884198,2920
1630573887118,2200
1630573889318,2440
1630573891758,2040
1630573893798,2560
1630573896358,2200
1630573898558,2360
1630573900918,2320
1630573903238,1720
1630573904958,1920
1630573906878,1920
1630573908798,1800
1630573910598,2800
1630573913398,2040
1630573915438,2760
1630573918198,2200
1630573920398,2320
1630573922718,2280
1630573924998,1920
1630573926918,1920
1630573928838,1960
1630573930798,1800
1630573932598,1960
1630573934558,1880
1630573936438,1880
1630573938318,1720
1630573940038,1880
1630573941918,2240
1630573944158,2000
1630573946158,1680
1630573947838,1760
1630573949598,1960
1630573951558,1960
1630573953518,1960
1630573955478,2080
1630573957558,1720
1630573959278,1640
1630573960918,1640
1630573962558,1600
1630573964158,1840
1630573965998,1760
1630573967758,2640
1630573970398,1760
1630573972158,1840
1630573973998,1560
1630573975558,1600
1630573977158,1720
1630573978878,1840
1630573980718,1880
1630573982598,1840
1630573984438,2640
1630573987078,1640
1630573988718,1640
1630573990358,1560
1630573991918,1320
1630573993238,1480
1630573994718,1960
1630573996678,1520
1630573998198,1520
1630573999718,1520
1630574001238,1520
1630574002758,1520
1630574004278,1680
1630574005958,1720
1630574007678,2640
1630574010318,2200
1630574012518,4080
1630574016598,2240
1630574018838,2720
1630574021558,2000
1630574023558,1760
1630574025318,2760
1630574028078,1760
1630574029838,2240
1630574032078,1880
1630574033958,2400
1630574036358,2000
1630574038358,2480
1630574040838,1800
1630574042638,2560
1630574045198,2320
1630574047518,2320
1630574049838,2280
1630574052118,2080
1630574054198,1840
1630574056038,2040
1630574058078,2000
1630574060078,2840
1630574062918,2600
1630574065518,2000
1630574067518,3760
1630574071278,3480
1630574074758,2280
1630574077038,2680
1630574079718,2400
1630574082118,2600
1630574084718,2600
1630574087318,2640
1630574089958,2320
1630574092278,2320
1630574094598,2600
1630574097198,2600
1630574099798,2440
1630574102238,4680
1630574106918,4480
1630574111398,3240
1630574114638,2480
1630574117118,2920
1630574120038,4920
1630574124958,2560
1630574127518,2920
1630574130438,3240
1630574133678,2600
1630574136278,2680
1630574138958,2760
1630574141718,2440
1630574144158,2840
1630574146998,2520
1630574149518,3280
1630574152798,2920
1630574155718,2760
1630574158478,2880
1630574161358,2920
1630574164278,2520
1630574166798,2120
1630574168918,2400
1630574171318,2840
1630574174158,3360
1630574177518,2880
1630574180398,2560
1630574182958,3200
1630574186158,5840
1630574191998,3520
1630574195518,2400
1630574197918,3280
1630574201198,2800
1630574203998,3200
1630574207198,2840
1630574210038,3040
1630574213078,2960
1630574216038,3240
1630574219278,2560
1630574221838,3320
1630574225158,2840
1630574227998,3920
1630574231918,5520
1630574237438,3160
1630574240598,2920
1630574243518,2880
1630574246398,3360
1630574249758,3080
1630574252838,3320
1630574256158,3320
1630574259478,2600
1630574262078,3120
1630574265198,3000
1630574268198,2920
1630574271118,2680
1630574273798,3200
1630574276998,3160
1630574280158,3120
1630574283278,3720
1630574286998,3080
1630574290078,2880
1630574292958,3840
1630574296798,5240
1630574302038,4800
1630574306838,3120
1630574309958,3000
1630574312958,2400
1630574315358,3880
1630574319238,4080
1630574323318,3280
1630574326598,3240
1630574329838,3680
1630574333518,3240
1630574336758,2920
1630574339678,3240
1630574342918,3400
1630574346318,3080
1630574349398,3280
1630574352678,3040
1630574355718,3200
1630574358918,3360
1630574362278,3040
1630574365318,2800
1630574368118,2200
1630574370318,4600
1630574374918,2680
1630574377598,2920
1630574380518,3040
1630574383558,3160
1630574386718,3360
1630574390078,2800
1630574392878,2880
1630574395758,3280
1630574399038,4960
1630574403998,4360
1630574408358,3080
1630574411438,3600
1630574415038,2400
1630574417438,3000
1630574420438,4000
1630574424438,3200
1630574427638,3720
1630574431358,3120
1630574434478,2920
1630574437398,3360
1630574440758,3080
1630574443838,3680
1630574447518,5800
1630574453318,4520
1630574457838,4120
1630574461958,2800
1630574464758,3680
1630574468438,3200
1630574471638,3440
1630574475078,3360
1630574478438,3440
1630574481878,3120
1630574484998,3240
1630574488238,3480
1630574491718,3240
1630574494958,2880
1630574497838,3200
1630574501038,3720
1630574504758,2920
1630574507678,2960
1630574510638,3040
1630574513678,3680
1630574517358,2800
1630574520158,3600
1630574523758,3880
1630574527638,4000
1630574531638,3600
1630574535238,3760
1630574538998,4240
1630574543238,3040
1630574546278,4200
1630574550478,3840
1630574554318,5200
1630574559518,5280
1630574564798,4200
1630574568998,3760
1630574572758,6200
1630574578958,3520
1630574582478,3520
1630574585998,4160
1630574590158,3120
1630574593278,3440
1630574596718,3440
1630574600158,4760
1630574604918,3400
1630574608318,3200
1630574611518,4360
1630574615878,3200
1630574619078,4040
1630574623118,4160
1630574627278,4600
1630574631878,1560
1630574633438,4960
1630574638398,3880
1630574642278,3880
1630574646158,4320
1630574650478,4200
1630574654678,4560
1630574659238,3600
1630574662838,4240
1630574667078,3960
1630574671038,3920
1630574674958,3720
1630574678678,6360
1630574685038,3920
1630574688958,4240
1630574693198,4000
1630574697198,4080
1630574701278,5840
1630574707118,7400
1630574714518,3080
1630574717598,3560
1630574721158,3240
1630574724398,4200
1630574728598,3640
1630574732238,4800
