timestamp,cumulative_impulse_load,walking_step_count,running_step_count,bound_count,jump_count,minor_impact_count,major_impact_count,avg_force_dev_rate,avg_step_impulse,avg_step_period,last_jump_flight_time
1630573699438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573700438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573701438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573702438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573703438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573704438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573705438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573706438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573707438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573708438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573709438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573710438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573711438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573712438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573713438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573714438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573715438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573716438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573717438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573718438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573719438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573720438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573721438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573722438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573723438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573724438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573725438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573726438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573727438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573728438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573729438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573730438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573731438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573732438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573733438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573734438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573735438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573736438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573737438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573738438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573739438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573740438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573741438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573742438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573743438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573744438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1630573745438,309,0,0,0,0,1,0,0.0,0.0,0.0,0.0
