trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
312.9106656139484,313.4182907259092,R,None,None,1,,0,0
315.4181435708888,315.93133383092936,Q,None,None,1,,1,0
317.9177102108952,318.4312111849431,M,None,None,1,,2,0
320.41725315793883,320.93078381195664,Q,m,m,1,0.3425834130030125,3,0
322.91790186194703,323.4311269609025,K,None,None,1,,4,0
325.4162095929496,325.93109279696364,H,None,None,1,,5,0
327.91740398295224,328.43117329792585,B,None,None,1,,6,0
330.4174672829686,330.9310549959773,F,None,None,1,,7,0
332.9173711169278,333.4318784949137,B,m,m,1,0.4916868719737977,8,0
335.4172075389652,335.9309128999012,F,m,m,1,0.6398374210111797,9,0
337.91714979789685,338.4309144949075,X,None,None,1,,10,0
340.4169588359073,340.9308413589606,H,None,m,0,0.3529805259313434,11,0
342.9172441319097,343.4308714469662,R,None,None,1,,12,0
345.41711406898685,345.9302427149378,K,None,None,1,,13,0
347.91716828697827,348.43078980594873,Q,None,None,1,,14,0
350.41716599895153,350.9307749608997,K,m,m,1,0.6821385431103408,15,0
352.9167162209051,353.43075759196654,B,None,None,1,,16,0
355.4168919939548,355.930082545965,M,None,None,1,,17,0
357.91717130492907,358.43074327497743,X,None,None,1,,18,0
360.4166251039133,360.93073519098107,F,None,None,1,,19,0
705.9160482019652,706.4260467309505,F,None,None,1,,0,1
708.4282398299547,708.9259862808976,Q,None,None,1,,1,1
710.9280753599014,711.4259092819411,M,None,None,1,,2,1
713.4281121189706,713.9259113989538,B,None,m,0,0.4352741430047899,3,1
715.9287348079961,716.4258574459236,X,None,None,1,,4,1
718.4279509229818,718.9252843819559,K,None,None,1,,5,1
720.9277307438897,721.4258109359071,X,m,m,1,1.2063288659555838,6,1
723.4083186628995,723.9128634259105,R,None,None,1,,7,1
725.9124612649903,726.4257145219017,H,None,None,1,,8,1
728.4278773199767,728.9250089098932,R,m,m,1,0.4728200279641896,9,1
730.9278315369738,731.4256459149765,Q,None,None,1,,10,1
733.427742262953,733.9256070869742,H,None,None,1,,11,1
735.927694234997,736.4255473929225,F,None,None,1,,12,1
738.4276861809194,738.9254133689683,H,m,m,1,0.8305464219301939,13,1
740.9276632049587,741.4254629779607,K,None,None,1,,14,1
743.4276769239223,743.9254357679747,B,None,None,1,,15,1
745.9276835009223,746.4254341248889,M,None,None,1,,16,1
748.4274635689799,748.9253341859439,X,None,None,1,,17,1
750.9261472699,751.425329358899,M,m,m,1,0.6277412339113653,18,1
753.4282840728993,753.9245620099828,R,None,None,1,,19,1
1295.8588514009025,1296.367839933955,F,None,None,1,,0,2
1298.3711609540042,1298.8680376859847,R,None,None,1,,1,2
1300.868182127946,1301.3678997999525,H,None,None,1,,2,2
1303.3699228919577,1303.868006679928,B,None,None,1,,3,2
1305.870338312001,1306.3678542579291,H,m,m,1,0.5836908370256424,4,2
1308.370773959905,1308.8681165348971,B,m,m,1,0.7411388090113178,5,2
1310.8700709879631,1311.3681931738977,M,None,None,1,,6,2
1313.3700303239748,1313.8678875819314,X,None,None,1,,7,2
1315.8700854849303,1316.3678142649587,K,None,None,1,,8,2
1318.3678698539734,1318.8677679318937,Q,None,m,0,1.5097569529898465,9,2
1320.8703105539316,1321.3674656989751,K,m,m,1,0.7600593100069091,10,2
1323.37855775794,1323.8880931719905,M,None,None,1,,11,2
1325.8713944240008,1326.3880759109743,F,None,None,1,,12,2
1328.3698377499825,1328.8676548739895,X,None,None,1,,13,2
1330.8698268729495,1331.367573685944,B,None,None,1,,14,2
1333.3704810169293,1333.8674155209446,H,None,None,1,,15,2
1335.8682270719437,1336.367485408904,R,None,None,1,,16,2
1338.3694912369829,1338.8671046959937,K,None,None,1,,17,2
1340.8685046039757,1341.3674308148911,R,m,m,1,0.8170943279983476,18,2
1343.369298379985,1343.8666603519814,Q,None,None,1,,19,2
