timestamp,battery_voltage,battery_level,device_temperature,bluetooth_link_quality,bluetooth_rssi,bluetooth_tx_power,worn_confidence,is_button_press,is_not_fitted_to_garment
1630674782440,4.138,89,26.9,254,0,12,00,0,0
1630674783440,4.138,89,26.9,254,0,12,00,0,0
1630674784440,4.138,89,26.9,254,0,12,00,0,0
1630674785440,4.138,89,26.9,254,0,12,00,0,0
1630674786440,4.138,89,26.9,235,0,12,00,0,0
1630674787440,4.138,89,26.9,254,0,12,00,0,0
1630674788440,4.138,89,26.9,254,0,12,00,0,0
1630674789440,4.138,89,26.9,254,0,12,00,0,0
1630674790440,4.138,89,26.9,254,0,12,00,0,0
1630674791440,4.138,89,26.9,254,0,12,00,0,0
1630674792440,4.138,89,26.9,254,0,12,00,0,0
1630674793440,4.138,89,26.9,254,0,12,00,0,0
1630674794440,4.138,89,26.9,254,0,12,00,0,0
1630674795440,4.138,89,26.9,254,0,12,00,0,0
1630674796440,4.138,89,26.9,254,0,12,00,0,0
1630674797440,4.138,89,26.9,254,0,12,00,0,0
1630674798440,4.138,89,26.9,254,0,12,00,0,0
1630674799440,4.138,89,26.9,254,0,12,00,0,0
1630674800440,4.138,89,26.9,254,0,12,00,0,0
1630674801440,4.138,89,26.9,254,0,12,00,0,0
1630674802440,4.138,89,27.0,254,0,12,00,0,0
1630674803440,4.138,89,27.0,254,0,12,00,0,0
1630674804440,4.138,89,27.0,254,0,12,00,0,0
1630674805440,4.138,89,27.0,254,0,12,00,0,0
1630674806440,4.138,89,27.0,254,0,12,00,0,0
1630674807440,4.138,89,27.0,254,0,12,00,0,0
1630674808440,4.138,89,27.0,254,0,12,00,0,0
1630674809440,4.138,89,27.0,254,0,12,00,0,0
1630674810440,4.138,89,27.0,254,0,12,00,0,0
1630674811440,4.138,89,27.0,254,0,12,00,0,0
1630674812440,4.138,89,27.0,254,0,12,00,0,0
1630674813440,4.138,89,27.0,254,0,12,00,0,0
1630674814440,4.138,89,27.0,254,0,12,00,0,0
1630674815440,4.138,89,27.0,254,0,12,00,0,0
1630674816440,4.138,89,27.0,254,0,12,00,0,0
1630674817440,4.138,89,27.0,254,0,12,00,0,0
1630674818440,4.138,89,27.0,254,0,12,00,0,0
1630674819440,4.138,89,27.0,254,0,12,00,0,0
1630674820440,4.138,89,27.0,254,0,12,00,0,0
1630674821440,4.138,89,27.1,254,0,12,00,0,0
1630674822440,4.138,89,27.1,254,0,12,00,0,0
1630674823440,4.138,89,27.1,254,0,12,00,0,0
1630674824440,4.138,89,27.1,254,0,12,00,0,0
1630674825440,4.138,89,27.1,254,0,12,00,0,0
1630674826440,4.138,89,27.1,254,0,12,00,0,0
1630674827440,4.138,89,27.1,254,0,12,00,0,0
1630674828440,4.138,89,27.1,254,0,12,00,0,0
1630674829440,4.138,89,27.2,254,0,12,00,0,0
1630674830440,4.138,89,27.2,254,0,12,00,0,0
1630674831440,4.138,89,27.2,254,0,12,00,0,0
1630674832440,4.138,89,27.2,254,0,12,00,0,0
1630674833440,4.138,89,27.2,254,0,12,00,0,0
1630674834440,4.138,89,27.2,254,0,12,00,0,0
1630674835440,4.138,89,27.2,254,0,12,00,0,0
1630674836440,4.138,89,27.2,254,0,12,00,0,0
1630674837440,4.138,89,27.2,254,0,12,00,0,0
1630674838440,4.138,89,27.2,254,0,12,00,0,0
1630674839440,4.138,89,27.2,254,0,12,00,0,0
1630674840440,4.138,89,27.2,254,0,12,00,0,0
1630674841440,4.137,89,27.2,254,0,12,00,0,0
1630674842440,4.137,89,27.2,254,0,12,00,0,0
1630674843440,4.137,89,27.2,254,0,12,00,0,0
1630674844440,4.137,89,27.2,254,-2,12,00,0,0
1630674845440,4.137,89,27.2,254,0,12,00,0,0
1630674846440,4.137,89,27.2,254,0,12,00,0,0
