timestamp,battery_level_muse,battery_voltage_muse,adc_voltage_muse,temperature_muse
1630674784400,5000,3172,-1,0
1630674794402,5000,3172,-1,0
1630674804420,5000,3170,-1,0
1630674814414,4500,3152,-1,0
1630674824411,5000,3174,-1,0
1630674834437,5000,3170,-1,0
1630674844440,5000,3170,-1,0
1630674854463,5000,3172,-1,0
1630674864430,5000,3172,-1,0
1630674874500,5000,3165,-1,0
1630674884463,5000,3172,-1,0
1630674894447,4500,3148,-1,0
1630674904488,5000,3170,-1,0
1630674914499,4000,3146,-1,0
1630674924481,5000,3170,-1,0
1630674934469,4500,3161,-1,0
1630674944470,5000,3172,-1,0
1630674954501,5000,3168,-1,0
1630674964487,5000,3170,-1,0
1630674974524,5000,3172,-1,0
1630674984537,5000,3172,-1,0
1630674994570,5000,3170,-1,0
1630675004533,5000,3170,-1,0
1630675014528,5000,3165,-1,0
1630675024538,4500,3163,-1,0
1630675034555,5000,3165,-1,0
1630675044535,5000,3168,-1,0
1630675054549,5000,3168,-1,0
1630675064563,5000,3170,-1,0
1630675084589,4500,3163,-1,0
1630675094584,5000,3165,-1,0
1630675104616,5000,3165,-1,0
1630675114613,5000,3165,-1,0
1630675124639,5000,3168,-1,0
1630675134619,4500,3161,-1,0
1630675144634,3000,3113,-1,0
1630675154629,5000,3168,-1,0
1630675164651,4000,3137,-1,0
1630675174650,5000,3165,-1,0
1630675184683,4500,3161,-1,0
1630675194668,4500,3163,-1,0
1630675204706,5000,3165,-1,0
1630675214703,5000,3168,-1,0
1630675224705,5000,3165,-1,0
1630675234707,4500,3163,-1,0
1630675244702,5000,3165,-1,0
1630675254701,4500,3157,-1,0
1630675264704,4500,3161,-1,0
1630675274730,4500,3161,-1,0
1630675284735,4500,3163,-1,0
1630675294725,4000,3137,-1,0
1630675304751,4500,3163,-1,0
1630675314754,4500,3161,-1,0
1630675324755,5000,3165,-1,0
1630675334751,4500,3161,-1,0
1630675344773,4500,3159,-1,0
1630675354773,4500,3163,-1,0
1630675364786,4500,3161,-1,0
1630675374806,4500,3163,-1,0
1630675384778,4500,3163,-1,0
1630675394847,4000,3143,-1,0
1630675404857,4500,3161,-1,0
1630675414816,4500,3159,-1,0
1630675424834,4500,3150,-1,0
1630675434837,4500,3163,-1,0
1630675444871,4500,3163,-1,0
1630675454848,4500,3161,-1,0
1630675464842,4500,3163,-1,0
1630675474838,4500,3159,-1,0
1630675484852,4500,3159,-1,0
1630675494872,4000,3146,-1,0
1630675504872,4500,3161,-1,0
1630675514874,4500,3157,-1,0
1630675524914,4000,3143,-1,0
1630675534902,4000,3141,-1,0
1630675544906,4500,3157,-1,0
1630675554906,4500,3159,-1,0
1630675564932,4500,3159,-1,0
1630675574901,4000,3137,-1,0
1630675584940,4500,3159,-1,0
1630675594944,4500,3159,-1,0
1630675604939,4500,3157,-1,0
1630675614968,4500,3148,-1,0
1630675624973,4500,3157,-1,0
1630675634990,4000,3146,-1,0
1630675644950,4500,3154,-1,0
1630675655008,4500,3152,-1,0
1630675665005,4500,3159,-1,0
1630675675018,4500,3157,-1,0
1630675685047,4500,3154,-1,0
1630675695024,4000,3141,-1,0
1630675705037,4500,3152,-1,0
1630675715061,4000,3146,-1,0
1630675725022,4500,3148,-1,0
1630675735039,4500,3152,-1,0
1630675745054,4500,3157,-1,0
1630675755060,4500,3154,-1,0
1630675765056,4500,3154,-1,0
1630675775073,4000,3132,-1,0
1630675785061,4500,3152,-1,0
1630675795093,4500,3150,-1,0
1630675805108,4500,3152,-1,0
1630675815109,4500,3154,-1,0
1630675825083,3000,3113,-1,0
1630675835089,4500,3154,-1,0
1630675845101,4500,3157,-1,0
1630675855087,4500,3154,-1,0
1630675865128,4500,3154,-1,0
1630675875153,4500,3152,-1,0
1630675885121,4500,3152,-1,0
1630675895154,4000,3141,-1,0
1630675905149,4500,3152,-1,0
1630675915174,4000,3130,-1,0
1630675925175,4500,3150,-1,0
1630675935185,4500,3152,-1,0
1630675945182,4500,3148,-1,0
1630675955186,4500,3150,-1,0
1630675965192,4500,3150,-1,0
1630675975166,4500,3150,-1,0
1630675985187,4000,3141,-1,0
1630675995187,4500,3148,-1,0
1630676005208,4000,3132,-1,0
1630676015223,3500,3121,-1,0
1630676025222,4500,3148,-1,0
1630676035227,4500,3148,-1,0
1630676045234,4500,3148,-1,0
1630676055237,4500,3152,-1,0
1630676065235,4500,3148,-1,0
1630676075277,4500,3148,-1,0
1630676085258,4500,3148,-1,0
1630676095275,4500,3148,-1,0
1630676105240,4500,3148,-1,0
1630676115308,4500,3148,-1,0
1630676125287,4500,3148,-1,0
1630676135272,4500,3148,-1,0
1630676145291,4000,3146,-1,0
1630676155326,4000,3146,-1,0
1630676165288,4000,3146,-1,0
1630676175324,4000,3146,-1,0
1630676185308,4500,3148,-1,0
1630676195326,4500,3148,-1,0
1630676205357,4000,3146,-1,0
1630676215360,4500,3148,-1,0
1630676225341,4000,3135,-1,0
1630676235372,4000,3146,-1,0
1630676245361,4000,3143,-1,0
1630676255359,4000,3132,-1,0
1630676265377,4000,3146,-1,0
1630676275397,4500,3148,-1,0
1630676285411,4000,3143,-1,0
1630676295376,4000,3132,-1,0
1630676305389,4000,3143,-1,0
1630676315413,4000,3139,-1,0
1630676325412,4000,3143,-1,0
1630676335461,3500,3126,-1,0
