trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
285.9963937189896,286.5058615580201,R,None,None,1,,0,0
288.4779496199917,288.991011862061,Q,None,None,1,,1,0
290.9758514709538,291.47238153906073,M,None,None,1,,2,0
293.47438305802643,293.9723765440285,Q,m,m,1,0.7031167430104688,3,0
295.9751628440572,296.4722480990458,K,None,None,1,,4,0
298.4743935810402,298.9722157659708,H,None,None,1,,5,0
300.9749040970346,301.4723342310172,B,None,None,1,,6,0
303.4749458649894,303.97217536496464,F,None,None,1,,7,0
305.9752315710066,306.47220633004326,B,m,m,1,0.4148258209461346,8,0
308.47163549100515,308.9712061460596,F,m,m,1,0.4622594150714576,9,0
310.97228556801565,311.4714673230192,X,None,None,1,,10,0
313.4715923019685,313.97108006000053,H,None,None,1,,11,0
315.97098046995234,316.4710104300175,R,None,None,1,,12,0
318.4740847600624,318.97198200202547,K,None,None,1,,13,0
320.9741899409564,321.4719358070288,Q,None,None,1,,14,0
323.47471454704646,323.9719700970454,K,m,m,1,0.6264486100990325,15,0
325.97547800501343,326.47194964205846,B,None,None,1,,16,0
328.4746600560611,328.9718831980136,M,None,None,1,,17,0
330.97513986495323,331.4718854150269,X,None,None,1,,18,0
333.4759724100586,333.9719359129667,F,None,None,1,,19,0
648.9742793140467,649.4842738839798,F,None,None,1,,0,1
651.4703653759789,651.9841652590549,Q,None,None,1,,1,1
653.9844240229577,654.4842757709557,M,None,None,1,,2,1
656.4697313889628,656.9841501880437,B,None,None,1,,3,1
658.9882688400103,659.4840312720044,X,None,None,1,,4,1
661.4709199849749,661.983648366062,K,None,None,1,,5,1
663.9704833480064,664.4840626229998,X,m,m,1,0.3741495449794456,6,1
666.4848521240056,666.9840551200323,R,None,None,1,,7,1
668.9873647539644,669.4840020029806,H,None,None,1,,8,1
671.4860767710488,671.9841043549823,R,m,m,1,0.3163263140013441,9,1
673.9860128080472,674.4833435859764,Q,None,None,1,,10,1
676.4694563710364,676.9836370700505,H,None,None,1,,11,1
678.9868963690242,679.4831662119832,F,None,None,1,,12,1
681.4866599809611,681.9828311309684,H,m,m,1,0.486406709998846,13,1
683.9870157890255,684.4835867419606,K,None,None,1,,14,1
686.4845620680135,686.9839385430096,B,None,None,1,,15,1
688.9866914539598,689.4835270099575,M,None,None,1,,16,1
691.4845566030126,691.9836987140588,X,None,None,1,,17,1
693.9847304900177,694.4836355559528,M,m,m,1,0.3766486949753016,18,1
696.4862092919648,696.9835669050226,R,None,None,1,,19,1
1051.4185403650629,1051.932618002989,F,None,None,1,,0,2
1053.9146617939696,1054.4121312689967,R,None,None,1,,1,2
1056.4123502110597,1056.9112751920477,H,None,None,1,,2,2
1058.9173582469812,1059.4312079870142,B,None,None,1,,3,2
1061.4304161530454,1061.9443641429534,H,m,m,1,0.6022429879521951,4,2
1063.9140415779548,1064.411967740045,B,m,m,1,0.6424430160550401,5,2
1066.413489897037,1066.9119085250422,M,None,None,1,,6,2
1068.9148805390578,1069.4119396769674,X,None,None,1,,7,2
1071.4129750990542,1071.9118764779996,K,None,None,1,,8,2
1073.9139484950574,1074.411779541988,Q,None,None,1,,9,2
1076.4149460350163,1076.9117062690202,K,m,m,1,0.6870214949594811,10,2
1078.9147119560512,1079.4117766220588,M,None,None,1,,11,2
1081.414836504031,1081.9115941659547,F,None,None,1,,12,2
1083.913886060007,1084.4117293530144,X,None,None,1,,13,2
1086.4174751039827,1086.930224532029,B,None,None,1,,14,2
1088.9142999890028,1089.4116864190437,H,None,None,1,,15,2
1091.4146508299746,1091.9110686810454,R,None,None,1,,16,2
1093.9135652009863,1094.4115707710152,K,None,None,1,,17,2
1096.4156294179847,1096.9114852020284,R,m,m,1,0.4424801650457084,18,2
1098.9255755320191,1099.431884441059,Q,None,None,1,,19,2
