timestamp,battery_voltage,battery_level,device_temperature,bluetooth_link_quality,bluetooth_rssi,bluetooth_tx_power,worn_confidence,is_button_press,is_not_fitted_to_garment
1629880722448,4.104,84,23.8,235,0,12,00,0,0
1629880723448,4.104,84,23.8,254,0,12,00,0,0
1629880724448,4.104,84,23.8,254,0,12,00,0,0
1629880725448,4.104,84,23.8,190,0,12,00,0,0
1629880726448,4.104,84,23.8,254,0,12,00,0,0
1629880727448,4.104,84,23.8,190,0,12,00,0,0
1629880728448,4.104,84,23.8,254,0,12,00,0,0
1629880729448,4.104,84,23.8,254,0,12,00,0,0
1629880730448,4.104,84,23.8,254,0,12,00,0,0
1629880731448,4.104,84,23.8,190,0,12,00,0,0
1629880732448,4.104,84,23.8,190,0,12,00,0,0
1629880733448,4.104,84,23.8,254,0,12,00,0,0
1629880734448,4.104,84,23.8,254,0,12,00,0,0
1629880735448,4.104,84,23.8,254,0,12,00,0,0
1629880736448,4.104,84,23.8,254,0,12,00,0,0
1629880737448,4.104,84,23.8,254,0,12,00,0,0
1629880738448,4.104,84,23.8,254,0,12,00,0,0
1629880739448,4.104,84,23.8,254,0,12,00,0,0
1629880740448,4.104,84,23.8,254,0,12,00,0,0
1629880741448,4.104,84,23.8,254,0,12,00,0,0
1629880742448,4.104,84,23.9,254,0,12,00,0,0
1629880743448,4.103,83,23.9,254,0,12,00,0,0
1629880744448,4.103,83,23.9,254,0,12,00,0,0
1629880745448,4.103,83,23.9,235,0,12,00,0,0
1629880746448,4.103,83,23.9,215,0,12,00,0,0
1629880747448,4.103,83,23.9,254,0,12,00,0,0
1629880748448,4.103,83,23.9,254,0,12,00,0,0
1629880749448,4.103,83,23.9,254,0,12,00,0,0
1629880750448,4.103,83,23.9,254,0,12,00,0,0
1629880751448,4.103,83,23.9,254,0,12,00,0,0
1629880752448,4.103,83,24.0,254,0,12,00,0,0
1629880753448,4.103,83,24.0,254,0,12,00,0,0
1629880754448,4.103,83,24.0,254,0,12,00,0,0
1629880755448,4.103,83,24.0,254,0,12,00,0,0
1629880756448,4.103,83,24.0,254,0,12,00,0,0
1629880757448,4.103,83,24.0,254,0,12,00,0,0
1629880758448,4.103,83,24.0,254,0,12,00,0,0
1629880759448,4.103,83,24.0,254,0,12,00,0,0
1629880760448,4.103,83,24.0,254,0,12,00,0,0
1629880761448,4.103,83,24.1,254,0,12,00,0,0
1629880762448,4.103,83,24.1,254,0,12,00,0,0
1629880763448,4.103,83,24.1,254,0,12,00,0,0
1629880764448,4.103,83,24.1,254,0,12,00,0,0
1629880765448,4.103,83,24.1,254,0,12,00,0,0
1629880766448,4.103,83,24.2,254,0,12,00,0,0
1629880767448,4.103,83,24.2,254,0,12,00,0,0
1629880768448,4.103,83,24.2,254,0,12,00,0,0
1629880769448,4.103,83,24.2,254,0,12,00,0,0
1629880770448,4.103,83,24.2,254,0,12,00,0,0
1629880771448,4.103,83,24.3,254,0,12,00,0,0
1629880772448,4.103,83,24.3,254,0,12,00,0,0
1629880773448,4.103,83,24.3,254,0,12,00,0,0
1629880774448,4.103,83,24.3,254,0,12,00,0,0
1629880775448,4.103,83,24.3,254,0,12,00,0,0
1629880776448,4.103,83,24.3,254,0,12,00,0,0
1629880777448,4.103,83,24.3,254,0,12,00,0,0
1629880778448,4.103,83,24.3,254,0,12,00,0,0
1629880779448,4.103,83,24.3,254,0,12,00,0,0
1629880780448,4.103,83,24.3,254,0,12,00,0,0
1629880781448,4.103,83,24.3,254,0,12,00,0,0
1629880782448,4.103,83,24.3,254,0,12,00,0,0
1629880783448,4.103,83,24.3,254,0,12,00,0,0
1629880784448,4.103,83,24.3,254,0,12,00,0,0
1629880785448,4.103,83,24.3,254,0,12,00,0,0
1629880786448,4.103,83,24.3,254,0,12,00,0,0
1629880787448,4.103,83,24.3,254,0,12,00,0,0
1629880788448,4.103,83,24.3,254,0,12,00,0,0
1629880789448,4.103,83,24.3,254,0,12,00,0,0
1629880790448,4.103,83,24.4,254,0,12,00,0,0
1629880791448,4.103,83,24.4,254,0,12,00,0,0
1629880792448,4.103,83,24.4,254,0,12,00,0,0
1629880793448,4.103,83,24.4,254,0,12,00,0,0
1629880794448,4.103,83,24.4,254,0,12,00,0,0
1629880795448,4.103,83,24.4,254,-1,12,00,0,0
1629880796448,4.103,83,24.4,254,0,12,00,0,0
1629880797448,4.103,83,24.4,254,0,12,00,0,0
1629880798448,4.103,83,24.4,254,0,12,00,0,0
1629880799448,4.103,83,24.4,254,0,12,00,0,0
1629880800448,4.103,83,24.5,254,0,12,00,0,0
1629880801448,4.103,83,24.5,254,0,12,00,0,0
1629880802448,4.103,83,24.5,254,0,12,00,0,0
1629880803448,4.103,83,24.5,254,0,12,00,0,0
1629880804448,4.103,83,24.5,254,0,12,00,0,0
1629880805448,4.103,83,24.5,254,0,12,00,0,0
1629880806448,4.103,83,24.5,254,0,12,00,0,0
1629880807448,4.103,83,24.5,254,0,12,00,0,0
1629880808448,4.103,83,24.6,254,0,12,00,0,0
1629880809448,4.103,83,24.6,254,0,12,00,0,0
1629880810448,4.103,83,24.6,254,0,12,00,0,0
1629880811448,4.103,83,24.6,254,-1,12,00,0,0
1629880812448,4.103,83,24.6,254,0,12,00,0,0
1629880813448,4.103,83,24.6,254,-1,12,00,0,0
1629880814448,4.103,83,24.6,254,0,12,00,0,0
1629880815448,4.103,83,24.6,254,0,12,00,0,0
1629880816448,4.103,83,24.6,254,0,12,00,0,0
1629880817448,4.103,83,24.6,254,0,12,00,0,0
1629880818448,4.103,83,24.6,254,0,12,00,0,0
1629880819448,4.103,83,24.7,254,0,12,00,0,0
1629880820448,4.103,83,24.7,254,0,12,00,0,0
1629880821448,4.102,83,24.7,254,0,12,00,0,0
1629880822448,4.102,83,24.7,254,0,12,00,0,0
1629880823448,4.102,83,24.7,254,0,12,00,0,0
1629880824448,4.102,83,24.7,254,0,12,00,0,0
1629880825448,4.102,83,24.7,190,0,12,00,0,0
1629880826448,4.102,83,24.7,254,0,12,00,0,0
1629880827448,4.102,83,24.7,254,0,12,00,0,0
1629880828448,4.102,83,24.7,254,0,12,00,0,0
1629880829448,4.101,83,24.8,254,0,12,00,0,0
1629880830448,4.101,83,24.8,254,0,12,00,0,0
1629880831448,4.101,83,24.8,254,0,12,00,0,0
1629880832448,4.101,83,24.8,254,0,12,00,0,0
1629880833448,4.101,83,24.8,254,0,12,00,0,0
1629880834448,4.101,83,24.8,254,0,12,00,0,0
1629880835448,4.101,83,24.8,170,0,12,00,0,0
1629880836448,4.101,83,24.8,254,0,12,00,0,0
1629880837448,4.101,83,24.9,254,0,12,00,0,0
1629880838448,4.101,83,24.9,254,0,12,00,0,0
1629880839448,4.101,83,24.9,254,0,12,00,0,0
1629880840448,4.101,83,25.0,195,0,12,00,0,0
1629880841448,4.101,83,25.0,254,0,12,00,0,0
1629880842448,4.101,83,25.0,254,0,12,00,0,0
1629880843448,4.101,83,25.0,254,0,12,00,0,0
1629880844448,4.101,83,25.0,215,0,12,00,0,0
1629880845448,4.101,83,25.0,254,0,12,00,0,0
1629880846448,4.101,83,25.0,254,0,12,00,0,0
1629880847448,4.101,83,25.0,235,0,12,00,0,0
1629880848448,4.101,83,25.0,254,0,12,00,0,0
1629880849448,4.101,83,25.1,254,0,12,00,0,0
1629880850448,4.101,83,25.1,254,0,12,00,0,0
1629880851448,4.101,83,25.1,254,0,12,00,0,0
1629880852448,4.101,83,25.1,254,0,12,00,0,0
1629880853448,4.101,83,25.1,254,0,12,00,0,0
1629880854448,4.101,83,25.1,0,0,12,00,0,0
1629880855448,4.101,83,25.1,254,0,12,00,0,0
1629880856448,4.101,83,25.1,254,0,12,00,0,0
1629880857448,4.101,83,25.1,254,0,12,00,0,0
1629880858448,4.101,83,25.2,254,0,12,00,0,0
1629880859448,4.101,83,25.2,254,0,12,00,0,0
1629880860448,4.101,83,25.2,254,0,12,00,0,0
1629880861448,4.101,83,25.3,254,0,12,00,0,0
1629880862448,4.101,83,25.3,254,0,12,00,0,0
1629880863448,4.101,83,25.3,235,0,12,00,0,0
1629880864448,4.101,83,25.3,254,0,12,00,0,0
1629880865448,4.101,83,25.3,254,0,12,00,0,0
1629880866448,4.101,83,25.3,254,0,12,00,0,0
1629880867448,4.101,83,25.3,215,0,12,00,0,0
1629880868448,4.101,83,25.4,254,0,12,00,0,0
1629880869448,4.101,83,25.4,254,0,12,00,0,0
1629880870448,4.101,83,25.4,135,0,12,00,0,0
1629880871448,4.101,83,25.4,254,-3,12,00,0,0
1629880872448,4.101,83,25.4,195,0,12,00,0,0
1629880873448,4.101,83,25.4,254,0,12,00,0,0
1629880874448,4.101,83,25.4,235,0,12,00,0,0
1629880875448,4.101,83,25.4,175,-1,12,00,0,0
1629880876448,4.101,83,25.4,254,0,12,00,0,0
1629880877448,4.101,83,25.4,235,0,12,00,0,0
1629880878448,4.101,83,25.5,235,0,12,00,0,0
1629880879448,4.101,83,25.5,215,0,12,00,0,0
1629880880448,4.101,83,25.5,254,0,12,00,0,0
1629880881448,4.101,83,25.5,254,0,12,00,0,0
1629880882448,4.101,83,25.5,254,0,12,00,0,0
1629880883448,4.101,83,25.5,190,0,12,00,0,0
1629880884448,4.101,83,25.5,254,0,12,00,0,0
1629880885448,4.101,83,25.5,254,0,12,00,0,0
1629880886448,4.101,83,25.5,254,0,12,00,0,0
1629880887448,4.101,83,25.5,235,0,12,00,0,0
1629880888448,4.101,83,25.5,254,0,12,00,0,0
1629880889448,4.101,83,25.5,254,0,12,00,0,0
1629880890448,4.101,83,25.5,254,0,12,00,0,0
1629880891448,4.101,83,25.5,135,0,12,00,0,0
1629880892448,4.101,83,25.5,235,0,12,00,0,0
1629880893448,4.101,83,25.6,254,0,12,00,0,0
1629880894448,4.101,83,25.6,254,0,12,00,0,0
1629880895448,4.101,83,25.6,254,0,12,00,0,0
1629880896448,4.101,83,25.6,235,0,12,00,0,0
1629880897448,4.101,83,25.6,254,0,12,00,0,0
1629880898448,4.101,83,25.6,254,0,12,00,0,0
1629880899448,4.101,83,25.6,130,0,12,00,0,0
1629880900448,4.101,83,25.6,254,-1,12,00,0,0
1629880901448,4.101,83,25.6,254,0,12,00,0,0
1629880902448,4.101,83,25.6,254,0,12,00,0,0
1629880903448,4.101,83,25.6,235,0,12,00,0,0
1629880904448,4.101,83,25.6,254,0,12,00,0,0
1629880905448,4.101,83,25.7,254,7,12,00,0,0
1629880906448,4.101,83,25.7,254,0,12,00,0,0
1629880907448,4.101,83,25.7,254,0,12,00,0,0
1629880908448,4.1,83,25.7,254,2,12,00,0,0
1629880909448,4.1,83,25.7,254,3,12,00,0,0
1629880910448,4.1,83,25.7,254,3,12,00,0,0
1629880911448,4.1,83,25.7,254,0,12,00,0,0
1629880912448,4.1,83,25.7,254,0,12,00,0,0
1629880913448,4.1,83,25.7,254,0,12,00,0,0
1629880914448,4.1,83,25.7,254,3,12,00,0,0
1629880915448,4.1,83,25.7,254,3,12,00,0,0
1629880916448,4.1,83,25.8,254,0,12,00,0,0
1629880917448,4.099,83,25.8,254,0,12,00,0,0
1629880918448,4.099,83,25.8,254,0,12,00,0,0
1629880919448,4.099,83,25.9,254,3,12,00,0,0
1629880920448,4.099,83,25.9,254,1,12,00,0,0
1629880921448,4.099,83,25.9,254,3,12,00,0,0
1629880922448,4.099,83,25.9,254,0,12,00,0,0
1629880923448,4.099,83,25.9,254,3,12,00,0,0
1629880924448,4.099,83,25.9,254,2,12,00,0,0
1629880925448,4.099,83,25.9,254,0,12,00,0,0
1629880926448,4.099,83,25.9,254,2,12,00,0,0
1629880927448,4.099,83,25.9,254,2,12,00,0,0
1629880928448,4.099,83,25.9,254,0,12,00,0,0
1629880929448,4.099,83,25.9,254,0,12,00,0,0
1629880930448,4.099,83,25.9,254,2,12,00,0,0
1629880931448,4.099,83,25.9,254,2,12,00,0,0
1629880932448,4.099,83,25.9,254,0,12,00,0,0
1629880933448,4.099,83,25.9,254,0,12,00,0,0
