timestamp,battery_level_muse,battery_voltage_muse,adc_voltage_muse,temperature_muse
1631018757762,5500,3201,-1,0
1631018767784,6500,3214,-1,0
1631018777763,6500,3214,-1,0
1631018787792,6500,3218,-1,0
1631018797805,6500,3218,-1,0
1631018807783,6500,3216,-1,0
1631018817822,6000,3209,-1,0
1631018827811,6500,3214,-1,0
1631018837841,6500,3216,-1,0
1631018847803,6500,3214,-1,0
1631018857839,6500,3214,-1,0
1631018867849,6500,3216,-1,0
1631018877848,6000,3209,-1,0
1631018887845,6500,3214,-1,0
1631018897878,6000,3205,-1,0
1631018907888,6500,3214,-1,0
1631018917888,5500,3196,-1,0
1631018927858,6500,3214,-1,0
1631018937906,6000,3212,-1,0
1631018947923,6500,3216,-1,0
1631018957883,5000,3183,-1,0
1631018967891,6500,3214,-1,0
1631018977912,6500,3214,-1,0
1631018987926,6000,3212,-1,0
1631018997941,6000,3212,-1,0
1631019007972,6500,3214,-1,0
1631019018016,6000,3203,-1,0
1631019027968,6500,3214,-1,0
1631019037975,6000,3209,-1,0
1631019047991,6000,3212,-1,0
1631019057994,5500,3201,-1,0
1631019067962,6000,3212,-1,0
1631019078008,6000,3209,-1,0
1631019087981,6000,3209,-1,0
1631019098005,6000,3212,-1,0
1631019108015,6000,3209,-1,0
1631019117977,6000,3212,-1,0
1631019128020,6000,3207,-1,0
1631019138026,6000,3212,-1,0
1631019148004,6000,3207,-1,0
1631019158014,6000,3212,-1,0
1631019168016,6000,3207,-1,0
1631019178055,6000,3207,-1,0
1631019188037,6000,3209,-1,0
1631019198092,6000,3207,-1,0
1631019208070,6000,3209,-1,0
1631019218055,6000,3209,-1,0
1631019228068,6000,3207,-1,0
1631019238050,6000,3212,-1,0
1631019248059,6000,3205,-1,0
1631019258144,6000,3207,-1,0
1631019268062,6000,3209,-1,0
1631019278120,5500,3190,-1,0
1631019288123,6000,3205,-1,0
1631019298133,5000,3183,-1,0
1631019308120,6000,3205,-1,0
1631019318154,6000,3207,-1,0
1631019328137,6000,3205,-1,0
1631019338157,6000,3207,-1,0
1631019348186,6000,3205,-1,0
1631019358183,6000,3205,-1,0
1631019368166,6000,3207,-1,0
1631019378166,5500,3192,-1,0
1631019388181,6000,3207,-1,0
1631019428672,6000,3205,-1,0
1631019438582,5000,3181,-1,0
1631019448582,6000,3203,-1,0
1631019458623,5500,3201,-1,0
1631019468525,6000,3205,-1,0
1631019478475,5500,3201,-1,0
1631019488598,6000,3203,-1,0
1631019498548,6000,3203,-1,0
1631019508573,5500,3198,-1,0
1631019518512,6000,3203,-1,0
1631019528527,6000,3203,-1,0
1631019538610,6000,3205,-1,0
1631019548547,6000,3203,-1,0
1631019558538,5000,3179,-1,0
1631019568549,5500,3201,-1,0
1631019578552,5500,3201,-1,0
1631019588641,5500,3201,-1,0
1631019598602,6000,3203,-1,0
1631019608583,5500,3201,-1,0
1631019618584,5500,3198,-1,0
1631019628598,5500,3201,-1,0
1631019638578,5500,3201,-1,0
1631019648685,5500,3201,-1,0
1631019658632,5500,3201,-1,0
1631019668649,5500,3196,-1,0
1631019678601,5500,3198,-1,0
1631019688634,5500,3198,-1,0
1631019698633,5500,3201,-1,0
1631019708760,5000,3170,-1,0
1631019718686,5500,3198,-1,0
1631019728714,5000,3179,-1,0
1631019738650,5500,3198,-1,0
1631019748685,5500,3196,-1,0
1631019758689,5500,3198,-1,0
1631019768724,5500,3196,-1,0
1631019778737,5500,3196,-1,0
1631019788811,5500,3198,-1,0
1631019798700,5500,3198,-1,0
1631019808787,5500,3196,-1,0
1631019818795,5500,3198,-1,0
1631019828751,5500,3196,-1,0
1631019838727,5500,3198,-1,0
1631019848864,5500,3198,-1,0
1631019858770,5500,3196,-1,0
1631019868812,5500,3194,-1,0
1631019878781,5500,3194,-1,0
1631019888794,5500,3196,-1,0
1631019898798,5500,3194,-1,0
1631019908791,5500,3194,-1,0
