trialStartTime,stimulusStartTime,stimulusCoords,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
239.11234581284225,240.39712173794396,-0.3,z,z,1,1.7758487961255014,0,0
240.92925361497328,242.29678354901262,0.3,period,period,1,1.9998074900358915,1,0
242.9722159767989,244.24225487094373,-0.1,x,x,1,1.692717174999416,2,0
244.70631942688487,245.86396634299308,-0.3,z,z,1,1.6085936028975991,3,0
246.35908334795383,247.47682608291507,-0.3,z,z,1,1.55177466198802,4,0
247.9597985539585,249.17663587094285,-0.3,z,z,1,1.6168827170040458,5,0
249.62484259996563,250.77569843200035,0.1,comma,comma,1,1.961792698130012,6,0
251.6275762708392,252.99702564184554,0.1,comma,comma,1,1.748954565031454,7,0
253.427859878866,254.7968948748894,-0.3,z,z,1,1.782685691956431,8,0
255.26098014600572,256.4092105568852,-0.3,z,z,1,1.578415971016511,9,0
256.87290535192005,258.1284865050111,-0.1,x,x,1,1.568509649951011,10,0
258.47597803385,259.694974391954,-0.1,x,x,1,1.656361347064376,11,0
260.1712265419774,261.49499039980583,0.3,period,period,1,1.757038536015898,12,0
261.972507996019,263.3281176770106,-0.1,x,x,1,1.8657290919218208,13,0
263.8747113759164,265.1090788708534,0.1,comma,comma,1,1.710310413967818,14,0
265.62686961889267,266.9959476569202,-0.1,x,x,1,1.8730309400707483,15,0
267.54273467394523,268.56327944388613,0.1,comma,comma,1,1.5211616740562022,16,0
269.10593734984286,270.2095386609435,0.3,period,period,1,1.5449760649353266,17,0
270.6925921929069,271.8623894939665,-0.3,z,z,1,1.5753456419333816,18,0
272.3066759838257,273.34291799901985,-0.1,x,x,1,1.439085332909599,19,0
273.7931994218379,274.96327590802684,-0.1,x,x,1,1.5985208412166685,20,0
275.4259495029692,276.6761598708108,0.3,period,period,1,1.6706210679840297,21,0
277.1392067458946,278.175421011867,0.1,comma,comma,1,1.4973305971361697,22,0
278.6732088699937,279.8295993329957,0.1,comma,comma,1,1.6312441360205412,23,0
280.3390243088361,281.62831210088916,-0.3,z,z,1,1.7442799669224769,24,0
282.126324857818,283.2420330569148,0.1,comma,comma,1,1.5809418458957225,25,0
283.7392020029947,284.92984908795916,0.3,period,period,1,1.4920292221941054,26,0
285.27121604792774,286.5421548089944,0.3,period,period,1,1.6368264849297702,27,0
286.9406514069997,288.3631354039535,0.1,comma,comma,1,1.763519023079425,28,0
288.7380272359587,289.9759001908824,0.3,period,period,1,1.6758961719460783,29,0
290.46006897091866,291.5960961659439,-0.1,x,x,1,1.5247911231126636,30,0
292.0303364088759,293.4751605258789,-0.3,z,z,1,1.7674976252019403,31,0
293.84039257094264,294.99632286000997,0.1,comma,comma,1,1.6572735670488328,32,0
295.5381575648207,296.62952527590096,-0.1,x,x,1,1.4885452780872583,33,0
297.059572431026,298.09433492296375,0.3,period,period,1,1.4340938369277865,34,0
298.528156763874,299.62910409295,0.3,period,period,1,1.443379468051717,35,0
650.0504475890193,651.3076159318443,0.1,comma,comma,1,1.7842221709433943,0,1
651.8699484698009,653.2044858818408,-0.3,z,z,1,1.815669540083036,1,1
653.7230946598575,655.1709859359544,0.3,period,period,1,1.816608636872843,2,1
655.5857453548815,656.6914130179211,0.1,comma,comma,1,1.5607956019230187,3,1
657.1864418019541,658.40431763581,0.1,comma,comma,1,1.5600426709279418,4,1
658.7872420300264,660.1036072238348,0.1,comma,comma,1,1.648064742097631,5,1
660.4663019198924,661.586096533807,-0.3,z,z,1,1.5870057281572372,6,1
662.0876280688681,663.2705322918482,-0.1,x,x,1,1.49254655581899,7,1
663.620267841965,664.7913729338907,0.3,period,period,1,1.504823808092624,8,1
665.1690677530132,666.5041213748045,-0.1,x,x,1,1.7700248481705785,9,1
666.9882409118582,668.1043729698285,-0.3,z,z,1,1.5137305969838053,10,1
668.5362071900163,669.8710568679962,-0.3,z,z,1,1.720724007114768,11,1
670.2881094848271,671.3375615649857,0.1,comma,comma,1,1.3877268659416586,12,1
671.7216369428206,673.1039314158261,0.1,comma,comma,1,1.73525925911963,13,1
673.4871155619621,674.90374805592,0.1,comma,comma,1,1.7365130570251497,14,1
675.2536484529264,676.3242184128612,-0.1,x,x,1,1.453010680153966,15,1
676.7554519269615,677.8245683528949,-0.3,z,z,1,1.411128344014287,16,1
678.1997370009776,679.4578871089034,-0.1,x,x,1,1.5567808749619871,17,1
