trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
282.5696583290119,283.07805439597,R,None,None,1,,0,0
285.0638919309713,285.5776642640121,Q,None,None,1,,1,0
287.5645576600218,288.0778967080405,M,None,None,1,,2,0
290.0643099449808,290.57801569998264,Q,m,m,1,0.4324764340417459,3,0
292.5807444059756,293.0778266700217,K,None,None,1,,4,0
295.0644090679707,295.5777466460131,H,None,None,1,,5,0
297.564347431995,298.0778142720228,B,None,None,1,,6,0
300.0639498019591,300.5776939339703,F,None,None,1,,7,0
302.5641380810412,303.0775321549736,B,m,m,1,0.3550605269847438,8,0
305.0768967940239,305.57766157598235,F,m,m,1,0.3971931129926815,9,0
307.5767853299621,308.0766550450353,X,None,None,1,,10,0
310.0630756170722,310.5767618230311,H,None,None,1,,11,0
312.5640111770481,313.0776407789672,R,None,None,1,,12,0
315.0640507560456,315.57764398597647,K,None,None,1,,13,0
317.58049129496794,318.0774726460222,Q,None,None,1,,14,0
320.0639221450547,320.5770170290489,K,m,m,1,0.696464758948423,15,0
322.5639666300267,323.07744833198376,B,None,None,1,,16,0
325.0797090700362,325.5774840899976,M,None,None,1,,17,0
327.58020794100594,328.0773933730088,X,None,None,1,,18,0
330.0797639939701,330.5773611740442,F,None,None,1,,19,0
656.2806645589881,656.793404105003,F,None,None,1,,0,1
658.7796308209654,659.2932795570232,Q,None,None,1,,1,1
661.277116251993,661.773128460045,M,None,None,1,,2,1
663.7759678040165,664.3037147469586,B,None,None,1,,3,1
666.2737851369893,666.7726028190227,X,None,None,1,,4,1
668.7755605189595,669.2732250819681,K,None,None,1,,5,1
671.27561319503,671.7816106979735,X,m,m,1,0.5614457660121843,6,1
673.775807322003,674.2730531860143,R,None,None,1,,7,1
676.27608882403,676.7730104869697,H,None,None,1,,8,1
678.774845722015,679.2728972650366,R,m,m,1,0.5971862439764664,9,1
681.2762517780066,681.7728968260344,Q,None,None,1,,10,1
683.7750096099917,684.2719161270652,H,None,None,1,,11,1
686.275558925001,686.7723521760199,F,None,None,1,,12,1
688.7750419459771,689.2719088790473,H,m,m,1,0.4333219400141388,13,1
691.2757639749907,691.7728644800372,K,None,None,1,,14,1
693.7755528490525,694.2727827760391,B,None,None,1,,15,1
696.2754414050141,696.7725878159981,M,None,None,1,,16,1
698.7756700640311,699.2728334330022,X,None,None,1,,17,1
701.2758054180304,701.7731205599848,M,m,m,1,0.4950244110077619,18,1
703.775509107043,704.2726273060543,R,None,None,1,,19,1
1020.3929185629822,1020.9007623390062,F,None,None,1,,0,2
1022.8889951460296,1023.401287337998,R,None,None,1,,1,2
1025.4037567919586,1025.9008108290143,H,None,None,1,,2,2
1027.9040542909645,1028.4194893999957,B,None,None,1,,3,2
1030.4035530099643,1030.9013157960726,H,m,m,1,0.5724647179013118,4,2
1032.9035262650575,1033.40128343401,B,m,m,1,0.4926698280032724,5,2
1035.415230690036,1035.9217109100427,M,None,None,1,,6,2
1037.9041218169732,1038.4011002000188,X,None,None,1,,7,2
1040.4039789939998,1040.9010998629965,K,None,None,1,,8,2
1042.9049801030196,1043.4009732650593,Q,None,None,1,,9,2
1045.4031976939875,1045.901011232054,K,m,m,1,0.6060814140364528,10,2
1047.9032161029754,1048.4009433659958,M,None,None,1,,11,2
1050.403181268019,1050.9009034599876,F,None,None,1,,12,2
1052.9033044360112,1053.400919900043,X,None,None,1,,13,2
1055.399945696001,1055.90037755901,B,None,None,1,,14,2
1057.900758001022,1058.400938331033,H,None,None,1,,15,2
1060.4030513240723,1060.900870240992,R,None,None,1,,16,2
1062.9027830690611,1063.4007866389584,K,None,None,1,,17,2
1065.4028940480202,1065.900726999971,R,m,m,1,0.6027499160263687,18,2
1067.904113620054,1068.4007514490513,Q,None,None,1,,19,2
