timestamp,cumulative_impulse_load,walking_step_count,running_step_count,bound_count,jump_count,minor_impact_count,major_impact_count,avg_force_dev_rate,avg_step_impulse,avg_step_period,last_jump_flight_time
1629897192451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897193451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897194451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897195451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897196451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897197451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897198451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897199451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897200451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897201451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897202451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897203451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897204451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897205451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897206451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897207451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897208451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897209451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897210451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897211451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897212451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897213451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897214451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897215451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897216451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897217451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897218451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897219451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897220451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897221451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897222451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897223451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
1629897224451,270,0,0,0,0,8,0,0.0,0.0,0.0,0.0
