trialStartTime,trialNumber,repNumber,stimulusStartTime,stimulusQuadrant,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime
845.3768023790326,0,0,845.5114152079914,1,I9,m,m,1,2.0740245580673218
847.6112104579806,1,0,847.7467252931092,2,M8,c,c,1,0.9167190580628812
848.6951974208932,2,0,848.8277203938924,3,G3,m,c,0,1.851462084101513
850.7147686849348,3,0,850.8453959641047,4,M4,c,m,0,0.7798342329915613
851.6557634819765,4,1,851.7805027209688,1,A5,m,c,0,2.210821968037635
854.022244652966,5,1,854.1464567331132,2,K9,c,c,1,3.261591233080253
857.4280699139927,6,1,857.5619459119625,3,I4,c,c,1,2.7889565660152584
860.3792449180037,7,1,860.5090665610041,4,K5,m,m,1,2.321795718977228
862.8614431819879,8,2,862.9952433090657,1,U6,m,m,1,2.8883796939626336
865.9092830140144,9,2,866.0443031780887,2,A5,m,m,1,1.5452732110861689
867.6108786300756,10,2,867.7459765619133,3,A2,c,c,1,2.020441241096705
869.7935548310634,11,2,869.9126838359516,4,E5,m,c,0,3.7866333390120417
873.7284873379394,12,3,873.8609865340404,1,M6,c,c,1,2.061265204800293
875.9465037200134,13,3,876.076162861893,2,M2,c,c,1,1.2040348588488996
877.3097917009145,14,3,877.4438905878924,3,K5,m,None,0,
882.4767233869061,15,3,882.6116709110793,4,E7,m,m,1,3.1728686678688973
885.8102119830437,16,4,885.9409498260356,1,K8,c,c,1,4.7231406948994845
890.6942827180028,17,4,890.8281977779698,2,E8,m,m,1,1.2952650350052863
892.1425513129216,18,4,892.2764540310018,3,A3,m,m,1,3.398028403054923
895.7119697760791,19,4,895.8419539320748,4,M9,m,m,1,1.5853211439680308
897.4596936788876,20,5,897.5741849560291,1,K6,c,c,1,2.36097798589617
899.9601185501087,21,5,900.094698837027,2,A7,m,m,1,1.3383689359761777
901.4607312099542,22,5,901.5954005219974,3,G9,m,m,1,2.7916018560063094
904.411770015955,23,5,904.546032146085,4,K4,c,c,1,2.322832531062886
906.89317076304,24,6,907.0279545150696,1,E7,m,m,1,2.3279853709973395
909.3769947350956,25,6,909.5102281139698,2,R4,c,m,0,4.773460949072614
914.3094632169232,26,6,914.4454146479256,3,R9,m,m,1,2.6787053178995848
917.1422761569264,27,6,917.2734963090624,4,U6,c,c,1,0.7915290920063853
918.0942100379616,28,7,918.227532884106,1,I7,m,m,1,2.1612401800230145
920.40984577802,29,7,920.541299847886,2,M5,c,c,1,0.9633915370795876
921.5267195419874,30,7,921.6597258700058,3,I4,c,c,1,1.5450838850811124
923.2267682231032,31,7,923.3597316630184,4,K8,c,c,1,0.6030485641676933
923.9942833499516,32,8,924.12795894593,1,G9,c,c,1,2.877603261964396
927.0266418179964,33,8,927.1604407920968,2,I2,m,m,1,1.133143737912178
928.310160636902,34,8,928.4427917450666,3,E3,m,m,1,2.3205504729412496
930.7951456010342,35,8,930.9263534368948,4,K3,m,m,1,1.0160055509768426
931.978113597026,36,9,932.1118815999944,1,A5,m,m,1,1.681420210050419
933.8100808539892,37,9,933.9394782849122,2,U4,m,m,1,0.9307507979683578
934.893157894956,38,9,935.0262399259956,3,G8,c,c,1,1.0209379000589252
936.0744302209932,39,9,936.2065559159964,4,U9,m,m,1,0.8045010741334409
937.0421459609644,40,10,937.175219905097,1,G4,c,c,1,1.8437987840734424
939.0426162548828,41,10,939.1764934740496,2,I9,m,m,1,0.8645691389683634
940.07817603508,42,10,940.207203056896,3,R5,m,m,1,1.1276912109460682
941.360527134966,43,10,941.4937600269914,4,G8,c,c,1,1.1631300270091742
942.676255746046,44,11,942.8105537910014,1,U9,m,m,1,1.4713127969298512
944.3111550291068,45,11,944.44418432191,2,I4,m,m,1,0.7795650090556592
945.2430288929028,46,11,945.3765708389692,3,R7,m,m,1,1.1560250991024077
946.5595078479964,47,11,946.6930659799835,4,K7,m,m,1,0.6036287629976869
947.3262868050952,48,12,947.4606218929404,1,E6,m,m,1,1.5770400140900165
949.0600057400296,49,12,949.1943502489012,2,M4,c,c,1,0.8631282430142164
950.076095153112,50,12,950.2074474680704,3,M4,c,c,1,1.109984722919762
951.3431514690164,51,12,951.4746494560968,4,K3,m,m,1,0.7137903410475701
952.2101353940088,52,13,952.3411864358932,1,M3,c,None,0,
957.374195476994,53,13,957.5088724968956,2,U9,m,m,1,0.8756374281365424
958.4109859999736,54,13,958.5403292470146,3,U4,c,c,1,2.7820550699252635
961.3432303699664,55,13,961.4766067001036,4,M5,m,m,1,0.6396991100627929
962.1436414339114,56,14,962.2878550640309,1,E9,m,m,1,1.0816062740050256
963.3927818790544,57,14,963.5265835509636,2,E3,m,m,1,0.6296975049190223
964.1763476328924,58,14,964.3088932149112,3,A8,c,c,1,0.8372478461824358
965.174996685004,59,14,965.3093964341095,4,I9,m,m,1,0.9086815949995072
966.2538078119978,60,15,966.3737676809542,1,M7,c,c,1,2.456221860134974
968.8602706890088,61,15,968.9935400150716,2,K6,c,c,1,0.845542861847207
969.8596956939436,62,15,969.9939444418995,3,U6,c,c,1,3.2118896550964564
973.2261410569772,63,15,973.3603673370088,4,K4,c,c,1,0.4424361509736627
973.8260006280616,64,16,973.9604309960268,1,G4,c,c,1,1.5153983940836042
975.5106977750548,65,16,975.6434290250764,2,U3,m,m,1,0.6081843220163137
976.2762063860428,66,16,976.409072675975,3,G8,c,c,1,0.6975621460005641
977.1262184239458,67,16,977.2595350430348,4,I2,c,c,1,0.4981208280660212
977.7873021389825,68,17,977.9098246889188,1,R8,c,c,1,0.9128335330169648
978.8424961850978,69,17,978.9742982150055,2,G4,c,c,1,0.731191618135199
979.7266088400502,70,17,979.8594620600344,3,M7,m,m,1,0.693977088900283
980.576224955963,71,17,980.7076753180008,4,E5,m,m,1,0.5867461229208857
981.3260744770524,72,18,981.4603274608962,1,M7,c,c,1,0.7991749220527709
982.2752057539764,73,18,982.4087623578962,2,G3,c,c,1,0.69665856519714
983.1261211670936,74,18,983.259924862068,3,I8,c,c,1,1.186451445799321
984.4784583540168,75,18,984.6063136449084,4,I8,c,c,1,0.4660057001747191
985.094496593112,76,19,985.2256496499758,1,R8,c,c,1,1.019576754886657
986.2738075091038,77,19,986.408461520914,2,A6,m,m,1,0.8378373528830707
987.2750421150122,78,19,987.409062569961,3,I2,c,c,1,0.9451328560244292
988.3762396899984,79,19,988.508894250961,4,A2,c,c,1,0.4572774858679622
988.992874932941,80,20,989.1256819760893,1,U6,m,m,1,1.7453597059939057
990.892441846896,81,20,991.025908356998,2,K2,c,c,1,0.627436449052766
991.6759492571,82,20,991.8097893390805,3,U7,m,m,1,1.6132669490762055
993.4423495139928,83,20,993.5733292270452,4,E6,c,c,1,0.5466196490451694
994.1425911779515,84,21,994.274914888898,1,A6,m,m,1,2.163987326901406
996.4593374850228,85,21,996.592671714956,2,G8,c,c,1,2.142145761055872
998.759121049894,86,21,998.8926896029152,3,A5,m,m,1,3.411922057159245
1002.3253382518888,87,21,1002.458556303056,4,K4,c,c,1,0.6850148381199688
1003.1757029308936,88,22,1003.307769587962,1,E3,m,m,1,1.1357830178458244
1004.4868595919106,89,22,1004.6089388960972,2,G4,c,c,1,0.7524452861398458
1005.3912613641004,90,22,1005.5098866999616,3,A8,c,c,1,0.884483122965321
1006.4256690309847,91,22,1006.5601489809342,4,G5,m,m,1,0.7371746860444546
1007.3265989939682,92,23,1007.4589435250964,1,R5,c,c,1,3.2643203639891
1010.7421803460456,93,23,1010.8759945339988,2,E5,m,m,1,1.966135791037232
1012.8771770719904,94,23,1013.0103682570624,3,A2,c,c,1,3.60388153209351
1016.6393405070994,95,23,1016.77289749193,4,U8,c,c,1,0.5660116579383612
1017.3593703329096,96,24,1017.4934700150044,1,A5,m,m,1,1.3464784768875688
1018.859866874991,97,24,1018.992490246892,2,A6,m,m,1,0.6262997321318835
1019.642299887957,98,24,1019.775369602954,3,M3,m,m,1,1.2544210960622877
1021.060067283921,99,24,1021.192221812904,4,M6,c,c,1,0.7917465497739613
1022.0100608828944,100,25,1022.1429188889452,1,R3,c,c,1,1.739852505037561
1023.9095447310248,101,25,1024.044657895109,2,G3,c,c,1,0.5329670268110931
1024.608216621913,102,25,1024.7408470220398,3,M8,c,c,1,0.8176966581959277
