trialStartTime,stimulusStartTime,stimulusCoords,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
249.41852514608763,250.57042155507952,-0.3,z,z,1,1.7580702339764684,0,0
251.2153025250882,252.78301291097887,0.1,comma,comma,1,2.016100416891277,1,0
253.2666246208828,254.71640313602984,0.1,comma,comma,1,1.9398041479289527,2,0
255.2489657970145,256.37034402694553,0.1,comma,comma,1,1.5543841449543834,3,0
256.8330745059065,258.1035945441108,0.1,comma,comma,1,1.578353008022532,4,0
258.44700629799627,None,0.1,comma,comma,1,0.7801135580521077,5,0
259.2665746519342,260.68363517103717,0.3,period,period,1,1.844625870930031,6,0
261.1479755160399,262.65014289389364,-0.1,x,x,1,2.0952516980469227,7,0
263.28012406709604,264.4369638010394,0.3,period,period,1,1.59107529791072,8,0
264.9135508420877,266.1697918800637,0.1,comma,comma,1,1.7224196959286928,9,0
266.6661712869536,267.8036460359581,0.3,period,period,1,1.5376974348910153,10,0
268.24546025996096,269.4500014958903,-0.3,z,z,1,1.6603583991527555,11,0
269.94617193797603,270.9823113710154,-0.1,x,x,1,1.413511616177857,12,0
271.39900329103693,272.51626933692023,0.3,period,period,1,1.4237887838389724,13,0
272.8662574340124,273.9700030318927,-0.3,z,z,1,1.4885467290878296,14,0
274.39914015401155,275.5829357278999,0.1,comma,comma,1,1.670410256134346,15,0
276.10326686291955,277.2497503920458,0.3,period,period,1,1.5732370868790897,16,0
277.71244911593385,278.93688271194696,0.3,period,period,1,1.5310112200677397,17,0
279.2782620510552,280.47030513896607,-0.1,x,x,1,1.7040371769107878,18,0
281.01548514002934,282.1164366409648,-0.3,z,z,1,1.5907733128406107,19,0
282.65011868509464,283.74918157304637,-0.1,x,x,1,1.4111751660238951,20,0
284.0993109429255,285.4167492999695,-0.1,x,x,1,1.66479407902807,21,0
285.79938593809493,286.8700768230483,-0.3,z,z,1,1.5487076910212636,22,0
287.37798746000044,288.71595518197864,-0.3,z,z,1,1.7590269839856774,23,0
289.17858841689304,290.482777108904,0.1,comma,comma,1,1.940252644009888,24,0
291.1677131371107,292.60318269510753,0.3,period,period,1,1.9551837570033967,25,0
293.1677534969058,294.4497538919095,-0.3,z,z,1,1.6819986740592867,26,0
294.90091938106343,296.16991159599274,-0.3,z,z,1,1.6367690898478031,27,0
296.5791612120811,297.6824044159148,-0.1,x,x,1,1.7354768190998584,28,0
298.3454949450679,299.73512610211037,-0.1,x,x,1,2.0460977950133383,29,0
300.431739811087,301.4830678049475,-0.1,x,x,1,1.4158377370331436,30,0
301.8800305039622,303.16975869308226,-0.1,x,x,1,1.626342053990811,31,0
303.5454755469691,304.8364985450171,0.1,comma,comma,1,1.656876416876912,32,0
305.233467444079,306.36966302711517,-0.3,z,z,1,1.5717636640183628,33,0
306.8464218750596,307.91604858706705,0.3,period,period,1,1.431704176124185,34,0
308.3120076500345,309.3487007908989,0.3,period,period,1,1.3781090499833226,35,0
659.0715968790464,660.4441708100494,-0.1,x,x,1,2.2491556720342487,0,1
661.3647585399449,662.4441543749999,0.1,comma,comma,1,2.1308697320055217,1,1
663.5299142550211,664.6441433099099,-0.1,x,x,1,1.647613903041929,2,1
665.2084691899363,666.3434308369178,0.3,period,period,1,1.5299901440739632,3,1
666.7710957000963,667.8114498299547,0.1,comma,comma,1,1.5572149299550802,4,1
668.3586164331064,669.5104103360791,-0.1,x,x,1,1.5437135610263797,5,1
669.9373409429099,671.1981327449903,0.1,comma,comma,1,1.6549393080640584,6,1
671.6234337710775,672.7982502130326,0.1,comma,comma,1,1.5688295841682702,7,1
673.22418694105,674.3962598370854,0.1,comma,comma,1,1.5969029038678857,8,1
674.8600865779445,676.3980267751031,0.3,period,period,1,1.9569145489949733,9,1
676.8622819080483,678.2435746160336,-0.3,z,z,1,1.7776984649244696,10,1
678.6753972528968,680.0777828719001,0.3,period,period,1,1.7354884059168398,11,1
680.463033124106,681.563974206103,0.3,period,period,1,1.4828054020181298,12,1
681.9937530800235,683.3111028131098,-0.3,z,z,1,1.626004190882668,13,1
683.6642432070803,684.9112884190399,0.3,period,period,1,1.558511172188446,14,1
685.2650258860085,686.5312113359105,-0.3,z,z,1,1.58759856200777,15,1
686.8956832950935,688.2445242269896,-0.3,z,z,1,1.6899043079465628,16,1
688.6299121989869,689.9773857209366,0.1,comma,comma,1,1.8756962239276616,17,1
690.5411081761122,691.8312546031084,-0.3,z,z,1,1.7992466350551697,18,1
692.3749291789718,693.5982801830396,-0.3,z,z,1,1.5584330260753632,19,1
693.973439461086,695.3108685030602,-0.3,z,z,1,1.6587437849957496,20,1
695.6747735189274,696.9645819999278,-0.1,x,x,1,1.7834477159194648,21,1
697.4972625940572,698.6309390889946,-0.1,x,x,1,1.6147667500190437,22,1
699.1621795059182,700.3311139279976,-0.1,x,x,1,1.49881480098702,23,1
700.6961329490878,701.8644237960689,0.3,period,period,1,1.7379060918465257,24,1
702.4726035029162,703.5775589160621,0.1,comma,comma,1,1.514309257036075,25,1
704.0294225709513,705.2977056920063,0.3,period,period,1,1.7193283799570054,26,1
705.797352709109,707.0103586679325,0.1,comma,comma,1,1.6103002182208002,27,1
707.4411136331037,708.6768810490612,-0.1,x,x,1,1.546554523985833,28,1
709.0292511179578,710.076856222935,-0.1,x,x,1,1.428277631988749,29,1
710.4959870839957,711.6311172579881,-0.1,x,x,1,1.4155422640033066,30,1
711.9649277760182,713.1101368039381,0.3,period,period,1,1.638495652936399,31,1
713.6414951831102,714.8975748079829,-0.3,z,z,1,1.6159103959798813,32,1
715.2960756700486,716.7296593768988,0.3,period,period,1,1.74817388295196,33,1
717.0974022441078,718.2101389109157,0.1,comma,comma,1,1.5588502259925008,34,1
718.6945656440221,719.863969727885,-0.3,z,z,1,1.5256132988724858,35,1
1201.0192225719802,1202.2536411199253,-0.3,z,z,1,1.6460949899628758,0,2
1202.7051882459782,1203.8745800810866,0.3,period,period,1,1.5770103281829506,1,2
1204.3169286800548,1205.8736689710058,0.1,comma,comma,1,2.019123876001686,2,2
1206.3950171649922,1207.5743663869798,-0.1,x,x,1,1.5592025790829211,3,2
1208.0062035920564,1209.42030708096,-0.1,x,x,1,1.865778692997992,4,2
1209.907038264908,1211.107225855114,0.1,comma,comma,1,1.6468341709114611,5,2
1211.6068068770692,1212.6206856120843,0.3,period,period,1,1.391116325976327,6,2
1213.0407051038928,1214.1874681860209,-0.1,x,x,1,1.6181443200912329,7,2
1214.7065253250769,1216.0535384139512,-0.3,z,z,1,1.6613081709947437,8,2
1216.4045060880017,1217.5740243890323,-0.1,x,x,1,1.578313612844795,9,2
1218.0185332440306,1219.0733649448957,0.3,period,period,1,1.3953583689872175,10,2
1219.4520323500035,1220.507604693994,-0.1,x,x,1,1.4945043888874352,11,2
1220.9871453989765,1222.3066511370707,-0.1,x,x,1,1.6973712311591953,12,2
1222.71891121706,1223.8400107419584,-0.3,z,z,1,1.5546165520790964,13,2
1224.3070245101117,1225.553783091018,-0.3,z,z,1,1.542327611008659,14,2
1225.8860991129186,1227.0199114140123,-0.1,x,x,1,1.5683317428920418,15,2
1227.507578701945,1228.7870495580137,-0.3,z,z,1,1.674636379117146,16,2
1229.21905296389,1230.2531906070653,0.1,comma,comma,1,1.3710446360055355,17,2
1230.6395266610198,1232.0531803960912,-0.3,z,z,1,1.819648214848712,18,2
1232.505258708028,1233.7074102289043,0.1,comma,x,0,1.628919892013073,19,2
1234.173734044889,1235.4871217040345,0.1,comma,comma,1,1.775290607009083,20,2
1235.9911615599412,1237.2536789691076,0.3,period,period,1,1.6717400571797043,21,2
1237.7061823590193,1238.8405368339736,0.1,comma,comma,1,1.6247550449334085,22,2
1239.3741411059164,1240.7535511800088,0.3,period,period,1,1.7696158459875733,23,2
1241.185812138021,1242.3405480079819,-0.1,x,x,1,1.6788977428805083,24,2
1242.9043572209775,1244.1201787299942,0.1,comma,comma,1,1.757386128185317,25,2
1244.7056735390795,1245.9395710560493,0.3,period,period,1,1.5988231268711388,26,2
1246.3396615209058,1247.6526812589727,0.3,period,period,1,1.7098484670277685,27,2
1248.0855292410124,1249.5737557560205,0.3,period,period,1,1.8080976658966392,28,2
1249.937562802108,1251.207016750006,0.1,comma,comma,1,1.6517516148742288,29,2
1251.6383075499907,1252.806153981015,-0.3,z,z,1,1.5939057529903948,30,2
1253.2740707930643,1254.4529515879694,-0.3,z,z,1,1.588141639949754,31,2
1254.9057991949376,1256.0538105079904,0.1,comma,comma,1,1.5913236369378865,32,2
1256.5376619989984,1257.8200282230973,0.3,period,period,1,1.7173738209530711,33,2
1258.3049266769085,1259.3523721410893,-0.1,x,x,1,1.5851684249937534,34,2
1259.9384367179591,1260.9532267379109,-0.3,z,z,1,1.3744229739531877,35,2
