timestamp,battery_voltage,battery_level,device_temperature,bluetooth_link_quality,bluetooth_rssi,bluetooth_tx_power,worn_confidence,is_button_press,is_not_fitted_to_garment
1630411793426,4.168,94,25.9,254,0,12,00,0,0
1630411794426,4.168,94,25.9,254,0,12,00,0,0
1630411795426,4.168,94,25.9,254,0,12,00,0,0
1630411796426,4.168,94,25.9,254,0,12,00,0,0
1630411797426,4.168,94,25.9,254,0,12,00,0,0
1630411798426,4.168,94,25.9,195,-2,12,00,0,0
1630411799426,4.168,94,25.9,215,0,12,00,0,0
1630411800426,4.168,94,25.9,254,0,12,00,0,0
1630411801426,4.168,94,25.9,215,0,12,00,0,0
1630411802426,4.168,94,25.9,195,0,12,00,0,0
1630411803426,4.168,94,25.9,254,0,12,00,0,0
1630411804426,4.168,94,25.9,254,0,12,00,0,0
1630411805426,4.168,94,25.9,254,0,12,00,0,0
1630411806426,4.168,94,26.0,235,0,12,00,0,0
1630411807426,4.168,94,26.0,254,0,12,00,0,0
1630411808426,4.168,94,26.0,190,0,12,00,0,0
1630411809426,4.168,94,26.0,254,-6,12,00,0,0
1630411810426,4.168,94,26.0,254,-3,12,00,0,0
1630411811426,4.168,94,26.0,254,0,12,00,0,0
1630411812426,4.168,94,26.0,254,0,12,00,0,0
1630411813426,4.168,94,26.0,254,-2,12,00,0,0
1630411814426,4.168,94,26.0,155,0,12,00,0,0
1630411815426,4.168,94,26.0,254,0,12,00,0,0
1630411816426,4.168,94,26.0,155,0,12,00,0,0
1630411817426,4.168,94,26.0,115,-3,12,00,0,0
1630411818426,4.168,94,26.0,254,0,12,00,0,0
1630411819426,4.168,94,26.0,254,-2,12,00,0,0
1630411820426,4.168,94,26.0,254,0,12,00,0,0
1630411821426,4.168,94,26.1,155,0,12,00,0,0
1630411822426,4.168,94,26.1,254,-6,12,00,0,0
1630411823426,4.168,94,26.1,135,0,12,00,0,0
1630411824426,4.168,94,26.1,254,0,12,00,0,0
1630411825426,4.168,94,26.1,235,-5,12,00,0,0
1630411826426,4.168,94,26.1,215,-3,12,00,0,0
1630411827426,4.168,94,26.1,235,0,12,00,0,0
1630411828426,4.168,94,26.1,215,-14,12,00,0,0
1630411829426,4.168,94,26.2,175,-2,12,00,0,0
1630411830426,4.168,94,26.2,110,-7,12,00,0,0
1630411831426,4.168,94,26.2,254,-6,12,00,0,0
1630411832426,4.168,94,26.2,254,-5,12,00,0,0
1630411833426,4.168,94,26.2,254,-3,12,00,0,0
1630411834426,4.168,94,26.2,254,0,12,00,0,0
1630411835426,4.168,94,26.2,190,0,12,00,0,0
1630411836426,4.168,94,26.2,215,0,12,00,0,0
1630411837426,4.168,94,26.2,254,0,12,00,0,0
1630411838426,4.168,94,26.2,170,-6,12,00,0,0
1630411839426,4.168,94,26.2,55,-10,12,00,0,0
1630411840426,4.168,94,26.3,254,0,12,00,0,0
1630411841426,4.168,94,26.3,190,-15,12,00,0,0
1630411842426,4.168,94,26.3,95,-14,12,00,0,0
1630411843426,4.168,94,26.3,254,0,12,00,0,0
1630411844426,4.168,94,26.3,235,-6,12,00,0,0
1630411845426,4.168,94,26.3,195,-5,12,00,0,0
1630411846426,4.168,94,26.3,254,-16,12,00,0,0
1630411847426,4.168,94,26.3,10,-5,12,00,0,0
1630411848426,4.168,94,26.3,254,0,12,00,0,0
1630411849426,4.168,94,26.3,215,0,12,00,0,0
1630411850426,4.168,94,26.3,254,-25,12,00,0,0
1630411851426,4.168,94,26.4,254,0,12,00,0,0
1630411852426,4.168,94,26.4,254,0,12,00,0,0
1630411853426,4.168,94,26.4,95,-7,12,00,0,0
1630411854426,4.168,94,26.4,115,0,12,00,0,0
1630411855426,4.168,94,26.4,254,-7,12,00,0,0
1630411856426,4.168,94,26.4,150,0,12,00,0,0
1630411857426,4.168,94,26.4,254,-12,12,00,0,0
1630411858426,4.168,94,26.4,254,-17,12,00,0,0
1630411859426,4.168,94,26.4,254,-9,12,00,0,0
1630411860426,4.167,94,26.4,254,-17,12,00,0,0
1630411861426,4.167,94,26.4,254,-8,12,00,0,0
1630411862426,4.167,94,26.4,175,-5,12,00,0,0
1630411863426,4.167,94,26.4,254,-13,12,00,0,0
1630411864426,4.167,94,26.4,0,-16,12,00,0,0
1630411865426,4.167,94,26.4,195,-24,12,00,0,0
1630411866426,4.167,94,26.4,254,-4,12,00,0,0
1630411867426,4.167,94,26.4,254,-19,12,00,0,0
1630411868426,4.167,94,26.4,254,-20,12,00,0,0
1630411869426,4.167,94,26.5,254,-21,12,00,0,0
1630411870426,4.167,94,26.5,254,0,12,00,0,0
1630411871426,4.167,94,26.5,175,0,12,00,0,0
1630411872426,4.167,94,26.5,254,-15,12,00,0,0
1630411873426,4.167,94,26.5,254,0,12,00,0,0
1630411874426,4.167,94,26.5,175,0,12,00,0,0
1630411875426,4.167,94,26.5,254,-14,12,00,0,0
1630411876426,4.167,94,26.6,10,-7,12,00,0,0
1630411877426,4.167,94,26.6,254,-15,12,00,0,0
1630411878426,4.167,94,26.6,175,0,12,00,0,0
1630411879426,4.167,94,26.7,235,0,12,00,0,0
1630411880426,4.166,94,26.7,254,-12,12,00,0,0
1630411881426,4.166,94,26.7,254,0,12,00,0,0
1630411882426,4.166,94,26.7,235,-17,12,00,0,0
1630411883426,4.166,94,26.7,135,-23,12,00,0,0
1630411884426,4.166,94,26.7,254,-8,12,00,0,0
1630411885426,4.166,94,26.7,254,-11,12,00,0,0
1630411886426,4.166,94,26.7,195,-12,12,00,0,0
1630411887426,4.166,94,26.7,254,-21,12,00,0,0
1630411888426,4.166,94,26.7,254,0,12,00,0,0
1630411889426,4.166,94,26.7,0,-10,12,00,0,0
1630411890426,4.166,94,26.7,215,0,12,00,0,0
1630411891426,4.166,94,26.7,254,-8,12,00,0,0
1630411892426,4.166,94,26.7,195,0,12,00,0,0
1630411893426,4.166,94,26.7,235,-13,12,00,0,0
1630411894426,4.166,94,26.7,215,-23,12,00,0,0
1630411895426,4.166,94,26.7,215,0,12,00,0,0
1630411896426,4.166,94,26.7,254,-12,12,00,0,0
1630411897426,4.166,94,26.7,254,-25,12,00,0,0
1630411898426,4.166,94,26.7,254,0,12,00,0,0
1630411899426,4.166,94,26.7,95,-13,12,00,0,0
1630411900426,4.166,94,26.7,235,0,12,00,0,0
1630411901426,4.166,94,26.7,254,0,12,00,0,0
1630411902426,4.166,94,26.7,215,-10,12,00,0,0
1630411903426,4.166,94,26.7,215,0,12,00,0,0
1630411904426,4.166,94,26.7,210,-11,12,00,0,0
1630411905426,4.166,94,26.7,235,-7,12,00,0,0
1630411906426,4.166,94,26.7,215,-15,12,00,0,0
1630411907426,4.166,94,26.7,195,-7,12,00,0,0
1630411908426,4.166,94,26.8,254,0,12,00,0,0
1630411909426,4.166,94,26.8,254,-5,12,00,0,0
1630411910426,4.166,94,26.8,254,-18,12,00,0,0
1630411911426,4.166,94,26.8,254,0,12,00,0,0
1630411912426,4.166,94,26.8,190,-13,12,00,0,0
1630411913426,4.166,94,26.8,215,0,12,00,0,0
1630411914426,4.166,94,26.8,254,0,12,00,0,0
1630411915426,4.166,94,26.8,175,0,12,00,0,0
1630411916426,4.166,94,26.8,254,-12,12,00,0,0
1630411917426,4.165,94,26.9,235,0,12,00,0,0
1630411918426,4.165,94,26.9,254,0,12,00,0,0
1630411919426,4.165,94,26.9,254,-11,12,00,0,0
1630411920426,4.165,94,26.9,190,0,12,00,0,0
1630411921426,4.165,94,26.9,254,-7,12,00,0,0
1630411922426,4.165,94,26.9,254,0,12,00,0,0
1630411923426,4.165,94,26.9,254,0,12,00,0,0
1630411924426,4.165,94,26.9,254,-8,12,00,0,0
1630411925426,4.165,94,27.0,254,-5,12,00,0,0
1630411926426,4.165,94,27.0,235,-13,12,00,0,0
1630411927426,4.165,94,27.0,254,0,12,00,0,0
1630411928426,4.165,94,27.0,254,0,12,00,0,0
1630411929426,4.165,94,27.0,254,0,12,00,0,0
1630411930426,4.165,94,27.0,254,-10,12,00,0,0
1630411931426,4.165,94,27.0,254,0,12,00,0,0
1630411932426,4.165,94,27.0,215,-10,12,00,0,0
1630411933426,4.165,94,27.0,235,-8,12,00,0,0
1630411934426,4.165,94,27.0,254,-8,12,00,0,0
1630411935426,4.165,94,27.0,254,-1,12,00,0,0
1630411936426,4.165,94,27.0,254,0,12,00,0,0
1630411937426,4.165,94,27.1,254,-10,12,00,0,0
1630411938426,4.165,94,27.1,254,0,12,00,0,0
1630411939426,4.165,94,27.1,254,-1,12,00,0,0
1630411940426,4.165,94,27.1,215,-8,12,00,0,0
1630411941426,4.165,94,27.1,254,-21,12,00,0,0
1630411942426,4.165,94,27.1,254,-12,12,00,0,0
1630411943426,4.165,94,27.1,254,-24,12,00,0,0
1630411944426,4.165,94,27.1,254,-8,12,00,0,0
1630411945426,4.165,94,27.1,254,0,12,00,0,0
1630411946426,4.165,94,27.1,55,0,12,00,0,0
1630411947426,4.165,94,27.1,195,0,12,00,0,0
1630411948426,4.164,94,27.1,254,-6,12,00,0,0
1630411949426,4.164,94,27.1,254,-5,12,00,0,0
1630411950426,4.164,94,27.1,15,0,12,00,0,0
1630411951426,4.164,94,27.1,254,-20,12,00,0,0
1630411952426,4.164,94,27.1,254,-8,12,00,0,0
1630411953426,4.164,94,27.1,254,-6,12,00,0,0
1630411954426,4.164,94,27.1,254,-6,12,00,0,0
1630411955426,4.164,94,27.1,254,-9,12,00,0,0
1630411956426,4.164,94,27.1,254,0,12,00,0,0
1630411957426,4.164,94,27.1,254,-5,12,00,0,0
1630411958426,4.164,94,27.1,254,-9,12,00,0,0
1630411959426,4.164,94,27.1,254,-7,12,00,0,0
1630411960426,4.164,94,27.1,254,-7,12,00,0,0
1630411961426,4.164,94,27.1,175,0,12,00,0,0
1630411962426,4.164,94,27.1,254,-6,12,00,0,0
1630411963426,4.164,94,27.1,215,-11,12,00,0,0
1630411964426,4.164,94,27.1,254,-6,12,00,0,0
1630411965426,4.164,94,27.1,254,0,12,00,0,0
1630411966426,4.164,94,27.2,254,-7,12,00,0,0
1630411967426,4.164,94,27.2,254,-10,12,00,0,0
1630411968426,4.164,94,27.2,115,-21,12,00,0,0
1630411969426,4.164,94,27.2,215,0,12,00,0,0
1630411970426,4.164,94,27.2,254,0,12,00,0,0
1630411971426,4.164,94,27.3,254,0,12,00,0,0
1630411972426,4.164,94,27.3,254,0,12,00,0,0
1630411973426,4.164,94,27.3,254,0,12,00,0,0
1630411974426,4.164,94,27.3,254,0,12,00,0,0
1630411975426,4.164,94,27.3,254,0,12,00,0,0
1630411976426,4.164,94,27.3,254,0,12,00,0,0
1630411977426,4.164,94,27.3,254,0,12,00,0,0
1630411978426,4.164,94,27.3,254,0,12,00,0,0
1630411979426,4.164,94,27.3,254,0,12,00,0,0
1630411980426,4.164,94,27.3,254,0,12,00,0,0
1630411981426,4.164,94,27.3,115,0,12,00,0,0
