timestamp,cumulative_impulse_load,walking_step_count,running_step_count,bound_count,jump_count,minor_impact_count,major_impact_count,avg_force_dev_rate,avg_step_impulse,avg_step_period,last_jump_flight_time
1630411793426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411794426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411795426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411796426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411797426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411798426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411799426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411800426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411801426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411802426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411803426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411804426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411805426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411806426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411807426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411808426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411809426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411810426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411811426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411812426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411813426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411814426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411815426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411816426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411817426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411818426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411819426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411820426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411821426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411822426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411823426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411824426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411825426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411826426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411827426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411828426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411829426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411830426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411831426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411832426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411833426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
1630411834426,278,7,0,0,0,2,0,0.0,0.0,0.0,0.0
