timestamp,cumulative_impulse_load,walking_step_count,running_step_count,bound_count,jump_count,minor_impact_count,major_impact_count,avg_force_dev_rate,avg_step_impulse,avg_step_period,last_jump_flight_time
1630937420446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937421446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937422446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937423446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937424446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937425446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937426446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937427446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937428446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937429446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937430446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937431446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937432446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937433446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937434446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937435446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937436446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937437446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937438446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937439446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937440446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937441446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937442446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937443446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937444446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937445446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937446446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937447446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937448446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937449446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937450446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937451446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937452446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937453446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937454446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937455446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937456446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937457446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937458446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937459446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937460446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937461446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937462446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937463446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937464446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937465446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937466446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937467446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937468446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937469446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937470446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937471446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937472446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937473446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937474446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937475446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937476446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937477446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937478446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937479446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937480446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937481446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937482446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937483446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937484446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937485446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937486446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937487446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937488446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937489446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937490446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937491446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937492446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937493446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937494446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937495446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937496446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937497446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937498446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937499446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937500446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937501446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937502446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937503446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937504446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937505446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937506446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937507446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937508446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937509446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937510446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937511446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937512446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937513446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937514446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937515446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937516446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937517446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937518446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937519446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937520446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937521446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937522446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937523446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937524446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937525446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937526446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937527446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937528446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937529446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937530446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937531446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937532446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937533446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937534446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937535446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937536446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937537446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937538446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937539446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937540446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937541446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937542446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937543446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1630937544446,461,3,0,0,0,3,0,0.0,0.0,0.0,0.0
